"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2014678","SALT LAKE CITY","1","5","13C","600 N SIR PHILIP DR","2014-01-02T12:22:00.000","113","Z1","2014-01-02T12:22:00.000","1316-2","ASSAULT","1876246","892790"
"SL2014679","SALT LAKE CITY","1","5","13B","1800 W INDEPENDENCE BLVD","2014-01-02T12:22:00.000","111","Z1","2014-01-02T17:38:00.000","1313-0","ASSAULT","1877422","899474"
"SL2014691","SALT LAKE CITY","2","5","0","3900 W CALIFORNIA AVE","2014-01-02T12:51:00.000","124","Z2","2014-01-02T12:51:00.000","5499-2","TRAFFIC","1865813","877874"
"SL2014779","SALT LAKE CITY",,"5","0","700 N TERMINAL DR","2014-01-02T15:31:00.000","40","40","2014-01-02T15:31:00.000","2499-14","STOLEN VEHICLE","1869739","890270"
"SL2014756","SALT LAKE CITY","5","5","90Z","600 E 1300 S","2014-01-02T14:52:00.000","153","Z5","2014-01-02T14:52:00.000","6201-0","CONSERVATION","1896602","877473"
"SL2014627","SALT LAKE CITY","5","5","23F","900 S 300 E","2014-01-02T10:33:00.000","153","Z5","2014-01-02T10:33:00.000","2305-0","LARCENY","1894258","880139"
"SL2014573","SALT LAKE CITY","4","5","0","500 W 700 S","2014-01-02T08:37:00.000","134","Z3","2014-01-02T08:37:00.000","7399-1","PUBLIC ORDER","1887430","882064"
"SL2014762","SALT LAKE CITY","2","5","290","400 S 1000 W","2014-01-02T15:02:00.000","121","Z2","2014-01-02T15:02:00.000","2999-1","DAMAGED PROP","1883995","884051"
"SL2014765","SALT LAKE CITY","4","5","35A","700 E 300 S","2014-01-02T15:06:00.000","143","Z4","2014-01-02T15:06:00.000","3512-0","DRUGS","1897980","885134"
"SL2014760","SALT LAKE CITY","2","5","13A","1400 W INDIANA AVE","2014-01-02T14:58:00.000","122","Z2","2014-01-02T14:58:00.000","1304-0","ASSAULT","1880776","880995"
"SL20141005","SALT LAKE CITY","3","5","35A","300 W 500 N","2014-01-02T22:19:00.000","131","Z3","2014-01-02T22:19:00.000","3562-0","DRUGS","1888858","891565"
"SL2014821","SALT LAKE CITY",,"5","0","3700 W TERMINAL DR","2014-01-02T16:30:00.000","40","40","2014-01-02T16:31:00.000","7399-1","PUBLIC ORDER","1867367","893605"
"SL2014748","SALT LAKE CITY","4","5","35B","800 E 300 S","2014-01-02T14:31:00.000","143","Z4","2014-01-02T14:31:00.000","3550-0","DRUGS","1898217","885133"
"SL2014660","SALT LAKE CITY","2","5","23C","100 N 900 W","2014-01-02T11:44:00.000","112","Z1","2014-01-02T11:44:00.000","2303-0","LARCENY","1884781","888717"
"SL2014757","SALT LAKE CITY","1","5","240","600 N 3800 W","2014-01-02T14:54:00.000","113","Z1","2014-01-02T14:54:00.000","2499-17","STOLEN VEHICLE","1866598","892793"
"SL2014733","SALT LAKE CITY","4","5","90Z","700 E 400 S","2014-01-02T14:02:00.000","143","Z4","2014-01-02T14:02:00.000","4803-0","OBST POLICE","1897437","884404"
"SL2014842","SALT LAKE CITY","4","5","35A","200 S 400 W","2014-01-02T17:37:00.000","132","Z3","2014-01-02T17:41:00.000","3562-0","DRUGS","1888671","885980"
"SL2014843","SALT LAKE CITY","4","5","90E","200 W 400 S","2014-01-02T17:42:00.000","134","Z3","2014-01-02T17:42:00.000","7399-26","PUBLIC ORDER","1890223","884371"
"SL2014747","SALT LAKE CITY","5","5","23C","300 W HOPE AVE","2014-01-02T14:29:00.000","152","Z5","2014-01-02T14:29:00.000","2303-0","LARCENY","1889051","876511"
"SL2014847","SALT LAKE CITY","7","5","23C","1100 E WILMINGTON AVE","2014-01-02T17:17:00.000","163","Z6","2014-01-02T17:17:00.000","2303-0","LARCENY","1901032","870773"
"SL2014939","SALT LAKE CITY","1","5","0","600 N 3800 W","2014-01-02T19:00:00.000","113","Z1","2014-01-02T19:35:00.000","5399-28","PUBLIC PEACE","1866547","892675"
"SL2014541","SALT LAKE CITY","4","5","23C","100 E 800 S","2014-01-02T06:06:00.000","135","Z3","2014-01-02T06:06:00.000","2303-0","LARCENY","1893271","881250"
"SL2014965","SALT LAKE CITY","1","5","35A","200 S SURPRISE AVE","2014-01-02T20:24:00.000",,"ADM","2014-01-02T20:24:00.000","3599-0","DRUGS","111111111","111111111"
"SL2014833","SALT LAKE CITY",,"5","0","STATE ST / KENSINGTON AVE","2014-01-02T16:50:00.000","152","Z5","2014-01-02T16:50:00.000","5499-7","TRAFFIC","1892624","875693"
"SL2014603","SALT LAKE CITY","4","5","90Z","600 S UNIVERSITY ST","2014-01-02T09:49:00.000","151","Z5","2014-01-02T09:49:00.000","5309-0","PUBLIC PEACE","1902527","882435"
"SL2014721","SALT LAKE CITY","4","5","0","100 W 500 S","2014-01-02T13:46:00.000","135","Z3","2014-01-02T13:46:00.000","7399-1","PUBLIC ORDER","1890665","883638"
"SL2014738","SALT LAKE CITY","7","5","0","2900 S 1100 E","2014-01-02T14:13:00.000","162","Z6","2014-01-02T14:13:00.000","5399-23","PUBLIC PEACE","1900449","864324"
"SL2014763","SALT LAKE CITY","4","5","90Z","700 E 400 S","2014-01-02T14:02:00.000","143","Z4","2014-01-02T14:02:00.000","4902-0","ESCAPE","1897437","884404"
"SL2014805","SALT LAKE CITY","4","5","0","100 S STATE ST","2014-01-02T16:04:00.000","133","Z3","2014-01-02T16:04:00.000","7399-1","PUBLIC ORDER","1892696","886547"
"SL2014822","SALT LAKE CITY","4","5","90Z","300 S 600 W","2014-01-02T14:52:00.000","132","Z3","2014-01-02T14:52:00.000","4902-0","ESCAPE","1887084","885181"
"SL2014755","SALT LAKE CITY","4","5","35A","300 S 600 W","2014-01-02T14:52:00.000","132","Z3","2014-01-02T14:52:00.000","3512-0","DRUGS","1887084","885181"
"SL2014956","SALT LAKE CITY","2","5","220","00 N 800 W","2014-01-02T19:00:00.000","112","Z1","2014-01-02T20:05:00.000","2203-0","BURGLARY","1885570","887874"
"SL2014974","SALT LAKE CITY","1","5","0","1000 N 4030 W","2014-01-02T20:44:00.000","113","Z1","2014-01-02T20:46:00.000","7399-1","PUBLIC ORDER","1865123","896564"
"SL2014835","SALT LAKE CITY","2","5","13B","900 W NORTH TEMPLE ST","2014-01-02T16:52:00.000","112","Z1","2014-01-02T16:52:00.000","4801-0","OBST POLICE","1884227","888366"
"SL2014629","SALT LAKE CITY","4","5","0","00 W 600 S","2014-01-02T10:35:00.000","135","Z3","2014-01-02T10:35:00.000","5499-8","TRAFFIC","1891461","882842"
"SL2014795","SALT LAKE CITY","2","5","0","3100 W 2100 S","2014-01-02T07:17:00.000","124","Z2","2014-01-02T07:17:00.000","5499-7","TRAFFIC","1870801","872574"
"SL2014856","SALT LAKE CITY",,"5","0","GLADIOLA ST / DIRECTORS RW","2014-01-02T17:34:00.000","124","Z2","2014-01-02T17:34:00.000","5499-8","TRAFFIC","1869390","879076"
"SL2014865","SALT LAKE CITY","4","5","90Z","200 S RIO GRANDE ST","2014-01-02T17:54:00.000","132","Z3","2014-01-02T17:54:00.000","4902-0","ESCAPE","1888237","885727"
"SL2014880","SALT LAKE CITY","4","5","90Z","300 S 800 E","2014-01-02T14:30:00.000","143","Z4","2014-01-02T18:09:00.000","4902-0","ESCAPE","1898180","885151"
"SL2014581","SALT LAKE CITY","4","5","0","1300 E 400 S","2014-01-02T08:59:00.000","143","Z4","2014-01-02T08:59:00.000","5499-7","TRAFFIC","1902179","884326"
"SL2014867","SALT LAKE CITY","5","5","0","1300 E 800 S","2014-01-02T17:56:00.000","151","Z5","2014-01-02T17:56:00.000","7399-99","PUBLIC ORDER","1902160","881159"
"SL2014773","SALT LAKE CITY","4","5","0","200 S 500 E","2014-01-02T15:13:00.000","142","Z4","2014-01-02T15:13:00.000","7399-99","PUBLIC ORDER","1895802","885485"
"SL2014976","SALT LAKE CITY","4","5","90G","00 W 300 S","2014-01-02T20:48:00.000","133","Z3","2014-01-02T20:48:00.000","4104-0","LIQUOR","1891517","885218"
"SL2014732","SALT LAKE CITY","1","5","280","1000 N 1500 W","2014-01-02T14:01:00.000","111","Z1","2014-01-02T14:01:00.000","2899-0","STOLEN PROP","1880122","895976"
"SL2014840","SALT LAKE CITY","2","5","0","700 S POST ST","2014-01-02T20:36:00.000","121","Z2","2014-01-02T20:36:00.000","5499-7","TRAFFIC","1884298","882021"
"SL2014751","SALT LAKE CITY","4","5","23C","700 S STATE ST","2014-01-02T14:37:00.000","135","Z3","2014-01-02T14:37:00.000","2303-0","LARCENY","1892617","881581"
"SL2014759","SALT LAKE CITY","2","5","90Z","500 S POST ST","2014-01-02T14:58:00.000","121","Z2","2014-01-02T14:58:00.000","4902-0","ESCAPE","1884304","883607"
"SL20141004","SALT LAKE CITY","4","5","0","200 S RIO GRANDE ST","2014-01-02T22:12:00.000","132","Z3","2014-01-02T22:12:00.000","5399-23","PUBLIC PEACE","1888238","885862"
"SL20141035","SALT LAKE CITY","7","5","0","2100 S FOOTHILL DR","2014-01-02T23:37:00.000","163","Z6","2014-01-02T23:37:00.000","5499-12","TRAFFIC","1912927","871584"
"SL2014764","SALT LAKE CITY","4","5","13C","700 S 300 E","2014-01-02T15:04:00.000","144","Z4","2014-01-02T15:04:00.000","1316-2","ASSAULT","1894264","881757"
"SL2014788","SALT LAKE CITY","4","5","90E","200 S 500 W","2014-01-02T15:44:00.000","132","Z3","2014-01-02T15:44:00.000","7399-26","PUBLIC ORDER","1887938","885881"
"SL2014790","SALT LAKE CITY","4","5","290","00 S 1100 E","2014-01-02T15:44:00.000","143","Z4","2014-01-02T15:44:00.000","2901-0","DAMAGED PROP","1900579","887335"
"SL2014797","SALT LAKE CITY","4","5","0","600 S 1200 E","2014-01-02T15:55:00.000","151","Z5","2014-01-02T15:55:00.000","5399-28","PUBLIC PEACE","1901403","882361"
"SL2014817","SALT LAKE CITY","3","5","90Z","100 N MAIN ST","2014-01-02T16:20:00.000","131","Z3","2014-01-02T16:20:00.000","5309-0","PUBLIC PEACE","1891911","888960"
"SL2014849","SALT LAKE CITY","4","5","90Z","400 W 300 S","2014-01-02T17:25:00.000","132","Z3","2014-01-02T17:25:00.000","3599-2","DRUGS","1888474","885230"
"SL20141025","SALT LAKE CITY","3","5","220","600 W NORTH TEMPLE ST","2014-01-02T23:14:00.000","132","Z3","2014-01-02T23:14:00.000","2203-0","BURGLARY","1886886","888355"
"SL2014878","SALT LAKE CITY","7","5","23C","1100 E BRICKYARD RD","2014-01-02T19:00:00.000","162","Z6","2014-01-02T19:00:00.000","2303-0","LARCENY","1900883","863411"
"SL2014899","SALT LAKE CITY","2","5","35B","1400 S 1000 W","2014-01-02T18:51:00.000","123","Z2","2014-01-02T18:51:00.000","3550-0","DRUGS","1884034","876420"
"SL2014912","SALT LAKE CITY",,"5","0","FOOTHILL DR / SUNNYSIDE AVE","2014-01-02T19:06:00.000","151","Z5","2014-01-02T19:06:00.000","7399-1","PUBLIC ORDER","1908589","880716"
"SL2014918","SALT LAKE CITY","2","5","0","1300 S UTAH ST","2014-01-02T19:11:00.000","123","Z2","2014-01-02T19:11:00.000","5399-18","PUBLIC PEACE","1879219","877010"
"SL2014938","SALT LAKE CITY","2","5","90E","800 W CALIFORNIA AVE","2014-01-02T19:44:00.000","123","Z2","2014-01-02T19:44:00.000","7399-26","PUBLIC ORDER","1885083","877154"
"SL2014902","SALT LAKE CITY","2","5","23C","100 N 900 W","2014-01-02T18:52:00.000","112","Z1","2014-01-02T18:52:00.000","2303-0","LARCENY","1884782","888792"
"SL2014945","SALT LAKE CITY","5","5","90C","1000 S 300 W","2014-01-02T19:41:00.000","152","Z5","2014-01-02T19:41:00.000","5311-0","PUBLIC PEACE","1889434","878805"
"SL2014963","SALT LAKE CITY","5","5","13C","300 E REDONDO AVE","2014-01-02T20:22:00.000","161","Z6","2014-01-02T20:22:00.000","1316-2","ASSAULT","1894328","871843"
"SL2014972","SALT LAKE CITY","7","5","23C","1100 E BRICKYARD RD","2014-01-02T20:42:00.000","162","Z6","2014-01-02T20:42:00.000","2303-0","LARCENY","1900883","863411"
"SL2014986","SALT LAKE CITY","2","5","90Z","1400 S 1000 W","2014-01-02T21:22:00.000","123","Z2","2014-01-02T21:22:00.000","4902-0","ESCAPE","1884034","876420"
"SL2014990","SALT LAKE CITY","1","5","35A","700 N 900 W","2014-01-02T21:30:00.000","111","Z1","2014-01-02T21:30:00.000","3562-0","DRUGS","1884801","893528"
"SL20141008","SALT LAKE CITY","2","5","220","1100 S MONTGOMERY ST","2014-01-02T10:00:00.000","122","Z2","2014-01-02T22:32:00.000","2202-0","BURGLARY","1879405","878490"
"SL20141037","SALT LAKE CITY","1","5","0","100 N REDWOOD RD","2014-01-02T23:40:00.000","113","Z1","2014-01-02T23:40:00.000","7399-1","PUBLIC ORDER","1878509","888932"
"SL2014538","SALT LAKE CITY","4","5","0","500 W 700 S","2014-01-02T05:38:00.000","134","Z3","2014-01-02T05:38:00.000","5399-23","PUBLIC PEACE","1887430","882064"
"SL2014534","SALT LAKE CITY","1","5","0","1800 W NORTH STAR DR","2014-01-02T04:49:00.000","113","Z1","2014-01-02T04:49:00.000","7399-1","PUBLIC ORDER","1877585","890124"
"SL2014525","SALT LAKE CITY","5","5","0","1700 S 200 E","2014-01-02T03:00:00.000","161","Z6","2014-01-02T03:00:00.000","7399-5","PUBLIC ORDER","1893380","874304"
"SL2014492","SALT LAKE CITY","5","5","0","1500 S MAIN ST","2014-01-02T00:17:00.000","152","Z5","2014-01-02T00:17:00.000","7399-1","PUBLIC ORDER","1891801","875477"
"SL2014985","SALT LAKE CITY","7","5","23C","3200 S RICHMOND ST","2014-01-02T21:18:00.000","162","Z6","2014-01-02T21:18:00.000","2303-0","LARCENY","1901960","862699"
"SL2014907","SALT LAKE CITY",,"5","90Z","EMERY ST / ILLINOIS AVE","2014-01-02T19:02:00.000","122","Z2","2014-01-02T19:02:00.000","5499-11","TRAFFIC","1882525","878410"
"SL20141001","SALT LAKE CITY","7","5","90D","1700 S 1300 E","2014-01-02T22:07:00.000","163","Z6","2014-01-02T22:07:00.000","5404-0","TRAFFIC","1902100","874446"
"SL20141003","SALT LAKE CITY","2","5","90Z","1500 W NORTH TEMPLE ST","2014-01-02T22:10:00.000","112","Z1","2014-01-02T22:10:00.000","4902-0","ESCAPE","1880060","888442"
"SL20141009","SALT LAKE CITY","1","5","13B","200 N 900 W","2014-01-02T22:34:00.000","112","Z1","2014-01-02T22:34:00.000","1313-0","ASSAULT","1884726","889724"
"SL201442200","SALT LAKE CITY",,"7","23D","3500 W NINIGRET DR","2014-03-15T10:42:00.000",,,"2014-03-15T10:42:00.000","2308-0","LARCENY",,
"SL20141013","SALT LAKE CITY","5","5","13B","100 W LAYTON AVE","2014-01-02T22:45:00.000","161","Z6","2014-01-02T22:45:00.000","1313-0","ASSAULT","1890474","873215"
"SL20141020","SALT LAKE CITY","5","5","0","100 E 1700 S","2014-01-02T23:09:00.000","161","Z6","2014-01-02T23:09:00.000","5399-23","PUBLIC PEACE","1893231","874470"
"SL2014722","SALT LAKE CITY","2","5","13B","800 W OURAY AVE","2014-01-02T13:49:00.000","112","Z1","2014-01-02T13:49:00.000","1313-0","ASSAULT","1885470","891141"
"SL2014964","SALT LAKE CITY",,"5","0","10TH AVE 650 E","2014-01-02T20:22:00.000","141","Z4","2014-01-02T20:22:00.000","5499-8","TRAFFIC","1897740","894130"
"SL2014776","SALT LAKE CITY","5","5","0","2100 S STATE ST","2014-01-02T15:21:00.000","161","Z6","2014-01-02T15:21:00.000","5499-7","TRAFFIC","1892578","871566"
"SL2014830","SALT LAKE CITY","2","5","0","500 N 900 W","2014-01-02T16:43:00.000","112","Z1","2014-01-02T16:43:00.000","5499-8","TRAFFIC","1884793","891576"
"SL2014854","SALT LAKE CITY","2","5","0","2100 S 700 W","2014-01-02T17:43:00.000","123","Z2","2014-01-02T17:43:00.000","5499-8","TRAFFIC","1886219","871593"
"SL2014612","SALT LAKE CITY",,"5","0","KENSINGTON AVE / STATE ST","2014-01-02T10:05:00.000","152","Z5","2014-01-02T10:05:00.000","5499-8","TRAFFIC","1892624","875693"
"SL20141006","SALT LAKE CITY","1","5","90Z","200 S SURPRISE AVE","2014-01-02T22:28:00.000",,"ADM","2014-01-02T22:28:00.000","3599-99","DRUGS","111111111","111111111"
"SL2014994","SALT LAKE CITY","4","5","90Z","200 S 1300 E","2014-01-02T21:35:00.000","143","Z4","2014-01-02T21:35:00.000","5499-11","TRAFFIC","1902148","885916"
"SL2014915","SALT LAKE CITY","7","5","0","2100 S 700 E","2014-01-02T19:09:00.000","162","Z6","2014-01-02T19:09:00.000","5499-7","TRAFFIC","1897319","871514"
"SL2014529","SALT LAKE CITY","4","5","23H","200 W SOUTH TEMPLE ST","2014-01-02T04:30:00.000","132","Z3","2014-01-02T04:30:00.000","2399-0","LARCENY","1890161","887540"
"SL2014532","SALT LAKE CITY","2","5","0","1100 S 700 W","2014-01-02T04:17:00.000","122","Z2","2014-01-02T04:17:00.000","5399-28","PUBLIC PEACE","1886323","878130"
"SL2014750","SALT LAKE CITY","4","5","90Z","500 E 300 S","2014-01-02T14:35:00.000","142","Z4","2014-01-02T14:35:00.000","5309-1","PUBLIC PEACE","1896432","885200"
"SL2014845","SALT LAKE CITY","2","5","35B","00 S RIO GRANDE ST","2014-01-02T17:15:00.000","132","Z3","2014-01-02T17:15:00.000","3550-0","DRUGS","1888267","865696"
"SL2014900","SALT LAKE CITY","4","5","90G","200 S RIO GRANDE ST","2014-01-02T18:54:00.000","132","Z3","2014-01-02T18:54:00.000","4104-0","LIQUOR","1888298","885862"
"SL2014954","SALT LAKE CITY","4","5","0","400 S 400 E","2014-01-02T20:03:00.000","144","Z4","2014-01-02T20:03:00.000","7399-3","PUBLIC ORDER","1895065","884086"
"SL2014786","SALT LAKE CITY","2","5","0","300 S 5600 W","2014-01-02T15:41:00.000","124","Z2","2014-01-02T15:41:00.000","5499-7","TRAFFIC","1854743","885124"
"SL2014959","SALT LAKE CITY","4","5","0","100 S 900 E","2014-01-02T20:10:00.000","143","Z4","2014-01-02T20:10:00.000","5499-7","TRAFFIC","1898979","886720"
"SL20141844","SALT LAKE CITY","5","5","23G","1400 S ROBERTA ST","2014-01-02T14:32:00.000","152","Z5","2014-01-04T14:32:00.000","2304-0","LARCENY","1893835","875874"
"SL20142545","SALT LAKE CITY","4","5","90Z","00 W 300 S","2014-01-02T20:48:00.000","133","Z3","2014-01-02T20:48:00.000","4902-0","ESCAPE","1891517","885218"
"SL2014785","SALT LAKE CITY","2","5","35B","500 S POST ST","2014-01-02T16:00:00.000","121","Z2","2014-01-03T07:29:00.000","3550-0","DRUGS","1884304","883607"
"SL2014676","SALT LAKE CITY","4","5","0","300 S RIO GRANDE ST","2014-01-02T12:16:00.000","132","Z3","2014-01-02T12:16:00.000","5399-23","PUBLIC PEACE","1888235","885137"
"SL2014962","SALT LAKE CITY","1","5","0","3600 W 300 N","2014-01-02T20:15:00.000","113","Z1","2014-01-02T20:18:00.000","5499-7","TRAFFIC","1866905","891511"
"SL20143080","SALT LAKE CITY","4","5","90Z","400 W 300 S","2014-01-02T02:05:00.000","132","Z3","2014-01-02T02:05:00.000","4902-0","ESCAPE","1888474","885230"
"SL2014670","SALT LAKE CITY","4","5","90J","500 S 200 W","2014-01-02T12:01:00.000","135","Z3","2014-01-02T12:01:00.000","5707-0","INV OF PRIVACY","1890305","883363"
"SL20144476","SALT LAKE CITY","4","5","0","00 S 500 E","2014-01-02T12:27:00.000","142","Z4","2014-01-09T12:27:00.000","2499-14","STOLEN VEHICLE","1895809","887308"
"SL2014800010","SALT LAKE CITY","3","5","23F","100 N MAIN ST","2014-01-02T09:00:00.000","131","Z3","2014-01-02T14:02:00.000","2305-0","LARCENY","1891911","888970"
"SL2014800011","SALT LAKE CITY","2","5","290","2900 W DIRECTORS RW","2014-01-02T07:30:00.000","124","Z2","2014-01-02T15:39:00.000","2999-0","DAMAGED PROP","1872168","879100"
"SL2014800012","SALT LAKE CITY","6","5","90Z","1800 S FOOTHILL DR","2014-01-02T06:40:00.000","163","Z6","2014-01-02T15:41:00.000","5309-0","PUBLIC PEACE","1912296","872840"
"SL2014800014","SALT LAKE CITY","5","5","23H","300 E 1300 S","2014-01-02T16:00:00.000","153","Z5","2014-01-02T16:08:00.000","2399-0","LARCENY","1894925","877419"
"SL2014800015","SALT LAKE CITY","4","5","90Z","300 S STATE ST","2014-01-02T17:15:00.000","133","Z3","2014-01-02T18:27:00.000","5401-0","TRAFFIC","1892631","885175"
"SL2014800026","SALT LAKE CITY","7","5","23F","1800 E 2700 S","2014-01-02T22:00:00.000","163","Z6","2014-01-03T11:21:00.000","2305-0","LARCENY","1906777","866897"
"SL2014800027","SALT LAKE CITY","6","5","23F","2000 S 2100 E","2014-01-02T22:00:00.000","163","Z6","2014-01-03T11:57:00.000","2305-0","LARCENY","1908552","871985"
"SL20146699","SALT LAKE CITY","5","5","23H","1400 E YALE AVE","2014-01-02T00:00:00.000","154","Z5","2014-01-13T12:38:00.000","2310-0","LARCENY","1903142","879013"
"SL2014800119","SALT LAKE CITY","4","5","23H","800 S PARK ST","2014-01-02T11:20:00.000","144","Z4","2014-01-18T15:45:00.000","2310-0","LARCENY","1896244","881186"
"SL2014635","SALT LAKE CITY","5","5","23H","1200 S 900 E","2014-01-02T10:56:00.000","153","Z5","2014-01-02T10:56:00.000","2309-0","LARCENY","1898943","877725"
"SL2014736","SALT LAKE CITY","3","5","23G","200 E 2ND AVE","2014-01-02T14:10:00.000","141","Z4","2014-01-02T14:10:00.000","2304-0","LARCENY","1894593","888410"
"SL20141021","SALT LAKE CITY","4","5","290","00 S 1000 E","2014-01-02T23:09:00.000","143","Z4","2014-01-02T23:09:00.000","2902-1","DAMAGED PROP","1899777","887075"
"SL2014595","SALT LAKE CITY","4","5","90Z","300 E 200 S","2014-01-02T09:24:00.000","142","Z4","2014-01-02T09:24:00.000","3599-2","DRUGS","1894390","886000"
"SL20141051","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR","2014-01-03T00:30:00.000","113","Z1","2014-01-03T00:32:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20141065","SALT LAKE CITY","2","6","290","700 S JEREMY ST","2014-01-03T01:45:00.000","121","Z2","2014-01-03T01:45:00.000","2902-1","DAMAGED PROP","1885151","881790"
"SL20141084","SALT LAKE CITY","2","6","90Z","700 S NAVAJO ST","2014-01-03T02:30:00.000","121","Z2","2014-01-03T02:30:00.000","4902-0","ESCAPE","1881081","881771"
"SL20141091","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR","2014-01-03T05:20:00.000","113","Z1","2014-01-03T05:28:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20141066","SALT LAKE CITY","4","6","90Z","600 S 200 W","2014-01-03T03:11:00.000","134","Z3","2014-01-03T03:11:00.000","4902-0","ESCAPE","1890242","882671"
"SL20141067","SALT LAKE CITY","4","6","0","300 S UNIVERSITY ST","2014-01-03T01:49:00.000","143","Z4","2014-01-03T01:49:00.000","7399-1","PUBLIC ORDER","1902567","884606"
"SL20141103","SALT LAKE CITY","6","6","280","2400 E 1700 S","2014-01-03T07:02:00.000","154","Z5","2014-01-03T07:02:00.000","2408-0","STOLEN VEHICLE","1911609","874482"
"SL20141115","SALT LAKE CITY","1","6","240","900 N AMERICAN BEAUTY DR","2014-01-03T03:00:00.000","111","Z1","2014-01-03T08:31:00.000","2499-13","STOLEN VEHICLE","1883518","895126"
"SL20141195","SALT LAKE CITY","2","6","0","700 W GENESEE AVE","2014-01-03T11:50:00.000","122","Z2","2014-01-03T11:50:00.000","2499-14","STOLEN VEHICLE","1885824","880818"
"SL20141108","SALT LAKE CITY","1","6","90Z","200 N SILVER STAR DR","2014-01-03T08:11:00.000","113","Z1","2014-01-03T08:11:00.000","4902-0","ESCAPE","1877503","890080"
"SL20141173","SALT LAKE CITY",,"6","0","3700 W TERMINAL DR","2014-01-03T11:12:00.000","40","40","2014-01-03T11:12:00.000","7399-1","PUBLIC ORDER","1867367","893605"
"SL20141225","SALT LAKE CITY",,"6","0","3700 W TERMINAL DR","2014-01-03T12:58:00.000","40","40","2014-01-03T12:58:00.000","7399-1","PUBLIC ORDER","1867367","893605"
"SL20141263","SALT LAKE CITY","1","6","90Z","1100 W TALISMAN DR","2014-01-03T13:32:00.000","111","Z1","2014-01-03T15:02:00.000","5499-11","TRAFFIC","1882558","894453"
"SL20141288","SALT LAKE CITY","5","6","0","1700 S 300 W","2014-01-03T14:35:00.000","161","Z6","2014-01-03T14:35:00.000","5499-7","TRAFFIC","1889416","874482"
"SL20141261","SALT LAKE CITY","5","6","0","100 W PAXTON AVE","2014-01-03T14:00:00.000","152","Z5","2014-01-03T15:54:00.000","7399-99","PUBLIC ORDER","1890581","878205"
"SL20141167","SALT LAKE CITY","4","6","0","500 E 200 S","2014-01-03T11:03:00.000","142","Z4","2014-01-03T11:03:00.000","5499-7","TRAFFIC","1896225","885933"
"SL20141249","SALT LAKE CITY","5","6","0","1900 S 200 E","2014-01-03T13:37:00.000","161","Z6","2014-01-03T13:37:00.000","7399-24","PUBLIC ORDER","1893372","872227"
"SL20141060","SALT LAKE CITY","1","6","90E","700 N 900 W","2014-01-03T01:12:00.000","111","Z1","2014-01-03T01:12:00.000","7399-26","PUBLIC ORDER","1884802","893631"
"SL20141192","SALT LAKE CITY","1","6","290","1600 W IVY CIR","2014-01-03T14:44:00.000","111","Z1","2014-01-03T14:44:00.000","2902-1","DAMAGED PROP","1879137","893548"
"SL20141068","SALT LAKE CITY","2","6","23C","1600 S 900 W","2014-01-03T01:53:00.000","123","Z2","2014-01-03T01:53:00.000","2303-0","LARCENY","1884664","874638"
"SL20141209","SALT LAKE CITY","5","6","11A","1400 S ROBERTA ST","2014-01-03T09:14:00.000","152","Z5","2014-01-03T12:31:00.000","1103-0","SEXUAL ASSAULT","1893776","876061"
"SL20141071","SALT LAKE CITY","2","6","0","700 S NAVAJO ST","2014-01-03T02:30:00.000","121","Z2","2014-01-03T02:30:00.000","5399-28","PUBLIC PEACE","1881081","881771"
"SL20141079","SALT LAKE CITY","4","6","23H","600 S 200 W","2014-01-03T01:47:00.000","134","Z3","2014-01-03T01:47:00.000","2399-0","LARCENY","1890242","882671"
"SL20141090","SALT LAKE CITY","2","6","90J","700 W 300 N","2014-01-03T05:08:00.000","112","Z1","2014-01-03T05:08:00.000","5707-0","INV OF PRIVACY","1885998","889993"
"SL20141381","SALT LAKE CITY",,"6","0","3700 W TERMINAL DR","2014-01-03T17:15:00.000","40","40","2014-01-03T17:29:00.000","5499-6","TRAFFIC","1867367","893605"
"SL20141125","SALT LAKE CITY","1","6","90Z","1800 W NORTH TEMPLE ST","2014-01-03T08:59:00.000","113","Z1","2014-01-03T08:59:00.000","5309-0","PUBLIC PEACE","1877013","888454"
"SL20141301","SALT LAKE CITY","1","6","0","500 N TERMINAL NORTHBOUND DR","2014-01-03T15:06:00.000","113","Z1","2014-01-03T15:06:00.000","7399-1","PUBLIC ORDER","1867030","892008"
"SL20141416","SALT LAKE CITY",,"6","0","700 N TERMINAL DR","2014-01-03T18:11:00.000","40","40","2014-01-03T18:11:00.000","5499-84","TRAFFIC","1869739","890270"
"SL20141423","SALT LAKE CITY","1","6","35A","200 S SURPRISE AVE","2014-01-03T18:27:00.000",,"ADM","2014-01-03T18:27:00.000","3599-0","DRUGS","111111111","111111111"
"SL20141402","SALT LAKE CITY","2","6","0","400 S 1000 W","2014-01-03T17:53:00.000","121","Z2","2014-01-03T17:53:00.000","2499-15","STOLEN VEHICLE","1883936","884264"
