"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2008935","MAGNA",,"4","35A",,"01/02/2008","11","11","01/02/2008","3543-0","DRUGS","1826034","884694"
"SL2008931","SALT LAKE CITY","2","4","35A","900 W 300 S                                                                                             ","01/02/2008","POP","151","01/02/2008","3530-0","DRUGS","1884265","885246"
"SL20081075","SALT LAKE CITY","4","4","0","300 S 600 W                                                                                             ","01/02/2008","DTN","112","01/02/2008","5499-7","TRAFFIC","1887084","885181"
"SL20081091","SALT LAKE CITY","4","4","290","900 E 200 S                                                                                             ","01/02/2008","EAC","213","01/02/2008","2499-12","STOLEN VEHICLE","1899037","885922"
"SL20081076","SALT LAKE CITY","4","4","290","000 E EXCHANGE PL                                                                                       ","01/02/2008","DTN","113","01/02/2008","2999-1","DAMAGED PROP","1891960","884640"
"SL20081087","SALT LAKE CITY","4","4","0","600 E 100 S                                                                                             ","01/02/2008","CEC","212","01/02/2008","7399-99","PUBLIC ORDER","1896700","886783"
"SL20081108","SALT LAKE CITY","1","4","290","1700 W 1300 N                                                                                            ","01/02/2008","WES","131","01/02/2008","2902-0","DAMAGED PROP","1877837","897950"
"SL2008975","SALT LAKE CITY","4","4","90Z","800 S STATE ST                                                                                          ","01/02/2008","PEF","115","01/02/2008","5401-0","TRAFFIC","1892615","881206"
"SL20081079","SALT LAKE CITY","5","4","13B","1500 S PARK ST                                                                                           ","01/02/2008","LIW","232","01/02/2008","1313-0","ASSAULT","1896230","875114"
"SL2008952","SALT LAKE CITY","4","4","0","100 S STATE ST                                                                                          ","01/02/2008","CEC","113","01/02/2008","5499-8","TRAFFIC","1892696","886547"
"SL20081117","SALT LAKE CITY","2","4","13B","300 N 700 W                                                                                             ","01/02/2008","STF","132","01/02/2008","1313-0","ASSAULT","1886312","890168"
"SL2008812","SALT LAKE CITY","4","4","0","200 S STATE ST                                                                                          ","01/02/2008","DTN","113","01/02/2008","5499-7","TRAFFIC","1892634","885962"
"SL2008640","SALT LAKE CITY",,"4","0","000 REDWOOD RD                                                                                          ","01/02/2008","WSL","153","01/02/2008","5499-8","TRAFFIC","1878560","877175"
"SL2008735","SALT LAKE CITY","4","4","0","400 W 400 S                                                                                             ","01/02/2008","DTN","114","01/02/2008","5499-8","TRAFFIC","1888447","884378"
"SL2008722","SALT LAKE CITY","1","4","23F","5200 W WILEY POST WAY                                                                                    ","01/02/2008","JOM","133","01/02/2008","2305-0","LARCENY","1857338","889387"
"SL2008790","SALT LAKE CITY","1","4","23H","5500 W AMELIA EARHART DR                                                                                 ","01/02/2008","JOM","133","01/02/2008","2309-0","LARCENY","1854967","890284"
"SL2008708","SALT LAKE CITY","4","4","23C","700 S STATE ST                                                                                          ","01/02/2008","PEF","115","01/02/2008","2303-0","LARCENY","1892617","881581"
"SL2008612","SALT LAKE CITY","5","4","23F","1100 E KENSINGTON AVE                                                                                    ","01/02/2008","EAC","232","01/02/2008","2305-0","LARCENY","1900970","875531"
"SL20081232","SALT LAKE CITY","2","4","240","400 S REDWOOD RD                                                                                        ","01/02/2008","POP","154","01/03/2008","2499-17","STOLEN VEHICLE","1878553","883961"
"SL2008661","SALT LAKE CITY","2","4","0","1900 S 700 W                                                                                             ","01/02/2008","WSL","153","01/02/2008","7399-5","PUBLIC ORDER","1886253","872542"
"SL2008767","SALT LAKE CITY","2","4","23F","1800 S 1045 W                                                                                            ","01/02/2008","WSL","153","01/02/2008","2305-0","LARCENY","1883480","873059"
"SL2008824","SALT LAKE CITY","3","4","0","200 N 400 W                                                                                             ","01/02/2008","CAH","111","01/02/2008","7399-3","PUBLIC ORDER","1888684","889212"
"SL2008837","SALT LAKE CITY","1","4","90E","1800 W 400 N                                                                                             ","01/02/2008","JOM","133","01/02/2008","7399-26","PUBLIC ORDER","1877158","890870"
"SL2008846","SALT LAKE CITY","5","4","0","1300 S STATE ST                                                                                          ","01/02/2008","PEF","231","01/02/2008","5399-28","PUBLIC PEACE","1892600","877443"
"SL2008906","SALT LAKE CITY","4","4","90J","200 E 400 S                                                                                             ","01/02/2008","CEC","115","01/02/2008","5707-0","INV OF PRIVACY","1893540","884358"
"SL2008953","SALT LAKE CITY","5","4","23C","300 W HOPE AVE                                                                                          ","01/02/2008","PEF","231","01/02/2008","2303-0","LARCENY","1889051","876511"
"SL2008978","SALT LAKE CITY","4","4","90Z","200 W 400 S                                                                                             ","01/02/2008","DTN","114","01/02/2008","4803-0","OBST POLICE","1889898","884372"
"SL20082525","SALT LAKE CITY","1","6","0",,"01/04/2008","JOM","133","01/04/2008","7399-1","PUBLIC ORDER","1866905","891511"
"SL2008979","SALT LAKE CITY","2","4","240","700 W 400 N                                                                                             ","01/02/2008","STF","132","01/02/2008","2404-0","STOLEN VEHICLE","1886079","890725"
"SL2008980","SALT LAKE CITY","5","4","23C","300 W HOPE AVE                                                                                          ","01/02/2008","PEF","231","01/02/2008","2303-0","LARCENY","1889051","876511"
"SL2008986","SALT LAKE CITY","4","4","90Z","200 W 400 S                                                                                             ","01/02/2008","DTN","114","01/02/2008","4902-0","ESCAPE","1889898","884372"
"SL20081266","SALT LAKE CITY","5","4","0","1700 S JEFFERSON CIR                                                                                     ","01/02/2008","PEF","234","01/03/2008","7399-7","PUBLIC ORDER","1890621","874142"
"SL20081038","SALT LAKE CITY","5","4","0","1300 S STATE ST                                                                                          ","01/02/2008","PEF","231","01/02/2008","7399-1","PUBLIC ORDER","1892600","877443"
"SL20081044","SALT LAKE CITY","4","4","0","200 S 300 W                                                                                             ","01/02/2008","DTN","112","01/02/2008","7399-1","PUBLIC ORDER","1889463","885976"
"SL20081047","SALT LAKE CITY","4","4","90Z","500 W 200 S                                                                                             ","01/02/2008","DTN","112","01/02/2008","4802-0","OBST POLICE","1887778","885966"
"SL20081060","SALT LAKE CITY","5","4","90G","600 E 900 S                                                                                             ","01/02/2008","WEL","232","01/02/2008","4104-0","LIQUOR","1896625","880386"
"SL20081068","SALT LAKE CITY","1","4","0","1000 N 1500 W                                                                                            ","01/02/2008","ROP","131","01/02/2008","5399-28","PUBLIC PEACE","1880028","896262"
"SL20081098","SALT LAKE CITY","4","4","13B","400 W 200 S                                                                                             ","01/02/2008","DTN","112","01/02/2008","1313-0","ASSAULT","1888485","885963"
"SL20081101","SALT LAKE CITY","1","4","0","1200 N SONATA ST                                                                                         ","01/02/2008","ROP","131","01/02/2008","7399-11","PUBLIC ORDER","1881687","897242"
"SL20081134","SALT LAKE CITY","3","4","0","200 W 300 N                                                                                             ","01/02/2008","CAH","111","01/02/2008","5399-23","PUBLIC PEACE","1890126","889976"
"SL20081311","SALT LAKE CITY","2","4","90J","1400 W ANDREW AVE                                                                                        ","01/02/2008","WSL","153","01/03/2008","5707-0","INV OF PRIVACY","1880664","875792"
"SL2008895","SALT LAKE CITY","4","4","23F","200 S RIO GRANDE ST                                                                                     ","01/02/2008","DTN","112","01/02/2008","2305-0","LARCENY","1888238","885862"
"SL20081449","SALT LAKE CITY","3","4","23F","200 N CENTER ST                                                                                         ","01/02/2008","CAH","111","01/03/2008","2305-0","LARCENY","1891597","889674"
"SL20081301",,,"4","250",,"01/02/2008","40","40","01/03/2008","2505-0","FORGERY","1900199","863897"
"SL2008922","SALT LAKE CITY","4","4","0","900 E 200 S                                                                                             ","01/02/2008","EAC","213","01/02/2008","5499-8","TRAFFIC","1899019","885922"
"SL20081397","SALT LAKE CITY","4","4","23C","600 E 400 S                                                                                             ","01/02/2008","CEC","214","01/03/2008","2303-0","LARCENY","1896735","884346"
"SL2008736","SALT LAKE CITY","4","4","90A","400 S MAIN ST                                                                                           ","01/02/2008","DTN","115","01/02/2008","2606-0","FRAUD","1891894","884331"
"SL20081333","SALT LAKE CITY","4","4","26B","400 S 1200 E                                                                                            ","01/02/2008","EAC","213","01/03/2008","2605-0","FRAUD","1901351","884169"
"SL20081529","SALT LAKE CITY","6","4","23D","1400 S 1800 E                                                                                            ","01/02/2008","WAH","233","01/03/2008","2308-0","LARCENY","1906163","875936"
"SL2008773","SALT LAKE CITY","7","4","0","2200 S 1300 E                                                                                            ","01/02/2008","SUG","236","01/02/2008","5499-8","TRAFFIC","1902124","870041"
"SL20081069","SALT LAKE CITY","5","4","90E","1400 S WEST TEMPLE ST                                                                                    ","01/02/2008","PEF","231","01/02/2008","7399-26","PUBLIC ORDER","1891008","876217"
"SL20081149","SOUTH SALT LAKE",,"4","90Z",,"01/02/2008","42","42","01/02/2008","4902-0","ESCAPE","1884649","861906"
"SL20081017","SALT LAKE CITY","5","4","120","2000 S 200 E                                                                                             ","01/02/2008","LIW","234","01/02/2008","1205-0","ROBBERY","1893431","871935"
"SL20081110","SALT LAKE CITY","4","4","23F","300 E 400 S                                                                                             ","01/02/2008","CEC","214","01/02/2008","2305-0","LARCENY","1894418","884355"
"SL20081005","SALT LAKE CITY","4","4","90Z","200 E 100 S                                                                                             ","01/02/2008","CEC","113","01/02/2008","5401-0","TRAFFIC","1893483","886735"
"SL20081046","SALT LAKE CITY","3","4","0","300 N MAIN ST                                                                                           ","01/02/2008","CAH","111","01/02/2008","7399-3","PUBLIC ORDER","1891497","890822"
"SL20082027","SALT LAKE CITY","1","4","23H","800 N 1200 W                                                                                            ","01/02/2008","ROP","131","01/04/2008","2399-0","LARCENY","1882402","894112"
"SL20081341","SALT LAKE CITY","4","4","220","700 S 900 E                                                                                             ","01/02/2008","EAC","215","01/03/2008","2202-0","BURGLARY","1899019","881684"
"SL20082066","SALT LAKE CITY","4","4","270","100 S RIO GRANDE ST                                                                                     ","01/02/2008","DTN","112","01/04/2008","2799-1","EMBEZZLEMENT","1888299","886183"
"SL20082440","SALT LAKE CITY","2","4","13C","800 W 800 S                                                                                             ","01/02/2008","POP","151","01/04/2008","1316-2","ASSAULT","1885423","881278"
"SL20082989","SALT LAKE CITY","2","4","23F",,"01/02/2008","WSL","154","01/05/2008","2305-0","LARCENY","1869703","879105"
"SL20084249","SALT LAKE CITY","2","4","0","1500 W 800 S                                                                                             ","01/02/2008","POP","151","01/07/2008","2499-16","STOLEN VEHICLE","1879244","881363"
"SL20084284","SALT LAKE CITY","4","4","240","300 S 600 W                                                                                             ","01/02/2008","DTN","112","01/07/2008","2499-13","STOLEN VEHICLE","1887084","885181"
"SL2008647","SALT LAKE CITY","1","4","0","1100 N REDWOOD RD                                                                                        ","01/02/2008","WES","131","01/02/2008","5499-7","TRAFFIC","1878572","896823"
"SL2008658","SALT LAKE CITY","6","4","0","1700 S FOOTHILL DR                                                                                       ","01/02/2008","SUG","236","01/02/2008","5499-7","TRAFFIC","1911420","874420"
"SL2008826","SALT LAKE CITY","2","4","23C","100 N 900 W                                                                                             ","01/02/2008","STF","132","01/02/2008","2303-0","LARCENY","1884782","888792"
"SL2008719","SALT LAKE CITY","1","4","0",,"01/02/2008","JOM","133","01/02/2008","5499-7","TRAFFIC","1865746","891599"
"SL2008943","MAGNA",,"4","35A",,"01/02/2008","11","11","01/02/2008","3510-0","DRUGS","1826034","884694"
"SL2008638","SALT LAKE CITY","1","4","290","1800 W MORTON DR                                                                                         ","01/02/2008","WES","131","01/02/2008","2902-0","DAMAGED PROP","1877433","898357"
"SL2008662","SALT LAKE CITY","5","4","23H","1200 E YALE AVE                                                                                          ","01/02/2008","EAC","232","01/02/2008","2309-0","LARCENY","1901777","878895"
"SL2008674","SALT LAKE CITY","6","4","23F","600 S GUARDSMAN WAY                                                                                     ","01/02/2008","UNV","215","01/02/2008","2305-0","LARCENY","1904565","882287"
"SL2008681","SALT LAKE CITY","7","4","290","3100 S 1000 E                                                                                            ","01/02/2008","SUG","235","01/02/2008","2902-0","DAMAGED PROP","1899643","863532"
"SL2008685","SALT LAKE CITY","4","4","290","000 E 200 S                                                                                             ","01/02/2008","DTN","113","01/02/2008","2902-0","DAMAGED PROP","1892440","886008"
"SL2008761","SALT LAKE CITY","5","4","0","200 W 1300 S                                                                                            ","01/02/2008","PEF","231","01/02/2008","7399-6","PUBLIC ORDER","1890037","877495"
"SL2008780","SALT LAKE CITY","3","4","23H","500 E 7TH AVE                                                                                           ","01/02/2008","AVE","211","01/02/2008","2309-0","LARCENY","1896949","890494"
"SL2008905","SALT LAKE CITY","5","4","23H","200 E WILSON AVE                                                                                        ","01/02/2008","LIW","234","01/02/2008","2309-0","LARCENY","1893968","874005"
"SL2008955","SALT LAKE CITY","1","4","0","500 N 1300 W                                                                                            ","01/02/2008","STF","132","01/02/2008","7399-6","PUBLIC ORDER","1881585","891680"
"SL200813800","SALT LAKE CITY","5","4","23D","1800 S MAIN ST                                                                                           ","01/02/2008","PEF","234","01/21/2008","2308-0","LARCENY","1891794","873584"
"SL20082294","SALT LAKE CITY","1","6","0",,"01/04/2008","JOM","133","01/04/2008","5499-2","TRAFFIC","1866905","891511"
"SL2008983","SALT LAKE CITY","4","4","0","600 E 200 S                                                                                             ","01/02/2008","CEC","212","01/02/2008","7399-6","PUBLIC ORDER","1896714","885991"
"SL2008992","SALT LAKE CITY","4","4","0","600 S 500 E                                                                                             ","01/02/2008","CEC","214","01/02/2008","7399-6","PUBLIC ORDER","1895792","882782"
"SL20081031","SALT LAKE CITY","5","4","23F","1000 E 1700 S                                                                                            ","01/02/2008","EAC","232","01/02/2008","2305-0","LARCENY","1900250","874500"
"SL20081121","SALT LAKE CITY","3","4","23F","600 W 300 N                                                                                             ","01/02/2008","STF","111","01/02/2008","2305-0","LARCENY","1887123","889988"
"SL20081130","SALT LAKE CITY","6","4","0","1500 S 1500 E                                                                                            ","01/02/2008","WAH","233","01/02/2008","7399-6","PUBLIC ORDER","1903749","875782"
"SL20091018","SALT LAKE CITY","4","4","0","400 S 500 W                                                                                             ","01/02/2008","DTN","114","01/02/2009","5399-28","PUBLIC PEACE","1887872","884386"
"SL20081170","SALT LAKE CITY","4","5","90D","100 W 500 S                                                                                             ","01/03/2008","DTN","115","01/03/2008","5404-0","TRAFFIC","1890665","883638"
"SL20081157","SALT LAKE CITY","4","5","90Z","200 W 900 S                                                                                             ","01/03/2008","PEF","114","01/03/2008","5499-11","TRAFFIC","1890251","880468"
"SL20081182","SALT LAKE CITY","4","5","90D","400 S STATE ST                                                                                          ","01/03/2008","DTN","115","01/03/2008","5404-0","TRAFFIC","1892626","883989"
"SL20081162","SALT LAKE CITY","4","5","23D","300 S 500 E                                                                                             ","01/03/2008","CEC","212","01/03/2008","2308-0","LARCENY","1895801","885089"
"SL20081175","SALT LAKE CITY","4","5","35A","100 W 600 S                                                                                             ","01/03/2008","PEF","115","01/03/2008","3562-0","DRUGS","1890585","882786"
"SL200814573",,,"3","23C",,"01/22/2008","40","40","01/22/2008","2303-0","LARCENY","1900378","863504"
"SL20081202","SALT LAKE CITY","4","5","240","300 E 800 S                                                                                             ","01/03/2008","CEC","214","01/03/2008","2499-13","STOLEN VEHICLE","1894660","881245"
"SL20081205","SALT LAKE CITY","5","5","240","1100 S 400 E                                                                                             ","01/03/2008","WEL","232","01/03/2008","2499-17","STOLEN VEHICLE","1894983","878296"
"SL20081199","SALT LAKE CITY","6","5","220","1900 S 1600 E                                                                                            ","01/03/2008","SUG","236","01/03/2008","2202-0","BURGLARY","1904580","872204"
"SL20081208","SALT LAKE CITY","5","5","240","1400 S WEST TEMPLE ST                                                                                    ","01/03/2008","PEF","231","01/03/2008","2499-17","STOLEN VEHICLE","1891008","876217"
"SL20081216","SALT LAKE CITY","1","5","240","700 N LAFAYETTE DR                                                                                      ","01/03/2008","ROP","131","01/03/2008","2499-13","STOLEN VEHICLE","1883046","893298"
"SL20081223","SALT LAKE CITY","4","5","0","700 E HAWTHORNE AVE                                                                                     ","01/03/2008","EAC","215","01/03/2008","5499-12","TRAFFIC","1898040","883140"
"SL20081240","SALT LAKE CITY","1","5","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2008","WES","133","01/03/2008","5499-84","TRAFFIC","1867036","893752"
"SL20081233","SALT LAKE CITY","6","5","240","1900 S TEXAS ST                                                                                          ","01/03/2008","SUG","236","01/03/2008","2499-17","STOLEN VEHICLE","1910918","872133"
"SL20081215","SALT LAKE CITY","1","5","23F","400 N REDWOOD RD                                                                                        ","01/03/2008","JOM","133","01/03/2008","2305-0","LARCENY","1878488","891407"
"SL20081220","SALT LAKE CITY","7","5","23F","1100 E ASHTON AVE                                                                                        ","01/03/2008","SUG","235","01/03/2008","2305-0","LARCENY","1900708","869772"
"SL20081259","SALT LAKE CITY","1","5","290","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2008","WES","133","01/03/2008","2902-0","DAMAGED PROP","1867036","893752"
"SL20081234","SALT LAKE CITY","7","5","23F","2300 S 1100 E                                                                                            ","01/03/2008","SUG","235","01/03/2008","2305-0","LARCENY","1900498","869948"
"SL20081228","SALT LAKE CITY","1","5","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2008","WES","133","01/03/2008","7399-1","PUBLIC ORDER","1866562","893915"
"SL2008231636","SALT LAKE CITY","1","7","13B",,"11/29/2008","JOM","133","11/29/2008","4801-0","OBST POLICE","1866905","891511"
"SL20081270","SALT LAKE CITY","4","5","0","400 W 400 S                                                                                             ","01/03/2008","DTN","112","01/03/2008","5499-6","TRAFFIC","1888478","884437"
"SL20081249","SALT LAKE CITY","4","5","0","300 E 300 S                                                                                             ","01/03/2008","CEC","212","01/03/2008","5499-12","TRAFFIC","1894453","885207"
"SL20081254","SALT LAKE CITY","4","5","23F","800 E 300 S                                                                                             ","01/03/2008","EAC","213","01/03/2008","2305-0","LARCENY","1898575","885191"
"SL20081306","SALT LAKE CITY","4","5","90Z","300 E 200 S                                                                                             ","01/03/2008","CEC","212","01/03/2008","5499-0","TRAFFIC","1894390","886000"
"SL2008820","SALT LAKE CITY","1","5","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2008","WES","133","01/03/2008","7399-1","PUBLIC ORDER","1866562","893915"
"SL20081224","HOLLADAY",,"5","0",,"01/03/2008","05","05","01/03/2008","5499-1","TRAFFIC","1907157","840570"
"SL20081310","SALT LAKE CITY","2","5","0","1400 W ANDREW AVE                                                                                        ","01/03/2008","WSL","153","01/03/2008","7399-0","PUBLIC ORDER","1880664","875792"
"SL20081156","SALT LAKE CITY","4","5","23F","400 E 400 S                                                                                             ","01/03/2008","CEC","214","01/03/2008","2305-0","LARCENY","1895505","884351"
"SL20081322","SALT LAKE CITY","3","5","90Z","300 N MAIN ST                                                                                           ","01/03/2008","CAH","111","01/03/2008","4902-0","ESCAPE","1891497","890822"
"SL20081167","SALT LAKE CITY","4","5","23F","400 E 400 S                                                                                             ","01/03/2008","CEC","214","01/03/2008","2305-0","LARCENY","1895505","884351"
"SL20081347","SALT LAKE CITY",,"5","290",,"01/03/2008","40","40","01/03/2008","2901-0","DAMAGED PROP","1867367","893605"
"SL20081179","SALT LAKE CITY","4","5","23F","300 S STATE ST                                                                                          ","01/03/2008","CEC","113","01/03/2008","2305-0","LARCENY","1892690","885068"
"SL20081180","SALT LAKE CITY","5","5","13A","900 S JEFFERSON ST                                                                                      ","01/03/2008","PEF","115","01/03/2008","1311-0","ASSAULT","1890613","880420"
"SL20081197","SALT LAKE CITY","1","5","90Z","300 N MARION ST                                                                                         ","01/03/2008","STF","132","01/03/2008","4902-0","ESCAPE","1883541","890270"
"SL20081211","SALT LAKE CITY","4","5","90Z","100 S 400 E                                                                                             ","01/03/2008","CEC","212","01/03/2008","4902-0","ESCAPE","1895015","886553"
"SL20081218","SALT LAKE CITY","4","5","90Z","100 S 400 E                                                                                             ","01/03/2008","CEC","212","01/03/2008","4902-0","ESCAPE","1895074","886325"
"SL20081242","SALT LAKE CITY","3","5","0","100 N P ST                                                                                              ","01/03/2008","AVE","211","01/03/2008","7399-1","PUBLIC ORDER","1900233","888964"
"SL20081246","SALT LAKE CITY","4","5","0","800 S 400 E                                                                                             ","01/03/2008","CEC","214","01/03/2008","5399-28","PUBLIC PEACE","1895053","880813"
"SL20081280","SALT LAKE CITY","2","5","0","2000 S 5070 W                                                                                            ","01/03/2008","WSL","154","01/03/2008","7399-4","PUBLIC ORDER","1858195","872626"
"SL20081283","SALT LAKE CITY","5","5","290","000 W 1700 S                                                                                            ","01/03/2008","PEF","234","01/03/2008","2901-0","DAMAGED PROP","1891192","874479"
"SL20081294","SALT LAKE CITY","4","5","290","000 S 800 E                                                                                             ","01/03/2008","EAC","213","01/03/2008","2903-0","DAMAGED PROP","1898188","887106"
"SL20081328","SALT LAKE CITY","5","5","90J","1700 S STATE ST                                                                                          ","01/03/2008","PEF","234","01/03/2008","5707-0","INV OF PRIVACY","1892587","873962"
"SL20081343","SALT LAKE CITY","1","5","240","200 N 1000 W                                                                                            ","01/03/2008","STF","132","01/03/2008","2499-17","STOLEN VEHICLE","1883993","889724"
"SL20081413","SALT LAKE CITY","4","5","0","100 S 400 W                                                                                             ","01/03/2008","DTN","112","01/03/2008","5499-5","TRAFFIC","1888733","886456"
"SL20081417","SALT LAKE CITY","2","5","0","500 S EMERY ST                                                                                          ","01/03/2008","POP","151","01/03/2008","5499-6","TRAFFIC","1882507","883625"
"SL20081352","SALT LAKE CITY","4","5","90G","200 W 300 S                                                                                             ","01/03/2008","DTN","112","01/03/2008","4104-0","LIQUOR","1890273","885223"
"SL20081462","SALT LAKE CITY","1","5","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2008","WES","133","01/03/2008","5499-84","TRAFFIC","1867036","893752"
"SL20081297","SALT LAKE CITY","5","5","290","1600 S 500 E                                                                                             ","01/03/2008","LIW","232","01/03/2008","2901-0","DAMAGED PROP","1895760","874507"
"SL20081269","SALT LAKE CITY","1","5","90Z","900 W NORTH TEMPLE ST                                                                                   ","01/03/2008","STF","132","01/03/2008","4803-0","OBST POLICE","1884737","888424"
"SL20081474","SALT LAKE CITY","2","5","0","900 W 800 S                                                                                             ","01/03/2008","POP","152","01/03/2008","5499-6","TRAFFIC","1884670","881221"
"SL20081422","SALT LAKE CITY","6","5","0","2000 E EMERSON AVE                                                                                       ","01/03/2008","BOH","233","01/03/2008","7399-11","PUBLIC ORDER","1908152","875765"
"SL20081277","SALT LAKE CITY","4","5","0","1000 E SOUTH TEMPLE ST                                                                                   ","01/03/2008","EAC","213","01/03/2008","5399-23","PUBLIC PEACE","1900209","887500"
"SL20081418","SALT LAKE CITY","1","5","35A","1700 W 1700 N                                                                                            ","01/03/2008","WES","131","01/03/2008","3560-0","DRUGS","1878337","900856"
"SL20081490","SALT LAKE CITY","5","5","0","1900 S STATE ST                                                                                          ","01/03/2008","PEF","234","01/03/2008","5499-12","TRAFFIC","1892582","872663"
"SL20081337","SALT LAKE CITY","4","5","90Z","600 S 300 W                                                                                             ","01/03/2008","PEF","114","01/03/2008","5309-0","PUBLIC PEACE","1889509","882613"
"SL20081520","SALT LAKE CITY","2","5","23H","1400 W ANDREW AVE                                                                                        ","01/03/2008","WSL","153","01/03/2008","2399-0","LARCENY","1880664","875792"
"SL20081335","SALT LAKE CITY","7","5","0","2600 S 1500 E                                                                                            ","01/03/2008","SUG","236","01/03/2008","7399-99","PUBLIC ORDER","1903802","867065"
"SL20081392","SALT LAKE CITY","4","5","220","700 S 900 E                                                                                             ","01/03/2008","EAC","215","01/03/2008","2202-0","BURGLARY","1899018","881454"
"SL20081326","SALT LAKE CITY","6","5","290","1600 S 2200 E                                                                                            ","01/03/2008","BOH","233","01/03/2008","2902-0","DAMAGED PROP","1909305","874762"
"SL20081523","SALT LAKE CITY","2","5","13C","1400 W 700 S                                                                                             ","01/03/2008","POP","151","01/03/2008","1316-3","ASSAULT","1880267","882089"
"SL20081598","SALT LAKE CITY","4","5","0","200 E 900 S                                                                                             ","01/03/2008","CEC","115","01/03/2008","5499-12","TRAFFIC","1893994","880455"
"SL20081214","SALT LAKE CITY","1","5","290","400 N REDWOOD RD                                                                                        ","01/03/2008","JOM","133","01/03/2008","2902-0","DAMAGED PROP","1878488","891407"
"SL20081236","SALT LAKE CITY","4","5","13B","400 S 700 W                                                                                             ","01/03/2008","DTN","114","01/03/2008","1313-0","ASSAULT","1886347","884071"
"SL20081292","SALT LAKE CITY","4","5","23D","600 S STATE ST                                                                                          ","01/03/2008","CEC","115","01/03/2008","2308-0","LARCENY","1892679","882188"
"SL20081427","SALT LAKE CITY","2","5","90Z","1200 S EMERY ST                                                                                          ","01/03/2008","WSL","152","01/03/2008","3599-1","DRUGS","1882552","877343"
"SL20081476","SALT LAKE CITY","4","5","90Z","100 E 700 S                                                                                             ","01/03/2008","CEC","115","01/03/2008","4902-0","ESCAPE","1893052","881983"
"SL20081617","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2008","JOM","133","01/03/2008","7399-5","PUBLIC ORDER","1866905","891511"
"SL20081622","SALT LAKE CITY","2","5","0","1200 S EMERY ST                                                                                          ","01/03/2008","WSL","152","01/03/2008","7399-28","PUBLIC ORDER","1882552","877343"
"SL20081623","SALT LAKE CITY","2","5","0","300 S 1000 W                                                                                            ","01/03/2008","POP","151","01/03/2008","7399-28","PUBLIC ORDER","1883915","885148"
"SL20082578","SALT LAKE CITY",,"6","90Z",,"01/04/2008","40","40","01/04/2008","4902-0","ESCAPE","1888560","885820"
"SL20081564","SALT LAKE CITY","7","5","23F","1700 S 900 E                                                                                             ","01/03/2008","SUG","235","01/03/2008","2305-0","LARCENY","1898989","874319"
"SL20081582","SALT LAKE CITY",,"5","0","000 SUNNYSIDE AVE                                                                                       ","01/03/2008","EAB","215","01/03/2008","5499-7","TRAFFIC","1908589","880716"
"SL20081507","SALT LAKE CITY","2","5","220","1400 S UTAHNA DR                                                                                         ","01/03/2008","WSL","153","01/03/2008","2202-0","BURGLARY","1882757","875994"
"SL20081613","SALT LAKE CITY","2","5","0","600 S 1000 W                                                                                            ","01/03/2008","POP","151","01/03/2008","5499-5","TRAFFIC","1883958","882335"
"SL20081552","SALT LAKE CITY",,"5","23H",,"01/03/2008","40","40","01/03/2008","2309-0","LARCENY","1867360","874607"
"SL20081647","SALT LAKE CITY","4","5","240","300 E 600 S                                                                                             ","01/03/2008","CEC","214","01/03/2008","2499-17","STOLEN VEHICLE","1894307","882832"
"SL20081686","SALT LAKE CITY","7","5","0","2700 S 2000 E                                                                                            ","01/03/2008","SUG","236","01/03/2008","5399-28","PUBLIC PEACE","1907562","866561"
"SL20081435","SALT LAKE CITY","4","5","0","200 S 700 E                                                                                             ","01/03/2008","CEC","212","01/03/2008","5499-8","TRAFFIC","1897389","885944"
"SL20081707","SALT LAKE CITY","5","5","0","1300 S STATE ST                                                                                          ","01/03/2008","PEF","231","01/03/2008","5499-12","TRAFFIC","1892600","877443"
"SL20081519","SALT LAKE CITY","7","5","90Z","1100 E WILMINGTON AVE                                                                                    ","01/03/2008","SUG","236","01/03/2008","5401-0","TRAFFIC","1900814","870776"
"SL20081521","SALT LAKE CITY","4","5","250","400 S 500 E                                                                                             ","01/03/2008","CEC","214","01/03/2008","2501-0","FORGERY","1895797","884204"
"SL20081290","SALT LAKE CITY","4","5","0","900 E 400 S                                                                                             ","01/03/2008","EAC","213","01/03/2008","5499-7","TRAFFIC","1899449","884396"
"SL20081514","SALT LAKE CITY","4","5","0","1000 E SOUTH TEMPLE ST                                                                                   ","01/03/2008","EAC","213","01/03/2008","5499-8","TRAFFIC","1900209","887500"
"SL20081250","SALT LAKE CITY","6","5","0","1800 S FOOTHILL DR                                                                                       ","01/03/2008","EAB","236","01/03/2008","5499-8","TRAFFIC","1912378","872811"
"SL20081695","SALT LAKE CITY","7","5","0","2000 S LINCOLN ST                                                                                        ","01/03/2008","SUG","235","01/03/2008","2499-14","STOLEN VEHICLE","1899385","871979"
