"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20101091","SALT LAKE CITY","7","7","23F","2200 S 1300 E                                                                                            ","01/02/2010 12:00:00 AM","SUG","236","2010-01-02T00:00:00.000","2305-0","LARCENY","1902125","870120"
"SL20101095","SALT LAKE CITY","7","7","23C","900 E 2100 S                                                                                            ","01/02/2010 12:00:00 AM","SUG","235","2010-01-02T00:00:00.000","2303-0","LARCENY","1898996","871499"
"SL20101102","SALT LAKE CITY","2","7","23D","1400 S REDWOOD RD                                                                                        ","01/02/2010 12:00:00 AM","WSL","154","2010-01-02T00:00:00.000","2308-0","LARCENY","1878527","876364"
"SL20101111","SALT LAKE CITY","4","7","23H","800 S 900 E                                                                                             ","01/02/2010 12:00:00 AM","EAC","215","2010-01-02T00:00:00.000","2399-0","LARCENY","1898955","880842"
"SL20101089","SALT LAKE CITY","3","7","90Z","300 N C ST                                                                                              ","01/02/2010 12:00:00 AM","AVE","211","2010-01-02T00:00:00.000","3599-1","DRUGS","1894840","890813"
"SL20101107","SALT LAKE CITY","4","7","0","100 W 600 S                                                                                             ","01/02/2010 12:00:00 AM","PEF","115","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1890463","882846"
"SL20101130","SALT LAKE CITY","6","7","90Z","2200 E ROOSEVELT AVE                                                                                     ","01/02/2010 12:00:00 AM","BOH","233","2010-01-02T00:00:00.000","5309-0","PUBLIC PEACE","1909616","876056"
"SL20101142","SALT LAKE CITY","5","7","0","000 E 1700 S                                                                                            ","01/02/2010 12:00:00 AM","PEF","231","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1891922","874535"
"SL20101155","SALT LAKE CITY","5","7","0","1000 S MAIN ST                                                                                           ","01/02/2010 12:00:00 AM","PEF","231","2010-01-02T00:00:00.000","7399-11","PUBLIC ORDER","1891875","879441"
"SL20101180","SALT LAKE CITY","1","7","0","1100 N SONATA ST                                                                                         ","01/02/2010 12:00:00 AM","ROP","131","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1881687","896557"
"SL20101201","SALT LAKE CITY","5","7","0","900 S 400 E                                                                                             ","01/02/2010 12:00:00 AM","WEL","232","2010-01-02T00:00:00.000","5399-23","PUBLIC PEACE","1894988","879681"
"SL20101202","SALT LAKE CITY","1","7","35B","1100 N SONATA ST                                                                                         ","01/02/2010 12:00:00 AM","ROP","131","2010-01-02T00:00:00.000","3550-0","DRUGS","1881687","896557"
"SL20101212","SALT LAKE CITY","4","7","90G","200 W 200 S                                                                                             ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","4104-0","LIQUOR","1889851","885958"
"SL20101245","SALT LAKE CITY","4","7","90Z","200 W 200 S                                                                                             ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","4902-0","ESCAPE","1889851","885958"
"SL2010620","SALT LAKE CITY","4","7","90Z","000 S 600 W                                                                                             ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","4902-0","ESCAPE","1887092","887248"
"SL20101147","SALT LAKE CITY","4","7","0","700 E 300 S                                                                                             ","01/02/2010 12:00:00 AM","EAC","213","2010-01-02T00:00:00.000","7399-5","PUBLIC ORDER","1898061","885193"
"SL20101173","SALT LAKE CITY","5","7","13B","1400 S WEST TEMPLE ST                                                                                    ","01/02/2010 12:00:00 AM","PEF","231","2010-01-02T00:00:00.000","1313-0","ASSAULT","1891008","876217"
"SL20101215","SALT LAKE CITY","4","7","290","400 S 400 E                                                                                             ","01/02/2010 12:00:00 AM","CEC","214","2010-01-02T00:00:00.000","2901-0","DAMAGED PROP","1895004","883864"
"SL20101159","SALT LAKE CITY","4","7","90Z","500 S 800 E                                                                                             ","01/02/2010 12:00:00 AM","EAC","215","2010-01-02T00:00:00.000","5401-0","TRAFFIC","1898173","883572"
"SL2010945","SALT LAKE CITY","4","7","0","600 S 900 E                                                                                             ","01/02/2010 12:00:00 AM","EAC","215","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1898963","882775"
"SL20101055","SALT LAKE CITY",,"7","0","000 1ST AVE                                                                                             ","01/02/2010 12:00:00 AM","AVE","211","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1895212","887990"
"SL201015551","SALT LAKE CITY",,"3","0",,"01/26/2010 12:00:00 AM","40","40","2010-01-26T00:00:00.000","5499-84","TRAFFIC","1867367","893605"
"SL2010957","SALT LAKE CITY","7","7","0","1000 E SUGARMONT DR                                                                                      ","01/02/2010 12:00:00 AM","SUG","235","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1900511","870500"
"SL20101071","SALT LAKE CITY","5","7","0","000 E 2100 S                                                                                            ","01/02/2010 12:00:00 AM","PEF",,"2010-01-02T00:00:00.000","5499-7","TRAFFIC","1892411","871559"
"SL2010824","SALT LAKE CITY","5","7","35A","200 E WESTMINSTER AVE                                                                                   ","01/02/2010 12:00:00 AM","LIW","234","2010-01-02T00:00:00.000","3572-0","DRUGS","1893445","872791"
"SL2010780","SALT LAKE CITY","5","7","90G","200 W 1300 S                                                                                            ","01/02/2010 12:00:00 AM","PEF","231","2010-01-02T00:00:00.000","4104-0","LIQUOR","1890094","877495"
"SL2010795","SALT LAKE CITY",,"7","0","000 SUNNYSIDE AVE                                                                                       ","01/02/2010 12:00:00 AM","EAB","215","2010-01-02T00:00:00.000","5499-7","TRAFFIC","1908589","880716"
"SL2010919","SALT LAKE CITY","5","7","23F","1400 S 300 E                                                                                             ","01/02/2010 12:00:00 AM","LIW","231","2010-01-02T00:00:00.000","2305-0","LARCENY","1894184","876301"
"SL2010896","SALT LAKE CITY","5","7","23F","2000 S ROBERTA ST                                                                                        ","01/02/2010 12:00:00 AM","LIW","234","2010-01-02T00:00:00.000","2305-0","LARCENY","1893708","871899"
"SL2010884","SALT LAKE CITY","5","7","23H","1400 S WEST TEMPLE ST                                                                                    ","01/02/2010 12:00:00 AM","PEF","231","2010-01-02T00:00:00.000","2399-0","LARCENY","1891008","876217"
"SL2010800001","SALT LAKE CITY","7","7","23F","800 E ZENITH AVE                                                                                        ","01/02/2010 12:00:00 AM","SUG","235","2010-01-02T00:00:00.000","2305-0","LARCENY","1898420","865028"
"SL20101508","SALT LAKE CITY","5","7","290","1300 S 200 E                                                                                             ","01/02/2010 12:00:00 AM","LIW","231","2010-01-03T00:00:00.000","2999-1","DAMAGED PROP","1893392","877302"
"SL2010782","SALT LAKE CITY","5","7","23F","1800 S ROBERTA ST                                                                                        ","01/02/2010 12:00:00 AM","LIW","234","2010-01-02T00:00:00.000","2305-0","LARCENY","1893690","872956"
"SL20101144","SALT LAKE CITY","1","7","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2010 12:00:00 AM","WES","133","2010-01-02T00:00:00.000","7399-6","PUBLIC ORDER","1867036","893752"
"SL2010970","SALT LAKE CITY","5","7","35A","200 E WESTMINSTER AVE                                                                                   ","01/02/2010 12:00:00 AM","LIW","234","2010-01-02T00:00:00.000","3572-0","DRUGS","1893445","872791"
"SL2010821","SALT LAKE CITY","5","7","90Z","200 E WESTMINSTER AVE                                                                                   ","01/02/2010 12:00:00 AM","LIW","234","2010-01-02T00:00:00.000","4902-0","ESCAPE","1893445","872791"
"SL2010986","SALT LAKE CITY","2","7","0","800 W 800 S                                                                                             ","01/02/2010 12:00:00 AM","POP","151","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1884790","881281"
"SL2010917","SALT LAKE CITY","2","7","90Z","000 S 900 W                                                                                             ","01/02/2010 12:00:00 AM","POP","151","2010-01-02T00:00:00.000","5401-0","TRAFFIC","1884715","887070"
"SL2010909","SALT LAKE CITY","2","7","0","1800 W CALIFORNIA AVE                                                                                    ","01/02/2010 12:00:00 AM","WSL","154","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1877564","877202"
"SL2010912","SALT LAKE CITY","3","7","0","400 E SOUTH TEMPLE ST                                                                                   ","01/02/2010 12:00:00 AM","AVE","211","2010-01-02T00:00:00.000","5499-7","TRAFFIC","1895682","887579"
"SL2010801","SALT LAKE CITY","4","7","0","100 S 200 W                                                                                             ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1890257","886593"
"SL20101494","SALT LAKE CITY","4","7","26B","900 E 300 S                                                                                             ","01/02/2010 12:00:00 AM","EAC","213","2010-01-03T00:00:00.000","2605-0","FRAUD","1899017","885130"
"SL2010975","SALT LAKE CITY",,"7","0",,"01/02/2010 12:00:00 AM","PEF","234","2010-01-02T00:00:00.000","7399-5","PUBLIC ORDER","1891028","873872"
"SL20101051","SALT LAKE CITY",,"7","90Z",,"01/02/2010 12:00:00 AM","PEF","234","2010-01-02T00:00:00.000","4902-0","ESCAPE","1891028","873872"
"SL20101049","SALT LAKE CITY",,"7","0",,"01/02/2010 12:00:00 AM","PEF","234","2010-01-02T00:00:00.000","7399-5","PUBLIC ORDER","1891028","873872"
"SL20101050","SALT LAKE CITY",,"7","0",,"01/02/2010 12:00:00 AM","PEF","234","2010-01-02T00:00:00.000","7399-5","PUBLIC ORDER","1891028","873872"
"SL2010934","SALT LAKE CITY","2","7","90Z","400 W 1300 S                                                                                            ","01/02/2010 12:00:00 AM","WSL","152","2010-01-02T00:00:00.000","4802-0","OBST POLICE","1887923","877502"
"SL20101835","SALT LAKE CITY","5","7","0","900 S 200 W                                                                                             ","01/02/2010 12:00:00 AM","PEF","115","2010-01-04T00:00:00.000","7399-7","PUBLIC ORDER","1890292","880236"
"SL20101082","SALT LAKE CITY","4","7","90E","100 S STATE ST                                                                                          ","01/02/2010 12:00:00 AM","DTN","113","2010-01-02T00:00:00.000","7399-26","PUBLIC ORDER","1892637","886761"
"SL20101908","SALT LAKE CITY","7","7","26B","2700 S 1500 E                                                                                            ","01/02/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","2605-0","FRAUD","1903741","866905"
"SL20101933","SALT LAKE CITY","5","7","0","300 W HOPE AVE                                                                                          ","01/02/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","7399-6","PUBLIC ORDER","1889051","876511"
"SL20101099","SALT LAKE CITY",,"7","0","000 NORTH TEMPLE ST                                                                                     ","01/02/2010 12:00:00 AM","CAH","112","2010-01-02T00:00:00.000","5499-8","TRAFFIC","1891087","888369"
"SL20101105","SALT LAKE CITY","4","7","90E","200 S RIO GRANDE ST                                                                                     ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","7399-26","PUBLIC ORDER","1888238","885930"
"SL20102073","SALT LAKE CITY","7","7","0","2400 S FILMORE ST                                                                                        ","01/02/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","2499-14","STOLEN VEHICLE","1904128","868673"
"SL2010800002","SALT LAKE CITY","5","7","290","1000 S BLAIR ST                                                                                          ","01/02/2010 12:00:00 AM","WEL","232","2010-01-03T00:00:00.000","2902-0","DAMAGED PROP","1894651","878911"
"SL2010800008","SALT LAKE CITY","6","7","90Z","1600 S 1700 E                                                                                            ","01/02/2010 12:00:00 AM","WAH","233","2010-01-04T00:00:00.000","5401-0","TRAFFIC","1905383","874717"
"SL2010812","SALT LAKE CITY","1","7","0","3800 W 1200 N                                                                                            ","01/02/2010 12:00:00 AM","WES","133","2010-01-02T00:00:00.000","5499-7","TRAFFIC","1866371","897507"
"SL20102036","SALT LAKE CITY","1","7","23D","1100 N 1500 W                                                                                            ","01/02/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","2308-0","LARCENY","1879931","896751"
"SL2010668","SALT LAKE CITY","4","7","23F","400 S WEST TEMPLE ST                                                                                    ","01/02/2010 12:00:00 AM","DTN","115","2010-01-02T00:00:00.000","2305-0","LARCENY","1891041","884344"
"SL2010751","SALT LAKE CITY","5","7","290","1100 S 800 E                                                                                             ","01/02/2010 12:00:00 AM","EAL","232","2010-01-02T00:00:00.000","2902-0","DAMAGED PROP","1898211","878138"
"SL2010781","SALT LAKE CITY","1","7","290","1100 W SIMONDI AVE                                                                                       ","01/02/2010 12:00:00 AM","STF","132","2010-01-02T00:00:00.000","2902-0","DAMAGED PROP","1883001","890401"
"SL2010788","SALT LAKE CITY","3","7","23F","100 W 400 N                                                                                             ","01/02/2010 12:00:00 AM","CAH","111","2010-01-02T00:00:00.000","2305-0","LARCENY","1890707","890766"
"SL2010862","SALT LAKE CITY","1","7","290","900 N MORTON DR                                                                                         ","01/02/2010 12:00:00 AM","WES","131","2010-01-02T00:00:00.000","2902-0","DAMAGED PROP","1876697","895028"
"SL2010877","SALT LAKE CITY","3","7","23D","000 N 400 W                                                                                             ","01/02/2010 12:00:00 AM","CAH","112","2010-01-02T00:00:00.000","2308-0","LARCENY","1888709","887977"
"SL2010889","SALT LAKE CITY","7","7","0","1900 S 1300 E                                                                                            ","01/02/2010 12:00:00 AM","SUG","236","2010-01-02T00:00:00.000","7399-6","PUBLIC ORDER","1902093","872769"
"SL2010789","SALT LAKE CITY","1","7","0","500 N TERMINAL SOUTHBOUND DR                                                                            ","01/02/2010 12:00:00 AM","JOM","133","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2010809","SALT LAKE CITY",,"7","0",,"01/02/2010 12:00:00 AM","40","40","2010-01-02T00:00:00.000","7399-1","PUBLIC ORDER","1867367","893605"
"SL20103607","SALT LAKE CITY","1","7","23H","500 N TERMINAL SOUTHBOUND DR                                                                            ","01/02/2010 12:00:00 AM","JOM","133","2010-01-07T00:00:00.000","2399-0","LARCENY","1865746","891599"
"SL20104391","SALT LAKE CITY","4","7","90Z","200 S RIO GRANDE ST                                                                                     ","01/02/2010 12:00:00 AM","DTN","112","2010-01-02T00:00:00.000","4902-0","ESCAPE","1888238","885930"
"SL201011482","SALT LAKE CITY","2","7","23H","500 N 900 W                                                                                             ","01/02/2010 12:00:00 AM","STF","132","2010-01-20T00:00:00.000","2310-0","LARCENY","1884794","891728"
"SL201017287","SALT LAKE CITY","3","7","250","400 E 6TH AVE                                                                                           ","01/02/2010 12:00:00 AM","AVE","211","2010-01-29T00:00:00.000","3599-84","DRUGS","1895664","890030"
"SL201019387","SALT LAKE CITY","4","7","23H","200 S RIO GRANDE ST                                                                                     ","01/02/2010 12:00:00 AM","DTN","112","2010-02-01T00:00:00.000","2399-18","LARCENY","1888238","885862"
"SL201028204","SALT LAKE CITY","7","7","26B","2500 S WELLINGTON ST                                                                                     ","01/02/2010 12:00:00 AM","SUG","236","2010-02-16T00:00:00.000","2605-0","FRAUD","1906549","868166"
"SL201038278","SALT LAKE CITY","2","7","240","900 W SOUTH TEMPLE ST                                                                                   ","01/02/2010 12:00:00 AM","POP","151","2010-03-04T00:00:00.000","2499-17","STOLEN VEHICLE","1884649","887562"
"SL201061534","SALT LAKE CITY","4","7","0","000 S 400 W                                                                                             ","01/02/2010 12:00:00 AM","DTN","112","2010-04-10T00:00:00.000","7399-6","PUBLIC ORDER","1888677","887475"
"SL20101230","SALT LAKE CITY","4","1","0","600 E 200 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","212","2010-01-03T00:00:00.000","5499-12","TRAFFIC","1897350","885928"
"SL20101232","SALT LAKE CITY",,"1","35A","000 1ST AVE                                                                                             ","01/03/2010 12:00:00 AM","AVE","211","2010-01-03T00:00:00.000","3572-0","DRUGS","1896044","887986"
"SL20101239","SALT LAKE CITY","4","1","90D","300 S 600 W                                                                                             ","01/03/2010 12:00:00 AM","DTN","112","2010-01-03T00:00:00.000","5404-0","TRAFFIC","1887143","885075"
"SL20101226","SALT LAKE CITY","1","1","290","1200 N OAKLEY ST                                                                                         ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","2902-0","DAMAGED PROP","1881901","897165"
"SL20101265","SALT LAKE CITY","4","1","0","100 S 400 E                                                                                             ","01/03/2010 12:00:00 AM","CEC","212","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1895074","886325"
"SL201016954","WEST MILLCREEK",,"5","23C",,"01/28/2010 12:00:00 AM","07","07","2010-01-28T00:00:00.000","2303-0","LARCENY","1902130","862364"
"SL20101266","SALT LAKE CITY","4","1","0","100 W 200 S                                                                                             ","01/03/2010 12:00:00 AM","DTN","113","2010-01-03T00:00:00.000","5499-12","TRAFFIC","1890645","885955"
"SL20101233","SALT LAKE CITY","7","1","13A","1000 E 2100 S                                                                                            ","01/03/2010 12:00:00 AM","SUG","235","2010-01-03T00:00:00.000","1305-0","ASSAULT","1900152","871553"
"SL20101228","SALT LAKE CITY","4","1","290","600 S 300 E                                                                                             ","01/03/2010 12:00:00 AM","CEC","214","2010-01-03T00:00:00.000","2999-0","DAMAGED PROP","1894267","882672"
"SL20101236","SALT LAKE CITY","4","1","13A","300 S STATE ST                                                                                          ","01/03/2010 12:00:00 AM","DTN","113","2010-01-03T00:00:00.000","1305-0","ASSAULT","1892629","884878"
"SL20101263","SALT LAKE CITY","1","1","23C","700 N REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","2303-0","LARCENY","1878563","893444"
"SL20101270","SALT LAKE CITY","1","1","90Z","700 N AMERICAN BEAUTY DR                                                                                ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","5401-0","TRAFFIC","1883845","893775"
"SL20101290","SALT LAKE CITY","1","1","90Z","4800 W AMELIA EARHART DR                                                                                 ","01/03/2010 12:00:00 AM","JOM","133","2010-01-03T00:00:00.000","4803-0","OBST POLICE","1860106","890327"
"SL20101276","SALT LAKE CITY","7","1","13B","600 E SIMPSON AVE                                                                                       ","01/03/2010 12:00:00 AM","SUG","235","2010-01-03T00:00:00.000","1313-0","ASSAULT","1897152","870329"
"SL20101293","SALT LAKE CITY","1","1","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2010 12:00:00 AM","WES","133","2010-01-03T00:00:00.000","7399-1","PUBLIC ORDER","1866562","893915"
"SL20101217","SALT LAKE CITY","5","1","90E","1500 S MAIN ST                                                                                           ","01/03/2010 12:00:00 AM","PEF","231","2010-01-03T00:00:00.000","7399-26","PUBLIC ORDER","1891801","875477"
"SL20101255","SALT LAKE CITY","4","1","90E","200 S WEST TEMPLE ST                                                                                    ","01/03/2010 12:00:00 AM","DTN","113","2010-01-03T00:00:00.000","7399-26","PUBLIC ORDER","1891047","885912"
"SL20101273","SALT LAKE CITY","2","1","90J","800 S CHEYENNE ST                                                                                       ","01/03/2010 12:00:00 AM","POP","151","2010-01-03T00:00:00.000","5707-0","INV OF PRIVACY","1879924","881352"
"SL20101278","SALT LAKE CITY",,"1","90Z","000 1ST AVE                                                                                             ","01/03/2010 12:00:00 AM","AVE","211","2010-01-03T00:00:00.000","4902-0","ESCAPE","1896044","887986"
"SL20101281","SALT LAKE CITY","2","1","0",,"01/03/2010 12:00:00 AM","POP","151","2010-01-03T00:00:00.000","7399-0","PUBLIC ORDER","1878981","882515"
"SL20101299","SALT LAKE CITY","4","1","240","600 S GRAND ST                                                                                          ","01/03/2010 12:00:00 AM","EAC","215","2010-01-03T00:00:00.000","2499-17","STOLEN VEHICLE","1899414","882703"
"SL20101313","SALT LAKE CITY","2","1","240","600 S 900 W                                                                                             ","01/03/2010 12:00:00 AM","POP","151","2010-01-03T00:00:00.000","2499-13","STOLEN VEHICLE","1884756","882511"
"SL20101318","SALT LAKE CITY","4","1","0","200 E 400 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","115","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1893880","884357"
"SL20101310","SALT LAKE CITY",,"1","0",,"01/03/2010 12:00:00 AM","40","40","2010-01-03T00:00:00.000","5399-28","PUBLIC PEACE","1869739","890270"
"SL20101361","SALT LAKE CITY","4","1","0","600 S 300 E                                                                                             ","01/03/2010 12:00:00 AM","CEC","115","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1894207","882474"
"SL20101366","SALT LAKE CITY","1","1","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2010 12:00:00 AM","WES","133","2010-01-03T00:00:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20101390","SALT LAKE CITY","2","1","240","2000 W 1700 S                                                                                            ","01/03/2010 12:00:00 AM","WSL","154","2010-01-03T00:00:00.000","2499-17","STOLEN VEHICLE","1876063","874426"
"SL20101427","SALT LAKE CITY","1","1","0","500 N TERMINAL SOUTHBOUND DR                                                                            ","01/03/2010 12:00:00 AM","JOM","133","2010-01-03T00:00:00.000","5399-28","PUBLIC PEACE","1865746","891599"
"SL20101394","SALT LAKE CITY","4","1","240","300 S 700 E                                                                                             ","01/03/2010 12:00:00 AM","CEC","212","2010-01-03T00:00:00.000","2499-13","STOLEN VEHICLE","1897385","884984"
"SL20101326","SALT LAKE CITY","2","1","23F","600 S 900 W                                                                                             ","01/03/2010 12:00:00 AM","POP","151","2010-01-03T00:00:00.000","2305-0","LARCENY","1884697","882723"
"SL20101381","SALT LAKE CITY","2","1","23F","1600 S REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","WSL","153","2010-01-03T00:00:00.000","2305-0","LARCENY","1878581","874613"
"SL20101338","SALT LAKE CITY","2","1","23F","1900 S REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","WSL","153","2010-01-03T00:00:00.000","2305-0","LARCENY","1878574","872599"
"SL20101425","SALT LAKE CITY","7","1","240","2400 S 1500 E                                                                                            ","01/03/2010 12:00:00 AM","SUG","236","2010-01-03T00:00:00.000","2499-17","STOLEN VEHICLE","1903748","868730"
"SL20101410","SALT LAKE CITY","1","1","90G","1200 N REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","WES","131","2010-01-03T00:00:00.000","4102-0","LIQUOR","1878581","897795"
"SL20101408","SALT LAKE CITY","1","1","290","1200 W 1200 N                                                                                            ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","2902-0","DAMAGED PROP","1882123","896946"
"SL20101447","SALT LAKE CITY","4","1","90I","600 E 200 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","212","2010-01-03T00:00:00.000","5324-0","PUBLIC PEACE","1896714","885991"
"SL20101509","SALT LAKE CITY","1","1","0","1800 W DALE RIDGE AVE                                                                                    ","01/03/2010 12:00:00 AM","WES","131","2010-01-03T00:00:00.000","2499-14","STOLEN VEHICLE","1877269","900343"
"SL20101493","SALT LAKE CITY","2","1","0","500 W 1300 S                                                                                            ","01/03/2010 12:00:00 AM","WSL","152","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1887842","877503"
"SL20101412","SALT LAKE CITY","4","1","13B","200 E 700 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","115","2010-01-03T00:00:00.000","1313-0","ASSAULT","1893956","881980"
"SL20101531","SALT LAKE CITY","5","1","90Z","200 W 900 S                                                                                             ","01/03/2010 12:00:00 AM","PEF","114","2010-01-03T00:00:00.000","4902-0","ESCAPE","1890056","880408"
"SL20101528","SALT LAKE CITY",,"1","0","000 CLEVELAND AVE                                                                                       ","01/03/2010 12:00:00 AM","LIW","231","2010-01-03T00:00:00.000","5499-12","TRAFFIC","1892626","876267"
"SL20101540","SALT LAKE CITY","5","1","23G","1300 S 200 E                                                                                             ","01/03/2010 12:00:00 AM","LIW","231","2010-01-03T00:00:00.000","2304-0","LARCENY","1893392","877427"
"SL20101544","SALT LAKE CITY","4","1","0","300 E 100 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","212","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1894352","886732"
"SL20101546","SALT LAKE CITY","1","1","0","800 N REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","WES","131","2010-01-03T00:00:00.000","5499-6","TRAFFIC","1878512","894455"
"SL20101398","SALT LAKE CITY","2","1","13B","700 S REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","POP","151","2010-01-03T00:00:00.000","1313-0","ASSAULT","1878607","882028"
"SL20101385","SALT LAKE CITY","5","1","220","1800 S 300 E                                                                                             ","01/03/2010 12:00:00 AM","LIW","234","2010-01-03T00:00:00.000","2202-0","BURGLARY","1894174","873479"
"SL20101432","SALT LAKE CITY","1","1","220","900 N AMERICAN BEAUTY DR                                                                                ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","2204-0","BURGLARY","1883457","894927"
"SL20101354","SALT LAKE CITY","4","1","23F","200 S 900 E                                                                                             ","01/03/2010 12:00:00 AM","EAC","213","2010-01-03T00:00:00.000","2305-0","LARCENY","1898974","885521"
"SL20101332","SALT LAKE CITY","4","1","23F","200 S 900 E                                                                                             ","01/03/2010 12:00:00 AM","EAC","213","2010-01-03T00:00:00.000","2305-0","LARCENY","1898974","885521"
"SL20101349","SALT LAKE CITY","4","1","23F","200 S 900 E                                                                                             ","01/03/2010 12:00:00 AM","EAC","213","2010-01-03T00:00:00.000","2305-0","LARCENY","1898974","885521"
"SL20101389","SALT LAKE CITY","4","1","23F","1000 E 600 S                                                                                             ","01/03/2010 12:00:00 AM","EAC","215","2010-01-03T00:00:00.000","2305-0","LARCENY","1900316","882810"
"SL20101307","SALT LAKE CITY","4","1","23F","100 S 1300 E                                                                                            ","01/03/2010 12:00:00 AM","EAC","213","2010-01-03T00:00:00.000","2305-0","LARCENY","1902150","886480"
"SL20101404","SALT LAKE CITY","7","1","23H","2500 S 900 E                                                                                             ","01/03/2010 12:00:00 AM","SUG","235","2010-01-03T00:00:00.000","2399-0","LARCENY","1898891","868169"
"SL20101547","SALT LAKE CITY","1","1","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2010 12:00:00 AM","WES","133","2010-01-03T00:00:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20101383","SALT LAKE CITY","5","1","90Z","1400 S STATE ST                                                                                          ","01/03/2010 12:00:00 AM","LIW","231","2010-01-03T00:00:00.000","4902-0","ESCAPE","1892656","876351"
"SL20101558","SALT LAKE CITY","1","1","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2010 12:00:00 AM","JOM","133","2010-01-03T00:00:00.000","5499-7","TRAFFIC","1866905","891511"
"SL20101464","SALT LAKE CITY","1","1","290","700 N TERMINAL SOUTHBOUND DR                                                                            ","01/03/2010 12:00:00 AM","WES","133","2010-01-03T00:00:00.000","2901-0","DAMAGED PROP","1866213","893805"
"SL20101462","SALT LAKE CITY","4","1","90Z","100 E 800 S                                                                                             ","01/03/2010 12:00:00 AM","CEC","115","2010-01-03T00:00:00.000","4902-0","ESCAPE","1893240","881220"
"SL20101571","SALT LAKE CITY","1","1","240","700 N 900 W                                                                                             ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","2499-17","STOLEN VEHICLE","1884801","893528"
"SL20101446","SALT LAKE CITY","7","1","90Z","2200 S 1300 E                                                                                            ","01/03/2010 12:00:00 AM","SUG","236","2010-01-03T00:00:00.000","4902-0","ESCAPE","1902124","869942"
"SL20101341","SALT LAKE CITY","5","1","90Z","1600 S STATE ST                                                                                          ","01/03/2010 12:00:00 AM","PEF","231","2010-01-03T00:00:00.000","4902-0","ESCAPE","1892590","874746"
"SL20101351","SALT LAKE CITY","1","1","90J","1700 W NORTH TEMPLE ST                                                                                   ","01/03/2010 12:00:00 AM","JOM","133","2010-01-03T00:00:00.000","5707-0","INV OF PRIVACY","1878497","888448"
"SL20101488","SALT LAKE CITY","1","1","0","1200 N NOCTURNE DR                                                                                       ","01/03/2010 12:00:00 AM","ROP","131","2010-01-03T00:00:00.000","7399-99","PUBLIC ORDER","1883076","897464"
"SL20101431","SALT LAKE CITY","2","1","0","700 S REDWOOD RD                                                                                        ","01/03/2010 12:00:00 AM","POP","154","2010-01-03T00:00:00.000","7399-1","PUBLIC ORDER","1878576","881896"
