"case","city","city_council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2011425",,,"7","0",,,,,"2011-01-01T16:59:25.000","7399-1","PUBLIC ORDER",,
"SL2011646","SALT LAKE CITY",,"1","90Z",,,,,"2011-01-02T01:10:08.000","3599-2","DRUGS",,
"SL2011808","SALT LAKE CITY","1","1","0",,,"A3","133","2011-01-02T13:09:51.000","5499-12","TRAFFIC","1865746","891599"
"SL20112078","SALT LAKE CITY","4","3","90Z",,,"B1","212","2011-01-04T18:58:47.000","3599-99","DRUGS","1893430","885973"
"SL20112474",,,"4","23D",,,,,"2011-01-05T14:42:49.000","2308-0","LARCENY",,
"SL20112578","SOUTH SALT LAKE","SL","4","90Z",,,"42","42","2011-01-05T17:59:00.000","3599-99","DRUGS","1895310","862581"
"SL20112508","SALT LAKE CITY","1","4","0",,,"A3","131","2011-01-05T15:38:44.000","5499-8","TRAFFIC","1875209","893287"
"SL20113546","SALT LAKE CITY",,"5","90Z",,,"B5","236","2011-01-07T11:46:29.000","5401-0","TRAFFIC","1902095","873239"
"SL20113717","SALT LAKE CITY","1","6","90Z",,,"A3","133","2011-01-07T16:49:15.000","5309-0","PUBLIC PEACE","1866905","891511"
"SL20113733","SALT LAKE CITY","5","6","0",,,"PEF","234","2011-01-07T17:22:04.000","5499-8","TRAFFIC","1889415","871603"
"SL2011800372",,,"7","26C",,,,,,"2699-1","FRAUD",,
"SL20114490","SALT LAKE CITY","2","1","0",,,"WSL","154","2011-01-09T05:06:36.000","2499-15","STOLEN VEHICLE","1854730","879635"
"SL201124183","SALT LAKE CITY","1","2","23H",,,"A3","133","2011-02-11T09:08:46.000","2399-19","LARCENY","1878549","891588"
"SL20116659",,,"5","90Z",,,,,"2011-01-13T02:42:36.000","4902-0","ESCAPE",,
"SL20117680","SALT LAKE CITY","1","6","90Z",,,"A3","133","2011-01-14T17:15:48.000","4902-0","ESCAPE","1866905","891511"
"SL20117783",,,"6","0",,,,,"2011-01-14T19:32:31.000","7399-1","PUBLIC ORDER",,
"SL20117695","SALT LAKE CITY",,"6","90J",,,,,"2011-01-14T17:34:25.000","5707-0","INV OF PRIVACY",,
"SL201144766","SALT LAKE CITY","3","6","0",,,"A1","111","2011-03-18T13:24:15.000","7399-12","PUBLIC ORDER","1892451","893941"
"SL20118775","SOUTH JORDAN","SL","1","90Z",,,"49","49","2011-01-16T10:53:01.000","4902-0","ESCAPE","1864946","804068"
"SL20119888","SALT LAKE CITY","L","3","40A",,,"LIW","231","2011-01-18T11:48:45.000","4004-4","COMMERCIAL SEX","1892629","876990"
"SL201110266","SALT LAKE CITY","1","3","23H",,,"A3","133","2011-01-18T23:37:01.000","2399-0","LARCENY","1866905","891511"
"SL201110940","SALT LAKE CITY","4","5","90D",,,"DTN","112","2011-01-20T01:18:43.000","5404-0","TRAFFIC","1890250","884714"
"SL20112081","SALT LAKE CITY","4","5","90Z",,,"B1","212","2011-01-04T18:59:22.000","3599-99","DRUGS","1893430","885973"
"SL201111045",,,"5","290",,,,,"2011-01-20T08:43:04.000","2901-0","DAMAGED PROP",,
"SL201111517","SALT LAKE CITY","1","5","0",,,"A3","133","2011-01-20T21:36:45.000","5499-84","TRAFFIC","1866905","891511"
"SL201112450","SALT LAKE CITY",,"6","250",,,,,"2011-01-22T10:58:47.000","3599-84","DRUGS",,
"SL201112399",,,"7","90D",,,"40","40","2011-01-22T09:15:32.000","5403-0","TRAFFIC","1879781","890223"
"SL201112466","SALT LAKE CITY",,"7","0",,,"A5","151","2011-01-22T11:20:20.000","7399-99","PUBLIC ORDER","1879133","885354"
"SL201114213","SOUTH JORDAN","4","7","0",,,"B1","212","2011-01-25T13:23:46.000","5299-11","WEAPONS","1894390","886000"
"SL201113344","SALT LAKE CITY","1","2","90C",,,"A3","133","2011-01-24T01:57:42.000","5311-0","PUBLIC PEACE","1865746","891599"
"SL201113556","SALT LAKE CITY",,"2","0",,,"A5","154","2011-01-24T12:31:06.000","7399-3","PUBLIC ORDER","1852232","876372"
"SL201113904","SALT LAKE CITY","1","2","0",,,"A3","133","2011-01-24T23:20:20.000","5499-84","TRAFFIC","1866905","891511"
"SL201114449","SOUTH JORDAN","SL","3","0",,,"49","49","2011-01-25T20:23:12.000","5499-1","TRAFFIC","1859072","803262"
"SL201114694",,,"3","250",,,,,"2011-01-26T09:50:32.000","2501-0","FORGERY",,
"SL201114064","SALT LAKE CITY","3","3","290",,,"CAH","111","2011-01-25T10:02:06.000","2902-0","DAMAGED PROP","1893100","892357"
"SL201114960","SALT LAKE CITY",,"4","0",,,"A3","131","2011-01-26T18:24:38.000","5499-7","TRAFFIC","1877849","901178"
"SL201122067","SALT LAKE CITY","1","4","23F",,,"JOM","133","2011-02-07T15:04:26.000","2305-0","LARCENY","1877236","889605"
"SL201116449","SALT LAKE CITY","2","6","90G",,,"A1","113","2011-01-28T23:36:30.000","4104-0","LIQUOR","1890903","885617"
"SL201116506","SOUTH SALT LAKE","SL","7","90D",,,"42","42","2011-01-29T01:29:25.000","5404-0","TRAFFIC","0","0"
"SL201116946","SALT LAKE CITY","1","7","0",,,"A3","133","2011-01-29T20:33:15.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201116860","SOUTH SALT LAKE","SL","7","90Z",,,"42","42","2011-01-29T17:47:21.000","4902-0","ESCAPE","1895136","866802"
"SL201117548","SALT LAKE CITY","1","2","0",,,"A3","133","2011-01-31T00:04:09.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201117844","SALT LAKE CITY","SL","2","0",,,"40","40","2011-01-31T14:18:03.000","7399-3","PUBLIC ORDER","1879131","885462"
"SL201117658","SALT LAKE CITY","5","2","90Z",,,"B3","233","2011-01-31T09:16:07.000","5499-0","TRAFFIC","1903749","875782"
"SL2011103413","SALT LAKE CITY",,"3","90Z",,,,,"2011-06-28T06:19:20.000","3599-99","DRUGS",,
"SL201119282","SALT LAKE CITY","1","4","290",,,"A3","133","2011-02-02T22:13:51.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201119575","SALT LAKE CITY","L","5","0",,,"SUG","236","2011-02-03T12:15:44.000","5499-7","TRAFFIC","1904558","873457"
"SL201120099","SALT LAKE CITY","1","5","0",,,"A3","133","2011-02-04T09:10:34.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL201119947","TAYLORSVILLE","SL","5","90Z",,,"13","13","2011-02-03T23:28:14.000","4902-0","ESCAPE","1884306","852041"
"SL201120281","SALT LAKE CITY","1","6","0",,,"A3","133","2011-02-04T14:23:35.000","5499-84","TRAFFIC","1866905","891511"
"SL201120558","SALT LAKE CITY","1","6","0",,,"A3","133","2011-02-04T22:18:42.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL201120659","MIDVALE","SL","7","0",,,"47","47","2011-02-05T02:02:06.000","7399-99","PUBLIC ORDER","1894206","834271"
"SL201121098","SALT LAKE CITY",,"7","90J",,,,,"2011-02-05T19:55:16.000","5707-0","INV OF PRIVACY",,
"SL201121383","SALT LAKE CITY",,"7","90Z",,,,,"2011-02-06T03:29:56.000","4902-0","ESCAPE",,
"SL201121497","SALT LAKE CITY",,"1","23F",,,,,"2011-02-06T11:38:29.000","2305-0","LARCENY",,
"SL201122285","SALT LAKE CITY","2","2","90Z",,,"POP","151","2011-02-07T23:00:52.000","5401-0","TRAFFIC","1878608","882542"
"SL201127985","SALT LAKE COUNTY","SL","4","0",,,"COU","02","2011-02-17T12:22:33.000","7399-3","PUBLIC ORDER","1908894","865842"
"SL201123051","SALT LAKE CITY","1","4","0",,,"A3","133","2011-02-09T11:11:38.000","5499-84","TRAFFIC","1865746","891599"
"SL201117940","SALT LAKE CITY","4","5","90Z",,,"B1","212","2011-01-31T16:36:57.000","3599-99","DRUGS","1893430","885973"
"SL201124132",,,"6","0",,,"A3","131","2011-02-11T07:46:14.000","5499-7","TRAFFIC","1884192","897087"
"SL201124512","SALT LAKE CITY","1","6","0",,,"A3","133","2011-02-11T17:44:47.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL201124740","SALT LAKE CITY","C","7","90D",,,"PEF","112","2011-02-12T00:37:34.000","5404-0","TRAFFIC","1887114","885205"
"SL201124988","SALT LAKE CITY","1","7","0",,,"A3","133","2011-02-12T14:24:24.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL2011214500","SALT LAKE CITY","2","3","220",,,"124","Z2","2011-12-27T09:09:08.000","2203-0","BURGLARY","1869703","879105"
"SL2011214943","SALT LAKE CITY","1","4","0",,,"113","Z1","2011-12-28T07:50:25.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201125613","SALT LAKE CITY","L","1","90Z",,,"PEF","231","2011-02-13T13:17:19.000","4902-0","ESCAPE","1891045","877910"
"SL201126053","SALT LAKE CITY","1","2","0",,,"POP","151","2011-02-14T09:35:08.000","5399-28","PUBLIC PEACE","1883132","883147"
"SL201126198","SALT LAKE CITY","4","2","23C",,,"DTN","112","2011-02-14T14:18:34.000","2303-0","LARCENY","1888677","887475"
"SL201127021",,"SL","3","0",,,"40","40","2011-02-15T22:22:02.000","5499-6","TRAFFIC","1869739","890270"
"SL201126828","SALT LAKE CITY","4","3","90Z",,,"B1","212","2011-02-15T16:15:21.000","3599-99","DRUGS","1893430","885973"
"SL201127447","SALT LAKE CITY","1","4","0",,,"A3","133","2011-02-16T17:16:28.000","5499-84","TRAFFIC","1866905","891511"
"SL201127336","SALT LAKE CITY",,"4","0",,,"WSL","154","2011-02-16T14:14:34.000","7399-99","PUBLIC ORDER","1857512","876367"
"SL201127860","SALT LAKE CITY",,"5","0",,,"B5","236","2011-02-17T08:31:42.000","5499-7","TRAFFIC","1909767","876470"
"SL201128011","SALT LAKE CITY","4","5","0",,,"B3","231","2011-02-17T13:10:54.000","5399-23","PUBLIC PEACE","1891815","879350"
"SL201128435",,,"6","90Z",,,,,"2011-02-18T01:57:13.000","4902-0","ESCAPE",,
"SL201128677",,,"6","0",,,,,"2011-02-18T13:36:12.000","7399-6","PUBLIC ORDER",,
"SL201131009","SALT LAKE CITY","1","3","0",,,"A3","133","2011-02-22T19:23:13.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201132895","SALT LAKE CITY",,"7","13B",,,,,"2011-02-26T02:55:12.000","1313-0","ASSAULT",,
"SL201133329",,,"7","0",,,,,"2011-02-26T22:05:52.000","5399-30","PUBLIC PEACE",,
"SL201133691","SALT LAKE CITY","1","1","23H",,,"A3","133","2011-02-27T16:22:15.000","2399-0","LARCENY","1866905","891511"
"SL201133711","SALT LAKE CITY","3","1","23F",,,"B1","211","2011-02-27T16:46:50.000","2305-0","LARCENY","1894538","900314"
"SL201134182","SALT LAKE CITY","2","2","0",,,"WSL","154","2011-02-28T16:17:35.000","2499-14","STOLEN VEHICLE","1869054","879107"
"SL201134371","SALT LAKE CITY",,"2","90G",,,,,"2011-02-28T22:38:09.000","4104-0","LIQUOR",,
"SL201134446",,,"3","0",,,,,"2011-03-01T04:57:59.000","7399-1","PUBLIC ORDER",,
"SL201134599","WEST JORDAN","1","3","90Z",,,"JOM","133","2011-03-01T11:55:53.000","4902-0","ESCAPE","1866905","891511"
"SL201135614","SALT LAKE CITY",,"5","240",,,,,"2011-03-03T07:15:00.000","2499-17","STOLEN VEHICLE",,
"SL201136073","SALT LAKE CITY","1","5","0",,,"A3","133","2011-03-03T21:08:03.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201135836","SALT LAKE CITY","1","5","13C",,,"JOM","133","2011-03-03T14:41:13.000","1316-3","ASSAULT","1877296","889638"
"SL201136146","SOUTH SALT LAKE","SL","5","35A",,,"42","42","2011-03-03T23:56:03.000","3572-0","DRUGS","1884331","860900"
"SL201136957","SALT LAKE CITY","1","7","0",,,"A3","133","2011-03-05T10:35:22.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201137113","SALT LAKE CITY","1","7","290",,,"A3","133","2011-03-05T16:18:06.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201139835","SALT LAKE CITY","2","3","0",,,"WSL","154","2011-03-10T10:07:06.000","5499-7","TRAFFIC","1872816","879099"
"SL201139598","WEST VALLEY CITY","SL","4","90Z",,,"43","43","2011-03-09T21:47:23.000","4902-0","ESCAPE","1878914","870416"
"SL201140153","SALT LAKE CITY","SL","5","90D",,,"40","40","2011-03-10T18:37:33.000","5404-1","TRAFFIC","1888793","879047"
"SL201140023","SALT LAKE CITY","1","5","290",,,"A3","133","2011-03-10T15:42:38.000","2901-0","DAMAGED PROP","1866905","891511"
"SL201140533",,,"5","23H",,,,,"2011-03-11T10:01:36.000","2309-0","LARCENY",,
"SL201140729","SALT LAKE CITY","1","6","290",,,"A3","133","2011-03-11T15:35:22.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201140866","SALT LAKE CITY","1","6","290",,,"A3","133","2011-03-11T19:07:51.000","2901-0","DAMAGED PROP","1866905","891511"
"SL201141037",,,"6","0",,,,,"2011-03-11T23:31:41.000","5499-6","TRAFFIC",,
"SL201141163","SALT LAKE CITY","SL","7","90Z",,,"40","40","2011-03-12T07:24:07.000","4902-0","ESCAPE","1866296","883287"
"SL201141543","SALT LAKE CITY","1","7","0",,,"A3","133","2011-03-12T21:02:18.000","5399-28","PUBLIC PEACE","1866905","891511"
"SL201141696","SALT LAKE CITY","4","1","13A",,,"DTN","112","2011-03-13T01:50:44.000","1306-0","ASSAULT","1889463","884434"
"SL201142229","SALT LAKE CITY",,"2","23H",,,,,"2011-03-14T08:27:41.000","2309-0","LARCENY",,
"SL201142968","SOUTH SALT LAKE","SL","3","90Z",,,"42","42","2011-03-15T13:47:49.000","4902-0","ESCAPE","1884331","860900"
"SL201143318","SALT LAKE CITY","L","4","13B",,,"SUG","236","2011-03-16T03:09:20.000","1313-0","ASSAULT","1902961","873479"
"SL201135357","SALT LAKE CITY","4","4","35A",,,"B1","212","2011-03-02T17:13:57.000","3512-0","DRUGS","1893430","885973"
"SL201144740","SALT LAKE CITY","7","6","0",,,"B5","236","2011-03-18T12:37:20.000","5499-7","TRAFFIC","1912927","871584"
"SL201145046",,,"6","90D",,,,,"2011-03-18T20:31:36.000","5404-0","TRAFFIC",,
"SL201145122","SALT LAKE CITY","1","6","0",,,"A3","133","2011-03-18T22:30:20.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL201146471","SALT LAKE CITY",,"2","0",,,,,"2011-03-21T13:47:52.000","5399-23","PUBLIC PEACE",,
"SL201146734","SALT LAKE CITY","4","2","90Z",,,"B1","212","2011-03-21T23:01:13.000","3599-99","DRUGS","1893430","885973"
"SL201147227","SALT LAKE CITY","1","3","0",,,"A3","133","2011-03-22T21:36:22.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201146856","SALT LAKE CITY",,"3","90Z",,,,,"2011-03-22T09:05:58.000","4902-0","ESCAPE",,
"SL201147857","WEST VALLEY CITY","SL","4","35A",,,"43","43","2011-03-23T21:46:01.000","3562-0","DRUGS","1867876","863433"
"SL201148598","SALT LAKE CITY",,"5","220",,,,,"2011-03-25T08:21:40.000","2203-0","BURGLARY",,
"SL201148979","DRAPER","SL","6","90Z",,,"53","53","2011-03-25T19:32:37.000","4902-0","ESCAPE","1891632","786936"
"SL201149389","SALT LAKE CITY",,"7","290",,,,,"2011-03-26T15:23:39.000","2902-1","DAMAGED PROP",,
"SL201149603","WEST JORDAN","SL","7","0",,,"48","48","2011-03-26T22:14:24.000","5499-1","TRAFFIC","1864126","839230"
"SL201149787","SALT LAKE CITY","1","1","240",,,"WES","131","2011-03-27T07:53:40.000","2499-13","STOLEN VEHICLE","1876199","893922"
"SL201149941","SALT LAKE CITY","2","1","0",,,"A1","112","2011-03-27T14:41:07.000","7399-7","PUBLIC ORDER","1888340","887737"
"SL201150151","SALT LAKE CITY",,"1","0",,,,,"2011-03-27T23:07:40.000","5399-28","PUBLIC PEACE",,
"SL201150328","SALT LAKE CITY","1","2","0",,,"A3","133","2011-03-28T11:03:51.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201150571","SALT LAKE CITY",,"2","90Z",,,,,"2011-03-28T18:29:53.000","5309-0","PUBLIC PEACE",,
"SL201150778","SALT LAKE CITY","L","3","0",,,"LIW","234","2011-03-29T08:02:29.000","5499-7","TRAFFIC","1894199","872188"
"SL201150965",,,"3","90Z",,,,,"2011-03-29T13:14:51.000","4902-0","ESCAPE",,
"SL201151305","SOUTH SALT LAKE","SL","4","90Z",,,"42","42","2011-03-30T02:28:30.000","4902-0","ESCAPE","1892620","869559"
"SL201151807","SALT LAKE CITY","3","4","0",,,"B1","211","2011-03-30T21:36:09.000","5499-7","TRAFFIC","1894538","900314"
"SL201152558",,,"5","90Z",,,,,"2011-04-01T00:14:01.000","4902-0","ESCAPE",,
"SL201152529","MIDVALE",,"5","26B",,,,,"2011-03-31T23:05:25.000","2605-0","FRAUD",,
"SL201153570","SALT LAKE CITY","1","7","13C",,,"JOM","133","2011-04-02T17:23:13.000","1316-2","ASSAULT","1877296","889638"
"SL201154315","SALT LAKE CITY",,"2","90Z",,,,,"2011-04-04T06:48:14.000","4902-0","ESCAPE",,
"SL201155083","SALT LAKE CITY","4","3","90Z",,,"B1","212","2011-04-05T12:49:08.000","3599-99","DRUGS","1893430","885973"
"SL201170445","SALT LAKE CITY",,"3","0",,,"A5","154","2011-05-03T05:39:34.000","5499-8","TRAFFIC","1846835","884977"
"SL201172265",,,"6","90Z",,,,,"2011-05-06T08:38:16.000","4902-0","ESCAPE",,
"SL201172261","SALT LAKE CITY",,"6","0",,,"B3","233","2011-05-06T08:31:46.000","5499-8","TRAFFIC","1908205","878856"
"SL201175167","SALT LAKE CITY","1","4","0",,,"A3","133","2011-05-11T10:19:22.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201157982",,,"1","90Z",,,,,"2011-04-10T13:17:17.000","4902-0","ESCAPE",,
"SL201158481","SALT LAKE CITY","1","2","0",,,"A3","133","2011-04-11T14:17:17.000","5499-84","TRAFFIC","1866905","891511"
"SL201158483","MURRAY","SL","2","90Z",,,"45","45","2011-04-11T14:19:55.000","4902-0","ESCAPE","1891581","843603"
"SL201158717","TAYLORSVILLE","SL","2","90Z",,,"13","13","2011-04-11T21:10:03.000","4902-0","ESCAPE","1878396","843185"
"SL201158938",,,"3","0",,,,,"2011-04-12T09:39:39.000","5499-6","TRAFFIC",,
"SL201158979","SALT LAKE CITY","2","3","23C",,,"WSL","154","2011-04-12T10:59:23.000","2303-0","LARCENY","1877937","876100"
"SL201159116","SALT LAKE CITY","1","3","0",,,"STF","132","2011-04-12T14:42:28.000","5399-23","PUBLIC PEACE","1881432","889589"
"SL201159447","SALT LAKE CITY",,"3","90Z",,,,,"2011-04-13T04:28:48.000","4902-0","ESCAPE",,
"SL201159800","SALT LAKE CITY","1","4","90E",,,"A3","133","2011-04-13T16:53:06.000","7399-26","PUBLIC ORDER","1866905","891511"
"SL201159837","SOUTH SALT LAKE","SL","4","13B",,,"42","42","2011-04-13T18:04:30.000","4801-1","OBST POLICE","1890566","859456"
"SL201160465","SALT LAKE CITY","1","5","0",,,"A3","133","2011-04-14T21:39:11.000","5499-84","TRAFFIC","1866905","891511"
"SL201160458","SALT LAKE CITY",,"5","90J",,,,,"2011-04-14T21:16:28.000","5707-0","INV OF PRIVACY",,
"SL201160547","SALT LAKE CITY",,"6","90D",,,"07","07","2011-04-15T00:37:38.000","5404-0","TRAFFIC","1899139","861992"
"SL201160786","SALT LAKE CITY","3","6","0",,,"AVE","211","2011-04-15T12:59:26.000","2499-14","STOLEN VEHICLE","1899397","889227"
"SL201160889","SALT LAKE CITY","1","6","0",,,"A3","133","2011-04-15T15:57:38.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201160945","SALT LAKE CITY",,"6","13B",,,,,"2011-04-15T17:21:06.000","1313-0","ASSAULT",,
"SL201162087","SALT LAKE CITY","1","1","0",,,"A3","133","2011-04-17T14:42:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201162820","SALT LAKE CITY","1","2","290",,,"A3","133","2011-04-18T21:11:04.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201163168","SALT LAKE CITY","1","3","0",,,"A3","133","2011-04-19T14:34:37.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201163297","SALT LAKE CITY",,"3","13B",,,"B1","211","2011-04-19T17:53:52.000","1313-0","ASSAULT","1894840","890813"
"SL201162987","CEDAR HILLS",,"3","90Z",,,,,"2011-04-19T09:07:11.000","4902-0","ESCAPE",,
"SL201164458","SALT LAKE CITY",,"3","23G",,,,,"2011-04-21T19:00:11.000","2304-0","LARCENY",,
"SL201155086","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-04-05T12:49:47.000","3599-99","DRUGS","1893430","885973"
"SL201163725","SALT LAKE CITY","1","4","23H",,,"A3","133","2011-04-20T14:29:39.000","2399-0","LARCENY","1866905","891511"
"SL201164182","SALT LAKE CITY","1","4","23D",,,"A3","133","2011-04-21T10:48:07.000","2308-0","LARCENY","1866905","891511"
"SL201169011","SALT LAKE CITY","1","4","290",,,"A3","133","2011-04-30T14:31:47.000","2902-0","DAMAGED PROP","1866905","891511"
"SL201165191","SALT LAKE CITY","1","6","90Z",,,"A3","133","2011-04-22T23:47:08.000","4902-0","ESCAPE","1866905","891511"
"SL201165288","SALT LAKE CITY","1","7","0",,,"A3","133","2011-04-23T07:07:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201165551","SALT LAKE CITY","1","7","0",,,"A5","154","2011-04-23T18:53:35.000","7399-4","PUBLIC ORDER","1852473","875819"
"SL201168063","SALT LAKE CITY","1","5","0",,,"A3","133","2011-04-28T20:25:33.000","5399-23","PUBLIC PEACE","1866905","891511"
"SL2011800384",,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
"SL201168867","SALT LAKE CITY","1","7","0",,,"A3","133","2011-04-30T08:21:05.000","5499-1","TRAFFIC","1866905","891511"
"SL201169570",,,"1","90Z",,,,"INV","2011-05-01T15:50:57.000","5499-11","TRAFFIC",,
"SL2011800390","SALT LAKE CITY","6","1","23F","1400 E WESTMINSTER AVE                                                                                   ",,"SUG","236",,"2305-0","LARCENY","1903245","872811"
"SL2012197689",,,"1","23H",,"2012-11-14T11:50:45.000",,,"2012-11-14T11:50:45.000","2399-0","LARCENY",,
"SL201170583","SALT LAKE CITY","1","3","90Z",,,"JOM","133","2011-05-03T11:26:06.000","4902-0","ESCAPE","1866905","891511"
"SL201170678","SALT LAKE CITY","4","3","0",,,"A1","115","2011-05-03T14:21:10.000","5499-8","TRAFFIC","1892809","882807"
"SL201170707","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-05-03T15:02:58.000","3599-99","DRUGS","1893430","885973"
"SL201171594","SALT LAKE CITY","3","5","0",,,"CAH","111","2011-05-05T03:50:21.000","7399-1","PUBLIC ORDER","1890879","896205"
"SL201172151","SALT LAKE CITY","1","6","90Z",,,"JOM","133","2011-05-06T00:50:34.000","4902-0","ESCAPE","1866905","891511"
"SL201172744","WEST VALLEY CITY","SL","6","40A",,,"43","43","2011-05-06T23:26:48.000","4004-3","COMMERCIAL SEX","1875744","860550"
"SL201173966","WEST VALLEY CITY","SL","1","90Z",,,"43","43","2011-05-09T01:53:49.000","4902-0","ESCAPE","1864104","861348"
"SL201174006","SALT LAKE CITY","1","2","23G",,,"JOM","133","2011-05-09T06:54:16.000","2304-0","LARCENY","1855589","889065"
"SL201174375","SALT LAKE CITY","1","2","0",,,"A3","133","2011-05-09T19:41:16.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011800412","SALT LAKE CITY","3","2","23F","600 N CORTEZ ST                                                                                         ",,"CAH","111",,"2305-0","LARCENY","1892978","892795"
"SL201174756","SALT LAKE CITY",,"3","0",,,,,"2011-05-10T14:39:25.000","5399-25","PUBLIC PEACE",,
"SL201175043","SALT LAKE CITY",,"3","90Z",,,,,"2011-05-11T01:24:48.000","4902-0","ESCAPE",,
"SL201174560","SALT LAKE CITY","4","3","35A",,,"DTN","112","2011-05-10T08:32:25.000","3562-0","DRUGS","1887092","887186"
"SL201175656","SALT LAKE CITY","1","5","0",,,,,"2011-05-12T02:11:19.000","7399-99","PUBLIC ORDER",,
"SL201176040","WEST VALLEY CITY","SL","5","40A",,,"43","43","2011-05-12T18:24:45.000","4004-3","COMMERCIAL SEX","1875047","862170"
"SL201170717","TOOELE","0","5","35A",,,"B1","212","2011-05-03T15:04:38.000","3599-0","DRUGS","1893430","885973"
"SL201176428","SALT LAKE CITY","1","6","0",,,"A3","133","2011-05-13T11:59:44.000","5499-81","TRAFFIC","1866905","891511"
"SL201176620","SALT LAKE CITY","2","6","90J",,,"POP","152","2011-05-13T17:16:31.000","5707-0","INV OF PRIVACY","1884229","881223"
"SL201176894","SALT LAKE CITY","2","7","13B",,,"WSL","153","2011-05-14T01:26:14.000","1313-0","ASSAULT","1884844","875957"
"SL201176987","SALT LAKE CITY","1","7","0",,,"A3","133","2011-05-14T08:24:48.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201178265","SALT LAKE CITY","F","2","90Z",,,"POP","132","2011-05-16T15:07:03.000","4902-0","ESCAPE","1884321","888396"
"SL201178189","SALT LAKE CITY","1","2","0",,,"A3","133","2011-05-16T13:21:26.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL201178684","SALT LAKE CITY","1","2","90C",,,"A3","131","2011-05-17T11:07:09.000","5399-12","PUBLIC PEACE","1878649","901259"
"SL201178659","SALT LAKE CITY","1","3","90C",,,"A3","131","2011-05-17T10:31:03.000","5399-12","PUBLIC PEACE","1878649","901259"
"SL201170724","SALT LAKE CITY","4","3","90Z",,,"B1","212","2011-05-03T15:05:31.000","3599-99","DRUGS","1893430","885973"
"SL201179289","WEST VALLEY CITY","SL","4","40A",,,"43","43","2011-05-18T12:34:35.000","4004-3","COMMERCIAL SEX","1875955","861400"
"SL201179482","SOUTH SALT LAKE","SL","4","90Z",,,"42","42","2011-05-18T18:08:12.000","4902-0","ESCAPE","1891345","862162"
"SL201170726","SALT LAKE CITY","4","5","90Z",,,"B1","212","2011-05-03T15:05:59.000","3599-99","DRUGS","1893430","885973"
"SL201180013","SALT LAKE CITY",,"5","0",,,,,"2011-05-19T17:16:08.000","7399-1","PUBLIC ORDER",,
"SL201180007","SALT LAKE CITY",,"5","23C",,,,,"2011-05-19T17:09:28.000","2303-0","LARCENY",,
"SL201180283","RIVERTON","SL","6","0",,,"22","22","2011-05-20T04:45:05.000","7399-99","PUBLIC ORDER","1881012","799956"
"SL201180626","WEST VALLEY CITY","SL","6","26C",,,"43","43","2011-05-20T17:34:23.000","2699-1","FRAUD","1880512","858615"
"SL201181255","WEST VALLEY CITY","SL","7","35A",,,"43","43","2011-05-21T17:39:27.000","3571-0","DRUGS","1865258","863429"
"SL201182036","SALT LAKE CITY","SL","1","0",,,"40","40","2011-05-22T23:24:29.000","7399-99","PUBLIC ORDER","1869739","890270"
"SL2011115121","MIDVALE","SL","1","0",,,"47","47","2011-07-15T17:54:46.000","7399-6","PUBLIC ORDER","1888652","833023"
"SL201170712","SALT LAKE COUNTY","SL","3","35A",,,"99","99","2011-05-03T15:03:42.000","3532-0","DRUGS","1895184","855823"
"SL201182876","SALT LAKE CITY","1","3","0",,,"A3","133","2011-05-24T14:29:56.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL201182857","SANDY","SL","3","40A",,,"51","51","2011-05-24T14:01:24.000","4004-3","COMMERCIAL SEX","1900966","830272"
"SL201183209","SALT LAKE CITY","SL","4","0",,,"40","40","2011-05-25T06:01:34.000","5499-6","TRAFFIC","1867495","893360"
