"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20091661","SALT LAKE CITY","4","7","23F","200 S 900 E                                                                                             ","01/03/2009","EAC","213","01/03/2009","2305-0","LARCENY","1898974","885521"
"SL20091733","SALT LAKE CITY","7","7","23H","2200 S FOOTHILL DR                                                                                       ","01/03/2009","SUG","236","01/03/2009","2309-0","LARCENY","1913369","870714"
"SL20091758","SALT LAKE CITY","4","7","23D","500 E 400 S                                                                                             ","01/03/2009","CEC","214","01/03/2009","2308-0","LARCENY","1896095","884349"
"SL20091804","SALT LAKE CITY","4","7","23F","400 S 200 E                                                                                             ","01/03/2009","CEC","115","01/03/2009","2305-0","LARCENY","1893420","884365"
"SL20091809","SALT LAKE CITY","4","7","23D","100 W 600 S                                                                                             ","01/03/2009","PEF","115","01/03/2009","2308-0","LARCENY","1890585","882786"
"SL20091900","SALT LAKE CITY","2","7","23F","1600 W BRAMPTON WAY                                                                                      ","01/03/2009","POP","151","01/03/2009","2305-0","LARCENY","1878758","882995"
"SL20093262","SALT LAKE CITY","4","7","290","500 S STATE ST                                                                                          ","01/03/2009","CEC","115","01/06/2009","2902-0","DAMAGED PROP","1892682","883014"
"SL20093276","SALT LAKE CITY","5","7","120","1400 S STATE ST                                                                                          ","01/03/2009","PEF","231","01/06/2009","1206-0","ROBBERY","1892597","876505"
"SL20093283","SALT LAKE CITY","4","7","23D","700 E 400 S                                                                                             ","01/03/2009","EAC","213","01/06/2009","2308-0","LARCENY","1897919","884402"
"SL20093539","SALT LAKE CITY",,"7","90Z","2200 S 1300 E                                                                                            ","01/03/2009","SUG","236","01/03/2009","4902-0","ESCAPE","1902124","869942"
"SL20093798","SALT LAKE CITY","2","7","90Z","900 W 100 S                                                                                             ","01/03/2009","POP","151","01/03/2009","4902-0","ESCAPE","1884348","886831"
"SL20093819","SALT LAKE CITY","4","7","13A","100 S 600 W                                                                                             ","01/03/2009","DTN","112","01/03/2009","1311-0","ASSAULT","1887149","886508"
"SL20093800","SALT LAKE CITY","2","7","250","1500 W NORTH TEMPLE ST                                                                                   ","01/03/2009","JOM","132","01/07/2009","2505-0","FORGERY","1880059","888442"
"SL20094171","SALT LAKE CITY","1","7","0","1500 W 1000 N                                                                                            ","01/03/2009","ROP","131","01/07/2009","7399-5","PUBLIC ORDER","1879524","895505"
"SL20094489","SALT LAKE CITY","2","7","23G","4400 W 1980 S                                                                                            ","01/03/2009","WSL","154","01/08/2009","2304-0","LARCENY","1862526","872537"
"SL20094414","SALT LAKE CITY","2","7","120","1800 W NORTH TEMPLE ST                                                                                   ","01/03/2009","POP","133","01/08/2009","1299-0","ROBBERY","1877121","888394"
"SL20095602","SALT LAKE CITY",,"7","90Z","1500 W NORTH TEMPLE ST                                                                                   ","01/03/2009","JOM","132","01/10/2009","4902-0","ESCAPE","1880060","888442"
"SL20097769","SALT LAKE CITY","1","7","23F","2000 W NORTH TEMPLE ST                                                                                   ","01/03/2009","JOM","133","01/13/2009","2305-0","LARCENY","1875339","888460"
"SL200912033","SALT LAKE CITY","4","7","23D","900 E SOUTH TEMPLE ST                                                                                   ","01/03/2009","EAC","213","01/20/2009","2308-0","LARCENY","1899099","887505"
"SL200919364","SALT LAKE CITY","6","7","90Z","2200 E 1700 S                                                                                            ","01/03/2009","SUG","236","01/03/2009","4802-0","OBST POLICE","1909889","874430"
"SL2009134138","SALT LAKE CITY","1","7","0","300 N 2370 W                                                                                            ","01/03/2009","JOM","133","07/27/2009","7399-6","PUBLIC ORDER","1873485","890044"
"SL20091902","SALT LAKE CITY","4","1","90D","100 S 500 W                                                                                             ","01/04/2009","DTN","112","01/04/2009","5404-0","TRAFFIC","1887880","886156"
"SL20091959","SALT LAKE CITY","2","1","240","1600 W 400 S                                                                                             ","01/04/2009","POP","151","01/04/2009","2404-0","STOLEN VEHICLE","1879308","884411"
"SL20091933","SALT LAKE CITY","5","1","290","1300 E GILMER DR                                                                                         ","01/04/2009","YAL","233","01/04/2009","2902-1","DAMAGED PROP","1902652","879526"
"SL20091958","SALT LAKE CITY","1","1","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/04/2009","WES","133","01/04/2009","7399-1","PUBLIC ORDER","1866562","893915"
"SL20091963","SALT LAKE CITY","2","1","0",,"01/04/2009","POP","154","01/04/2009","2499-14","STOLEN VEHICLE","1844238","884053"
"SL20091942","SALT LAKE CITY","4","1","290","200 W 200 S                                                                                             ","01/04/2009","DTN","112","01/04/2009","2902-0","DAMAGED PROP","1890027","886017"
"SL20091966","SALT LAKE CITY","1","1","220","1800 W NORTH STAR DR                                                                                     ","01/04/2009","JOM","133","01/04/2009","2204-0","BURGLARY","1877276","890126"
"SL20091945","SALT LAKE CITY","4","1","23F","300 S WEST TEMPLE ST                                                                                    ","01/04/2009","DTN","113","01/04/2009","2305-0","LARCENY","1891041","884538"
"SL20092001","SALT LAKE CITY","1","1","90D","1000 N REDWOOD RD                                                                                        ","01/04/2009","ROP","131","01/04/2009","5404-0","TRAFFIC","1878618","895453"
"SL20091962","SALT LAKE CITY","5","1","90Z","100 E WILLIAMS AVE                                                                                      ","01/04/2009","WEL","231","01/04/2009","4902-0","ESCAPE","1892996","879332"
"SL20091990","SOUTH SALT LAKE",,"1","0",,"01/04/2009","42","42","01/04/2009","7399-99","PUBLIC ORDER","1892471","860947"
"SL20091995","SALT LAKE CITY","2","1","240","900 S PUEBLO ST                                                                                         ","01/04/2009","WSL","152","01/04/2009","2499-13","STOLEN VEHICLE","1880498","880190"
"SL20091987","SALT LAKE CITY","2","1","23C","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","2303-0","LARCENY","1879513","882950"
"SL20092008","SALT LAKE CITY","1","1","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/04/2009","WES","133","01/04/2009","7399-1","PUBLIC ORDER","1866562","893915"
"SL20091928","SALT LAKE CITY","4","1","23F","200 W 200 S                                                                                             ","01/04/2009","DTN","112","01/04/2009","2305-0","LARCENY","1890027","886017"
"SL20091944","SALT LAKE CITY","2","1","13B","900 S REDWOOD RD                                                                                        ","01/04/2009","WSL","154","01/04/2009","1313-0","ASSAULT","1878539","879784"
"SL20091956","SALT LAKE CITY","7","1","23C","700 E 2700 S                                                                                            ","01/04/2009","SUG","235","01/04/2009","2303-0","LARCENY","1897418","866858"
"SL20091964","SALT LAKE CITY","7","1","13B","2500 S DEARBORN ST                                                                                       ","01/04/2009","SUG","236","01/04/2009","1313-0","ASSAULT","1903426","868089"
"SL20091993","SALT LAKE CITY","7","1","23C","500 E 2100 S                                                                                            ","01/04/2009","SUG","235","01/04/2009","2303-0","LARCENY","1895817","871513"
"SL20091996","SALT LAKE CITY","7","1","90J","600 E COATSVILLE AVE                                                                                    ","01/04/2009","LIW","234","01/04/2009","5707-0","INV OF PRIVACY","1897120","873668"
"SL20092076","SALT LAKE CITY",,"1","0",,"01/04/2009","40","40","01/04/2009","7399-5","PUBLIC ORDER","1867367","893605"
"SL20092097","SALT LAKE CITY",,"1","0",,"01/04/2009","42","42","01/04/2009","5499-12","TRAFFIC","1892539","871069"
"SL20092106","SALT LAKE CITY",,"1","0",,"01/04/2009","40","40","01/04/2009","7399-5","PUBLIC ORDER","1867367","893605"
"SL20092012","SALT LAKE CITY","1","1","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/04/2009","WES","133","01/04/2009","7399-1","PUBLIC ORDER","1866562","893915"
"SL2009219382","SALT LAKE CITY",,"3","90Z",,"12/15/2009","AVE","211","12/15/2009","4902-0","ESCAPE","1899784","887532"
"SL20092123","SALT LAKE CITY",,"1","90Z","000 STATE ST                                                                                            ","01/04/2009","WEL","231","01/04/2009","5499-0","TRAFFIC","1892632","877920"
"SL20092107","SALT LAKE CITY","1","1","290","1700 W 1300 N                                                                                            ","01/04/2009","WES","131","01/04/2009","2902-0","DAMAGED PROP","1877838","897950"
"SL20092125","SALT LAKE CITY","2","1","0","1500 W SECRET GARDEN PL                                                                                  ","01/04/2009","WSL","153","01/04/2009","7399-7","PUBLIC ORDER","1879321","874883"
"SL20092105","SALT LAKE CITY","3","1","220","1300 E 3RD AVE                                                                                           ","01/04/2009","AVE","211","01/04/2009","2204-0","BURGLARY","1903231","888766"
"SL20092184","SALT LAKE CITY","4","1","0","100 S 900 E                                                                                             ","01/04/2009","EAC","213","01/04/2009","5499-12","TRAFFIC","1899037","886310"
"SL20092196","SALT LAKE CITY",,"1","0",,"01/04/2009",,,"01/04/2009","5499-12","TRAFFIC",,
"SL20092237","SALT LAKE CITY","3","1","90Z","400 N 400 W                                                                                             ","01/04/2009","CAH","111","01/04/2009","4902-0","ESCAPE","1888691","891026"
"SL20092211","SALT LAKE CITY","1","1","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2009","JOM","133","01/04/2009","5499-5","TRAFFIC","1866905","891511"
"SL20092218","SALT LAKE CITY","4","1","23H","100 S 300 E                                                                                             ","01/04/2009","CEC","212","01/04/2009","2399-0","LARCENY","1894282","886655"
"SL20091949","SALT LAKE CITY","6","1","90Z","2200 E 1700 S                                                                                            ","01/04/2009","SUG","236","01/04/2009","4902-0","ESCAPE","1909889","874430"
"SL20091924","SALT LAKE CITY","6","1","90G","2200 E 1700 S                                                                                            ","01/04/2009","SUG","236","01/04/2009","4104-0","LIQUOR","1909889","874430"
"SL20092295","SALT LAKE CITY","2","1","0","900 W PACIFIC AVE                                                                                       ","01/04/2009","POP","151","01/04/2009","5499-5","TRAFFIC","1884744","884054"
"SL20093000","MAGNA",,"4","90Z",,"01/07/2009","11","11","01/07/2009","3599-99","DRUGS","1826034","884694"
"SL20092154","SALT LAKE CITY","4","1","290","200 S 900 E                                                                                             ","01/04/2009","EAC","213","01/04/2009","2902-0","DAMAGED PROP","1898974","885521"
"SL20092223","SALT LAKE CITY","4","1","90G","300 E 400 S                                                                                             ","01/04/2009","CEC","212","01/04/2009","4102-0","LIQUOR","1894325","884415"
"SL20092137","SALT LAKE CITY","6","1","290","1600 E HARVARD AVE                                                                                       ","01/04/2009","YAL","233","01/04/2009","2902-0","DAMAGED PROP","1905180","878480"
"SL20092101","SALT LAKE CITY","4","1","250","400 S 500 E                                                                                             ","01/04/2009","CEC","214","01/04/2009","2501-0","FORGERY","1895856","883946"
"SL20092098","SALT LAKE CITY","5","1","23H","300 W HOPE AVE                                                                                          ","01/04/2009","PEF","231","01/04/2009","2399-0","LARCENY","1889051","876511"
"SL20092084","SALT LAKE CITY","4","1","90Z","600 S 800 E                                                                                             ","01/04/2009","EAC","215","01/04/2009","4902-0","ESCAPE","1898199","882589"
"SL20092067","SALT LAKE CITY","7","1","0","2700 S HIGHLAND DR                                                                                       ","01/04/2009","SUG","236","01/04/2009","5399-28","PUBLIC PEACE","1901741","866762"
"SL20092155","SALT LAKE CITY","5","1","0","900 S STATE ST                                                                                          ","01/04/2009","PEF","231","01/04/2009","5499-7","TRAFFIC","1892612","880411"
"SL20092110","SALT LAKE CITY","5","1","0","200 E CLEVELAND AVE                                                                                     ","01/04/2009","LIW","231","01/04/2009","5499-7","TRAFFIC","1893406","876235"
"SL20092337","SALT LAKE CITY","1","1","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2009","JOM","133","01/04/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20092051","SALT LAKE CITY","3","1","0","400 E SOUTH TEMPLE ST                                                                                   ","01/04/2009","AVE","211","01/04/2009","5399-23","PUBLIC PEACE","1895356","887580"
"SL20092035","SALT LAKE CITY","5","1","0","1000 S LINCOLN ST                                                                                        ","01/04/2009","EAL","232","01/04/2009","7399-99","PUBLIC ORDER","1899350","879258"
"SL20092242","SALT LAKE CITY",,"1","0",,"01/04/2009","40","40","01/04/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL20092309","SALT LAKE CITY","5","1","13B","1800 S MAIN ST                                                                                           ","01/04/2009","PEF","234","01/04/2009","1313-0","ASSAULT","1891794","873590"
"SL20092294","SALT LAKE CITY","6","1","23F","2300 E 1300 S                                                                                            ","01/04/2009","EAB","233","01/04/2009","2305-0","LARCENY","1910661","877594"
"SL20092291","SALT LAKE CITY","4","1","13B","300 E 300 S                                                                                             ","01/04/2009","CEC","212","01/04/2009","1313-0","ASSAULT","1894559","885147"
"SL20092267",,,"1","0",,"01/04/2009",,,"01/04/2009","7399-34","PUBLIC ORDER",,
"SL20092258","SALT LAKE CITY","4","1","35A","300 E 700 S                                                                                             ","01/04/2009","CEC","214","01/04/2009","3532-0","DRUGS","1894319","881979"
"SL20092272","SALT LAKE CITY","5","1","90Z","1300 S JEFFERSON ST                                                                                      ","01/04/2009","PEF","231","01/04/2009","4902-0","ESCAPE","1890633","877035"
"SL20092374","SALT LAKE CITY",,"1","0",,"01/04/2009","40","40","01/04/2009","7399-5","PUBLIC ORDER","1867367","893605"
"SL20092257","SALT LAKE CITY","5","1","90E","300 W HOPE AVE                                                                                          ","01/04/2009","PEF","231","01/04/2009","7399-26","PUBLIC ORDER","1889051","876511"
"SL20092243","SALT LAKE CITY","5","1","90E","1300 S JEFFERSON ST                                                                                      ","01/04/2009","PEF","231","01/04/2009","7399-26","PUBLIC ORDER","1890633","877035"
"SL20092234","SALT LAKE CITY","3","1","90Z","900 N BECK ST                                                                                           ","01/04/2009","CAH","111","01/04/2009","4902-0","ESCAPE","1889076","895235"
"SL20092212","SALT LAKE CITY","1","1","290","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2009","JOM","133","01/04/2009","2901-0","DAMAGED PROP","1866905","891511"
"SL20091941","SALT LAKE CITY","3","1","35A","600 W 200 N                                                                                             ","01/04/2009","STF","111","01/04/2009","3562-0","DRUGS","1886892","889137"
"SL20091968","SALT LAKE CITY","2","1","0","900 W FREMONT AVE                                                                                       ","01/04/2009","WSL","152","01/04/2009","5399-28","PUBLIC PEACE","1884461","878681"
"SL20091972","SALT LAKE CITY","4","1","90Z","200 S MAIN ST                                                                                           ","01/04/2009","DTN","113","01/04/2009","4803-0","OBST POLICE","1891898","885545"
"SL20091980","SALT LAKE CITY","2","1","90Z","1500 S CONCORD ST                                                                                        ","01/04/2009","WSL","153","01/04/2009","4902-0","ESCAPE","1881941","875580"
"SL20091983","SALT LAKE CITY","1","1","290","1900 W NORTH TEMPLE ST                                                                                   ","01/04/2009","JOM","133","01/04/2009","2901-0","DAMAGED PROP","1876037","888458"
"SL20092024","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4902-0","ESCAPE","1879513","882950"
"SL20092182","SALT LAKE CITY","2","1","35B","1100 S 900 W                                                                                             ","01/04/2009","WSL","152","01/04/2009","3550-0","DRUGS","1884739","878299"
"SL20092193","SALT LAKE CITY","6","1","13B","1700 S FOOTHILL DR                                                                                       ","01/04/2009","SUG","236","01/04/2009","1313-0","ASSAULT","1911481","874326"
"SL20092199","SALT LAKE CITY","3","1","90E","900 N BECK ST                                                                                           ","01/04/2009","CAH","111","01/04/2009","7399-26","PUBLIC ORDER","1889076","895235"
"SL20092231","SALT LAKE CITY","2","1","90Z","1100 S 900 W                                                                                             ","01/04/2009","WSL","152","01/04/2009","4902-0","ESCAPE","1884739","878299"
"SL20092345","SALT LAKE CITY","5","1","0","1800 S 400 E                                                                                             ","01/04/2009","LIW","234","01/04/2009","7399-1","PUBLIC ORDER","1895024","873495"
"SL20092014","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4802-0","OBST POLICE","1879513","882950"
"SL20092025","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4802-0","OBST POLICE","1879513","882950"
"SL20092180","SALT LAKE CITY","4","1","220","000 S 400 E                                                                                             ","01/04/2009","CEC","212","01/04/2009","2204-0","BURGLARY","1895077","887102"
"SL20092198","SALT LAKE CITY","4","1","35B","700 S 300 E                                                                                             ","01/04/2009","CEC","115","01/04/2009","3550-0","DRUGS","1894204","881788"
"SL20092338","SALT LAKE CITY","6","1","23F","2000 E 2100 S                                                                                            ","01/04/2009","SUG","236","01/04/2009","2305-0","LARCENY","1908248","871550"
"SL20092350","SALT LAKE CITY","4","1","13B","500 E 700 S                                                                                             ","01/04/2009","CEC","214","01/04/2009","1313-0","ASSAULT","1896205","882032"
"SL20092376","SALT LAKE CITY","4","1","90Z","000 S 500 E                                                                                             ","01/04/2009","CEC","212","01/04/2009","5309-1","PUBLIC PEACE","1895809","887127"
"SL20092002","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4802-0","OBST POLICE","1879513","882950"
"SL20092023","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4902-0","ESCAPE","1879513","882950"
"SL20092382","SALT LAKE CITY","2","1","23F","1100 S GLENDALE DR                                                                                       ","01/04/2009","WSL","152","01/04/2009","2305-0","LARCENY","1880841","878125"
"SL20092204","SALT LAKE CITY","5","1","0","1300 S 700 E                                                                                             ","01/04/2009","LIW","232","01/04/2009","5499-7","TRAFFIC","1897354","877424"
"SL20092206","SALT LAKE CITY","4","1","0","800 S 1300 E                                                                                            ","01/04/2009","EAC","215","01/04/2009","5499-8","TRAFFIC","1902124","880632"
"SL20092247","SALT LAKE CITY","7","1","0","1300 E 2700 S                                                                                            ","01/04/2009","SUG","236","01/04/2009","5499-8","TRAFFIC","1902429","866847"
"SL20092416","SALT LAKE CITY","4","1","90Z","500 W 200 S                                                                                             ","01/04/2009","DTN","112","01/04/2009","4902-0","ESCAPE","1887897","886025"
"SL20092421","SALT LAKE CITY","4","1","90J","000 W MARKET ST                                                                                         ","01/04/2009","DTN","113","01/05/2009","5707-0","INV OF PRIVACY","1891485","884821"
"SL20092385","SALT LAKE CITY","2","1","13B","1600 W SECRET GARDEN PL                                                                                  ","01/04/2009","WSL","153","01/04/2009","1313-0","ASSAULT","1879158","874883"
"SL20092401","SALT LAKE CITY","1","1","0","500 N MARION ST                                                                                         ","01/04/2009","STF","132","01/04/2009","5399-23","PUBLIC PEACE","1883608","891946"
"SL20092021","SALT LAKE CITY","2","1","0","1100 W CALIFORNIA AVE                                                                                    ","01/04/2009","WSL","153","01/04/2009","7399-6","PUBLIC ORDER","1882656","877047"
"SL20092449","SALT LAKE CITY","3","1","220","600 W 200 N                                                                                             ","01/04/2009","STF","111","01/05/2009","2202-0","BURGLARY","1886943","889137"
"SL20092033","SALT LAKE CITY","4","1","23F","400 S WEST TEMPLE ST                                                                                    ","01/04/2009","DTN","115","01/04/2009","2305-0","LARCENY","1891041","884374"
"SL20092414","SALT LAKE CITY","4","1","90E","000 S 500 E                                                                                             ","01/04/2009","CEC","212","01/04/2009","7399-26","PUBLIC ORDER","1895809","887308"
"SL20092104","SALT LAKE CITY","3","1","90E","100 N 200 W                                                                                             ","01/04/2009","CAH","111","01/04/2009","7399-26","PUBLIC ORDER","1890266","888740"
"SL20092060","SALT LAKE CITY","1","1","0","1700 W NOBILITY CIR                                                                                      ","01/04/2009","WES","131","01/04/2009","7399-99","PUBLIC ORDER","1877875","897384"
"SL20092483","SALT LAKE CITY",,"1","0",,"01/04/2009","YAL","233","01/05/2009","2499-15","STOLEN VEHICLE","1902449","877739"
"SL20092491","SALT LAKE CITY","3","1","240","600 N 800 W                                                                                             ","01/04/2009","ROP","131","01/05/2009","2499-17","STOLEN VEHICLE","1885590","892623"
"SL20092034","SALT LAKE CITY","5","1","90Z","000 E HARVARD AVE                                                                                       ","01/04/2009","PEF","231","01/04/2009","5007-0","OBST JUDICIAL","1892438","878664"
"SL20092079","SALT LAKE CITY","4","1","0","000 W 200 S                                                                                             ","01/04/2009","DTN","113","01/04/2009","7399-6","PUBLIC ORDER","1891728","885950"
"SL20092501","SALT LAKE CITY","2","2","0","1800 W 400 S                                                                                             ","01/05/2009","POP","154","01/05/2009","5499-12","TRAFFIC","1877760","884189"
"SL20092121","SALT LAKE CITY","1","1","290","1700 W PATRICIA WAY                                                                                      ","01/04/2009","JOM","133","01/04/2009","2902-0","DAMAGED PROP","1878023","890347"
"SL20092150","SALT LAKE CITY","1","1","90Z","1200 N CATHERINE ST                                                                                      ","01/04/2009","ROP","131","01/04/2009","5309-0","PUBLIC PEACE","1880193","897274"
"SL20092289","SALT LAKE CITY","1","1","13C","5200 W WILEY POST WAY                                                                                    ","01/04/2009","JOM","133","01/04/2009","1316-2","ASSAULT","1857338","889387"
"SL20092343","SALT LAKE CITY","1","1","13B","1100 N TAFFETA DR                                                                                        ","01/04/2009","ROP","131","01/04/2009","1313-0","ASSAULT","1883684","896598"
"SL20092356","SALT LAKE CITY","4","1","0","200 W 400 S                                                                                             ","01/04/2009","DTN","114","01/04/2009","7399-3","PUBLIC ORDER","1889838","884372"
"SL20092590","SALT LAKE CITY","5","1","290","900 S MCCLELLAND ST                                                                                     ","01/04/2009","EAL","232","01/05/2009","2902-0","DAMAGED PROP","1900144","879906"
"SL20092604","SALT LAKE CITY","4","1","23D","200 S 400 W                                                                                             ","01/04/2009","DTN","112","01/05/2009","2308-0","LARCENY","1888671","885980"
"SL20092577","SALT LAKE CITY",,"1","240","000 1ST AVE                                                                                             ","01/04/2009","AVE","211","01/05/2009","2499-13","STOLEN VEHICLE","1896044","887986"
"SL20092305","SALT LAKE CITY","1","1","0",,"01/04/2009","ROP","131","01/04/2009","5499-84","TRAFFIC","1881084","897371"
"SL20092766","SALT LAKE CITY","5","1","240","1400 S RICHARDS ST                                                                                       ","01/04/2009","PEF","231","01/05/2009","2499-13","STOLEN VEHICLE","1891451","876011"
"SL20092816","SALT LAKE CITY","4","1","23C","600 E 500 S                                                                                             ","01/04/2009","CEC","214","01/05/2009","2303-0","LARCENY","1897099","883554"
"SL20092851","SALT LAKE CITY","2","1","13C","1000 W EUCLID AVE                                                                                        ","01/04/2009","POP","151","01/05/2009","1316-3","ASSAULT","1883484","886376"
"SL20092842","SALT LAKE CITY","2","1","120","1900 W NORTH TEMPLE ST                                                                                   ","01/04/2009","POP","133","01/05/2009","1201-0","ROBBERY","1875968","888398"
"SL20092433","SALT LAKE CITY","4","1","90Z","300 E 700 S                                                                                             ","01/04/2009","CEC","214","01/05/2009","4902-0","ESCAPE","1894319","881979"
"SL20092448","SALT LAKE CITY","4","1","90Z","300 E 700 S                                                                                             ","01/04/2009","CEC","214","01/05/2009","4902-0","ESCAPE","1894319","881979"
"SL20092321","SALT LAKE CITY","5","1","23F","300 W HOPE AVE                                                                                          ","01/04/2009","PEF","231","01/04/2009","2305-0","LARCENY","1889051","876511"
"SL20092095","SALT LAKE CITY","7","1","23F","2700 S FILMORE ST                                                                                        ","01/04/2009","SUG","236","01/04/2009","2305-0","LARCENY","1903950","866840"
"SL20091937","SALT LAKE CITY","4","1","290","100 W 500 S                                                                                             ","01/04/2009","DTN","115","01/04/2009","2902-0","DAMAGED PROP","1890665","883638"
"SL20091940","SALT LAKE CITY","4","1","23F","400 S WEST TEMPLE ST                                                                                    ","01/04/2009","DTN","115","01/04/2009","2305-0","LARCENY","1891041","884374"
"SL20091946","SALT LAKE CITY","4","1","23F","100 W 500 S                                                                                             ","01/04/2009","DTN","115","01/04/2009","2305-0","LARCENY","1890665","883638"
"SL20091947","SALT LAKE CITY","4","1","23F","100 W 500 S                                                                                             ","01/04/2009","DTN","115","01/04/2009","2305-0","LARCENY","1890665","883638"
"SL20092003","SALT LAKE CITY","4","1","23H","200 S RIO GRANDE ST                                                                                     ","01/04/2009","DTN","112","01/04/2009","2399-0","LARCENY","1888238","885862"
"SL20092127","SALT LAKE CITY","5","1","290","200 E EDITH AVE                                                                                         ","01/04/2009","WEL","231","01/04/2009","2902-0","DAMAGED PROP","1894074","877819"
"SL20092147","SALT LAKE CITY","5","1","23F","1800 S 300 W                                                                                             ","01/04/2009","PEF","234","01/04/2009","2305-0","LARCENY","1889412","873503"
"SL20092179","SALT LAKE CITY","7","1","23F","900 E 2700 S                                                                                            ","01/04/2009","SUG","235","01/04/2009","2305-0","LARCENY","1899576","866914"
"SL20092187","SALT LAKE CITY","7","1","23F","2700 S 900 E                                                                                             ","01/04/2009","SUG","235","01/04/2009","2305-0","LARCENY","1898881","866872"
"SL20092260","SALT LAKE CITY","7","1","23G","2600 E STRINGHAM AVE                                                                                     ","01/04/2009","SUG","236","01/04/2009","2304-0","LARCENY","1913261","869945"
"SL20092273","SALT LAKE CITY","2","1","23H","200 N 800 W                                                                                             ","01/04/2009","STF","132","01/04/2009","2309-0","LARCENY","1885576","889394"
"SL20094536","SALT LAKE CITY",,"5","0",,"01/08/2009","40","40","01/08/2009","7399-3","PUBLIC ORDER","1869739","890270"
"SL20092281","SALT LAKE CITY","6","1","23F","2300 E 1300 S                                                                                            ","01/04/2009","EAB","233","01/04/2009","2305-0","LARCENY","1910661","877594"
"SL20092296","SALT LAKE CITY","3","1","23F","400 N E ST                                                                                              ","01/04/2009","AVE","211","01/04/2009","2305-0","LARCENY","1895671","891440"
"SL20092308","SALT LAKE CITY","4","1","0","100 W PIERPONT AVE                                                                                      ","01/04/2009","DTN","113","01/04/2009","7399-6","PUBLIC ORDER","1890717","885557"
"SL20092315","SALT LAKE CITY","5","1","290","300 W HOPE AVE                                                                                          ","01/04/2009","PEF","231","01/04/2009","2902-0","DAMAGED PROP","1889051","876511"
"SL20092371","SALT LAKE CITY","5","1","23F","1100 E PRINCETON AVE                                                                                     ","01/04/2009","EAC","232","01/04/2009","2305-0","LARCENY","1900876","878180"
"SL20092399","SALT LAKE CITY","5","1","290","300 E WILLIAMS AVE                                                                                      ","01/04/2009","WEL","232","01/04/2009","2902-0","DAMAGED PROP","1894812","879542"
"SL20093856","SALT LAKE CITY","2","1","90Z","1500 W 600 S                                                                                             ","01/04/2009","POP","151","01/04/2009","4902-0","ESCAPE","1879513","882950"
"SL20097618","SALT LAKE CITY","3","1","0","1200 E FAIRFAX RD                                                                                        ","01/04/2009","AVE","211","01/13/2009","7399-6","PUBLIC ORDER","1902787","890242"
"SL200911379","SALT LAKE CITY","1","1","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2009","WES","133","01/19/2009","7399-6","PUBLIC ORDER","1867036","893752"
"SL200921212","SALT LAKE CITY","4","1","23H","200 W 600 S                                                                                             ","01/04/2009","PEF","114","02/05/2009","2399-0","LARCENY","1890015","882788"
"SL200923686","SALT LAKE CITY","2","1","23H","2000 S 900 W                                                                                             ","01/04/2009","WSL","153","02/09/2009","2304-1","LARCENY","1884684","872260"
"SL200932748","SALT LAKE CITY","2","1","250","1100 W 2100 S                                                                                            ","01/04/2009","WSL","153","02/23/2009","2501-0","FORGERY","1883002","871813"
"SL200938534","SALT LAKE CITY","3","1","90Z","600 E 4TH AVE                                                                                           ","01/04/2009","AVE","211","03/04/2009","5309-0","PUBLIC PEACE","1897769","889253"
"SL20101985","SALT LAKE CITY","2","1","26B","1900 S 900 W                                                                                             ","01/04/2009","WSL","153","01/04/2010","2605-0","FRAUD","1884656","872570"
"SL20092994","MAGNA",,"2","90Z",,"01/05/2009","11","11","01/05/2009","3599-99","DRUGS","1826034","884694"
"SL20092999","MAGNA",,"2","90Z",,"01/05/2009","11","11","01/05/2009","3599-99","DRUGS","1826034","884694"
"SL20092443","SALT LAKE CITY","5","2","0","100 W GOLTZ AVE                                                                                         ","01/05/2009","PEF","231","01/05/2009","5499-12","TRAFFIC","1890589","878903"
"SL20092445","SALT LAKE CITY","2","2","0","500 N DEXTER ST                                                                                         ","01/05/2009","STF","132","01/05/2009","5499-12","TRAFFIC","1885193","892096"
