"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2009281","SALT LAKE CITY","2","5","220","1600 W BRAMPTON WAY                                                                                      ","01/01/2009","POP","151","01/01/2009","2202-0","BURGLARY","1878762","882995"
"SL2009318","SALT LAKE CITY","4","5","240","300 E 400 S                                                                                             ","01/01/2009","CEC","212","01/01/2009","2499-17","STOLEN VEHICLE","1894325","884415"
"SL2009203","SALT LAKE CITY","4","5","90Z","800 S 1000 E                                                                                            ","01/01/2009","EAC","215","01/01/2009","4902-0","ESCAPE","1899853","880991"
"SL2009249","SALT LAKE CITY","4","5","0","500 S 400 E                                                                                             ","01/01/2009","CEC","214","01/01/2009","7399-25","PUBLIC ORDER","1895062","883180"
"SL2009284","SALT LAKE CITY","5","5","220","1400 S WEST TEMPLE ST                                                                                    ","01/01/2009","PEF","231","01/01/2009","2202-0","BURGLARY","1891008","876217"
"SL2009332","SALT LAKE CITY","4","5","220","1000 E SOUTH TEMPLE ST                                                                                   ","01/01/2009","EAC","213","01/01/2009","2205-0","BURGLARY","1900209","887500"
"SL2009295","SALT LAKE CITY","4","5","23C","700 S STATE ST                                                                                          ","01/01/2009","PEF","115","01/01/2009","2303-0","LARCENY","1892617","881581"
"SL2009303","SALT LAKE CITY","4","5","90G","600 E 600 S                                                                                             ","01/01/2009","CEC","214","01/01/2009","4104-0","LIQUOR","1896745","882763"
"SL2009320","SALT LAKE CITY","4","5","90Z","700 S STATE ST                                                                                          ","01/01/2009","PEF","115","01/01/2009","4902-0","ESCAPE","1892617","881581"
"SL2009390","SALT LAKE CITY","4","5","90Z","600 S 700 E                                                                                             ","01/01/2009","CEC","214","01/01/2009","5007-0","OBST JUDICIAL","1897376","882778"
"SL2009327","SALT LAKE CITY","2","5","120","000 N 900 W                                                                                             ","01/01/2009","POP","132","01/01/2009","1201-0","ROBBERY","1884719","888113"
"SL2009393","SALT LAKE CITY",,"5","0",,"01/01/2009","40","40","01/01/2009","5499-6","TRAFFIC","1869739","890270"
"SL2009418","SALT LAKE CITY","4","5","0","200 S 400 E                                                                                             ","01/01/2009","CEC","212","01/01/2009","5499-12","TRAFFIC","1895040","885431"
"SL2009558","SALT LAKE CITY","1","5","90Z","500 N TERMINAL SOUTHBOUND DR                                                                            ","01/01/2009","JOM","133","01/01/2009","4902-0","ESCAPE","1865746","891599"
"SL2009439","SALT LAKE CITY","2","5","0","100 N 800 W                                                                                             ","01/01/2009","STF","132","01/01/2009","2499-14","STOLEN VEHICLE","1885574","888810"
"SL2009448","SALT LAKE CITY","4","5","35A","400 W 200 S                                                                                             ","01/01/2009","DTN","112","01/01/2009","3532-0","DRUGS","1888688","886022"
"SL2009425","SALT LAKE CITY","5","5","290","200 E 900 S                                                                                             ","01/01/2009","WEL","231","01/01/2009","2901-0","DAMAGED PROP","1894072","880395"
"SL2009366","SALT LAKE CITY","4","5","0","200 E 300 S                                                                                             ","01/01/2009","CEC","113","01/01/2009","7399-25","PUBLIC ORDER","1894088","885149"
"SL2009412","SALT LAKE CITY","4","5","13B","300 W 400 S                                                                                             ","01/01/2009","DTN","112","01/01/2009","4801-0","OBST POLICE","1889084","884435"
"SL200985","SALT LAKE CITY","2","5","0","300 S 1000 W                                                                                            ","01/01/2009","POP","151","01/01/2009","5399-30","PUBLIC PEACE","1883913","884813"
"SL2009479","SALT LAKE CITY","4","5","220","700 S 500 E                                                                                             ","01/01/2009","CEC","214","01/01/2009","2202-0","BURGLARY","1895787","881411"
"SL2009391","SALT LAKE CITY","2","5","90E","1000 W WENCO DR                                                                                          ","01/01/2009","WSL","153","01/01/2009","7399-26","PUBLIC ORDER","1883518","875133"
"SL2009477","SALT LAKE CITY","2","5","40A","1400 W NORTH TEMPLE ST                                                                                   ","01/01/2009","JOM","132","01/01/2009","4004-3","COMMERCIAL SEX","1880249","888441"
"SL2009375","SALT LAKE CITY","2","5","23C","100 N 900 W                                                                                             ","01/01/2009","STF","132","01/01/2009","2303-0","LARCENY","1884782","888792"
"SL2009474","SALT LAKE CITY","6","5","0","1500 E HOLLYWOOD AVE                                                                                     ","01/01/2009","SUG","236","01/01/2009","5399-28","PUBLIC PEACE","1903781","872233"
"SL2009498","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/01/2009","JOM","133","01/01/2009","7399-5","PUBLIC ORDER","1866905","891511"
"SL2009413","SALT LAKE CITY","4","5","90E","000 E 200 S                                                                                             ","01/01/2009","DTN","113","01/01/2009","7399-26","PUBLIC ORDER","1892440","886008"
"SL2009440","SALT LAKE CITY","7","5","220","1200 E HUDSON AVE                                                                                        ","01/01/2009","SUG","235","01/01/2009","2204-0","BURGLARY","1901561","864876"
"SL2009369","SALT LAKE CITY","2","5","520","800 W 400 N                                                                                             ","01/01/2009","STF","132","01/01/2009","5202-0","WEAPON OFFENSE","1885528","890787"
"SL2009548","SALT LAKE CITY","1","5","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/01/2009","WES","133","01/01/2009","7399-5","PUBLIC ORDER","1866562","893915"
"SL2009340","SALT LAKE CITY","4","5","13B","100 W PIERPONT AVE                                                                                      ","01/01/2009","DTN","113","01/01/2009","1313-0","ASSAULT","1890717","885557"
"SL2009540","SALT LAKE CITY","4","5","90Z","500 S 200 W                                                                                             ","01/01/2009","PEF","114","01/01/2009","4902-0","ESCAPE","1890244","883139"
"SL2009484","SALT LAKE CITY","4","5","35B","500 W 200 S                                                                                             ","01/01/2009","DTN","112","01/01/2009","3550-0","DRUGS","1887411","886027"
"SL2009567","SALT LAKE CITY","5","5","0","500 E 1700 S                                                                                            ","01/01/2009","LIW","234","01/01/2009","5499-12","TRAFFIC","1896170","874457"
"SL2009432","SALT LAKE CITY","7","5","23C","2200 S 1300 E                                                                                            ","01/01/2009","SUG","236","01/01/2009","2303-0","LARCENY","1902124","869942"
"SL20091550","SALT LAKE CITY",,"7","0",,"01/03/2009","40","40","01/03/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL2009368","SALT LAKE CITY","2","5","13B","800 W JACKSON AVE                                                                                       ","01/01/2009","STF","132","01/01/2009","4801-1","OBST POLICE","1885536","888816"
"SL2009521","SALT LAKE CITY",,"5","0",,"01/01/2009","40","40","01/01/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL2009426","SALT LAKE CITY","4","5","90Z","1000 E 400 S                                                                                             ","01/01/2009","EAC","213","01/01/2009","5309-0","PUBLIC PEACE","1900063","884334"
"SL2009579","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/01/2009","JOM","133","01/01/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL2009325","SALT LAKE CITY","3","5","0","200 W 600 N                                                                                             ","01/01/2009","CAH","111","01/01/2009","5399-23","PUBLIC PEACE","1890023","892293"
