"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2007873","MAGNA",,"4","90Z",,"01/03/2007","11","11","01/03/2007","3599-99","DRUGS","1826034","884694"
"SL20071489","SALT LAKE CITY","3","4","0","000 N M ST                                                                                              ","01/03/2007","AVE","211","01/03/2007","7399-11","PUBLIC ORDER","1898910","887805"
"SL20071444","SALT LAKE CITY","2","4","220","1100 S GLENDALE DR                                                                                       ","01/03/2007","WSL","152","01/03/2007","2203-0","BURGLARY","1880416","878511"
"SL20071570","SALT LAKE CITY","4","4","0","700 S WEST TEMPLE ST                                                                                    ","01/03/2007","PEF","115","01/03/2007","5499-12","TRAFFIC","1891030","881617"
"SL20071502","SALT LAKE CITY","2","4","90I","1400 W BURBANK AVE                                                                                       ","01/03/2007","WSL","152","01/03/2007","5324-0","PUBLIC PEACE","1880306","878271"
"SL20071578","SALT LAKE CITY","1","4","23D","1600 W 700 N                                                                                             ","01/03/2007","JOM","132","01/03/2007","2308-0","LARCENY","1879201","893122"
"SL20071583","SALT LAKE CITY","3","4","0","700 E EDGEHILL RD                                                                                       ","01/03/2007","AVE","211","01/03/2007","5499-12","TRAFFIC","1898726","894916"
"SL20071609","SALT LAKE CITY","4","4","90D","000 E 900 S                                                                                             ","01/03/2007","PEF","115","01/03/2007","5404-0","TRAFFIC","1892588","880460"
"SL20071590","SALT LAKE CITY","4","4","23F","000 S RIO GRANDE ST                                                                                     ","01/03/2007","DTN","112","01/03/2007","2305-0","LARCENY","1888237","887060"
"SL20071383","SALT LAKE CITY","3","4","90Z","200 W SOUTH TEMPLE ST                                                                                   ","01/03/2007","CAH","112","01/03/2007","5401-0","TRAFFIC","1890268","887600"
"SL20071461","SALT LAKE CITY","7","4","23F","2400 E PARLEYS WAY                                                                                       ","01/03/2007","SUG","236","01/03/2007","2305-0","LARCENY","1911432","870485"
"SL20071344","SALT LAKE CITY","4","4","220","500 E 800 S                                                                                             ","01/03/2007","CEC","214","01/03/2007","2202-0","BURGLARY","1896098","881240"
"SL20071610","SALT LAKE CITY","7","4","23F","2200 S 1300 E                                                                                            ","01/03/2007","SUG","236","01/03/2007","2305-0","LARCENY","1902126","870438"
"SL2007876","MAGNA",,"4","90Z",,"01/03/2007","11","11","01/03/2007","3599-99","DRUGS","1826034","884694"
"SL20071631","SALT LAKE CITY","4","4","0","400 E HOOVER PL                                                                                         ","01/03/2007","CEC","214","01/03/2007","5499-6","TRAFFIC","1895282","880794"
"SL20071429","SALT LAKE CITY","4","4","0","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","5399-28","PUBLIC PEACE","1887938","885839"
"SL20071529","SALT LAKE CITY","4","4","13B","000 S RIO GRANDE ST                                                                                     ","01/03/2007","DTN","112","01/03/2007","1313-0","ASSAULT","1888237","887060"
"SL20071521","SALT LAKE CITY","5","4","13B","1000 E KENSINGTON AVE                                                                                    ","01/03/2007","EAC","232","01/03/2007","1313-0","ASSAULT","1900344","875473"
"SL20071492","SALT LAKE CITY","4","4","35B","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","3550-0","DRUGS","1887879","885988"
"SL20071576","SALT LAKE CITY","2","4","120","1000 W NORTH TEMPLE ST                                                                                   ","01/03/2007","POP","132","01/03/2007","1201-0","ROBBERY","1883858","888367"
"SL20071507","SALT LAKE CITY","4","4","90Z","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","4902-0","ESCAPE","1887879","885988"
"SL20071508","SALT LAKE CITY","4","4","90Z","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","4902-0","ESCAPE","1887878","885890"
"SL20071571","SALT LAKE CITY","3","4","23F","200 W SOUTH TEMPLE ST                                                                                   ","01/03/2007","CAH","112","01/03/2007","2305-0","LARCENY","1889888","887601"
"SL20071584","SALT LAKE CITY","4","4","120","300 S 300 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","1202-0","ROBBERY","1889517","884579"
"SL20071612","SALT LAKE CITY","4","4","23F","300 S STATE ST                                                                                          ","01/03/2007","DTN","113","01/03/2007","2305-0","LARCENY","1892631","885175"
"SL20071628","SALT LAKE CITY","4","4","90J","300 S 400 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","5707-0","INV OF PRIVACY","1888666","884796"
"SL20071072","SALT LAKE CITY","4","4","35A","100 W 600 S                                                                                             ","01/03/2007","PEF","115","01/03/2007","3562-0","DRUGS","1890631","882845"
"SL20071132","SALT LAKE CITY","5","4","90Z","1100 S STATE ST                                                                                          ","01/03/2007","PEF","231","01/03/2007","5309-1","PUBLIC PEACE","1892605","878531"
"SL20071143","SALT LAKE CITY","5","4","0","200 E EDITH AVE                                                                                         ","01/03/2007","WEL","231","01/03/2007","7399-3","PUBLIC ORDER","1893615","877760"
"SL20071122","SALT LAKE CITY","5","4","0","200 E EDITH AVE                                                                                         ","01/03/2007","WEL","231","01/03/2007","2499-16","STOLEN VEHICLE","1893615","877760"
"SL20071207","SALT LAKE CITY","4","4","0","300 E 200 S                                                                                             ","01/03/2007","CEC","212","01/03/2007","7399-5","PUBLIC ORDER","1894390","886000"
"SL20071585","SALT LAKE CITY","5","4","23D","1700 S MAIN ST                                                                                           ","01/03/2007","PEF","234","01/03/2007","2308-0","LARCENY","1891856","874188"
"SL20071653","SALT LAKE CITY","4","4","90Z","400 E HOOVER PL                                                                                         ","01/03/2007","CEC","214","01/03/2007","4902-0","ESCAPE","1895282","880794"
"SL20071661","SALT LAKE CITY","3","4","90G","700 E EDGEHILL RD                                                                                       ","01/03/2007","AVE","211","01/03/2007","4104-0","LIQUOR","1898880","894856"
"SL20071291","SALT LAKE CITY","1","4","0",,"01/03/2007","JOM","133","01/03/2007","5399-23","PUBLIC PEACE","1866905","891511"
"SL20071121","SALT LAKE CITY","2","4","240","000 S 2400 W                                                                                            ","01/03/2007","POP","133","01/03/2007","2499-17","STOLEN VEHICLE","1873322","887550"
