"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2007751","SALT LAKE CITY","4","3","90Z","700 S STATE ST                                                                                          ","01/02/2007","PEF","115","01/02/2007","4902-0","ESCAPE","1892617","881581"
"SL2007733","SALT LAKE CITY","4","3","23C","700 S STATE ST                                                                                          ","01/02/2007","PEF","115","01/02/2007","2303-0","LARCENY","1892617","881581"
"SL2007727","SALT LAKE CITY","7","3","290","1000 E CRANDALL AVE                                                                                      ","01/02/2007","SUG","235","01/02/2007","2902-0","DAMAGED PROP","1900212","865495"
"SL2007978","SALT LAKE CITY","4","3","26B","500 E 400 S                                                                                             ","01/02/2007","CEC","212","01/02/2007","2605-0","FRAUD","1896224","884378"
"SL2007965","SALT LAKE CITY","7","3","23F","1000 E 2100 S                                                                                            ","01/02/2007","SUG","235","01/02/2007","2305-0","LARCENY","1900255","871553"
"SL2007705","SALT LAKE CITY","2","3","23D","1900 S MILESTONE DR                                                                                      ","01/02/2007","WSL","154","01/02/2007","2308-0","LARCENY","1871336","873237"
"SL2007849","SALT LAKE CITY","4","3","0","200 E 400 S                                                                                             ","01/02/2007","CEC","115","01/02/2007","5399-28","PUBLIC PEACE","1893540","884358"
"SL2007970","SALT LAKE CITY","2","3","23F","400 S CHEYENNE ST                                                                                       ","01/02/2007","POP","151","01/02/2007","2305-0","LARCENY","1879933","883943"
"SL2007851","SALT LAKE CITY","5","3","90I","300 W HOPE AVE                                                                                          ","01/02/2007","PEF","231","01/02/2007","5324-0","PUBLIC PEACE","1889051","876511"
"SL2007858",,,"3","90J",,"01/02/2007","40","40","01/02/2007","5707-0","INV OF PRIVACY","1886709","891203"
"SL2007863","SALT LAKE CITY","4","3","90G","000 S RIO GRANDE ST                                                                                     ","01/02/2007","DTN","112","01/02/2007","4104-0","LIQUOR","1888237","887060"
"SL2007896","SALT LAKE CITY","4","3","90Z","300 W 400 S                                                                                             ","01/02/2007","DTN","112","01/02/2007","4902-0","ESCAPE","1889084","884435"
"SL2007916","SALT LAKE CITY","4","3","0","100 S 500 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","5399-28","PUBLIC PEACE","1887940","886201"
"SL2007897","SALT LAKE CITY","4","3","0","200 S 500 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","5399-28","PUBLIC PEACE","1887878","885890"
"SL2007900","SALT LAKE CITY","4","3","0","300 S 400 E                                                                                             ","01/02/2007","CEC","212","01/02/2007","7399-1","PUBLIC ORDER","1895009","885151"
"SL20071001","SALT LAKE CITY","7","3","0","700 E ASHTON AVE                                                                                        ","01/02/2007","SUG","235","01/02/2007","7399-7","PUBLIC ORDER","1897924","869483"
"SL2007907","SALT LAKE CITY","3","3","13A","600 W NORTH TEMPLE ST                                                                                   ","01/02/2007","CAH","112","01/02/2007","1305-0","ASSAULT","1886886","888355"
"SL2007926","SALT LAKE CITY","6","3","0","1700 E HARVARD AVE                                                                                       ","01/02/2007","YAL","233","01/02/2007","5499-5","TRAFFIC","1905392","878419"
"SL2007927","SALT LAKE CITY","4","3","90Z","300 S 400 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","5499-0","TRAFFIC","1888726","884795"
"SL20071020","SALT LAKE CITY","3","3","23F","700 E 3RD AVE                                                                                           ","01/02/2007","AVE","211","01/02/2007","2305-0","LARCENY","1898170","888836"
"SL20071027","SALT LAKE CITY","5","3","90Z","1800 S MAIN ST                                                                                           ","01/02/2007","PEF","234","01/03/2007","4902-0","ESCAPE","1891793","873500"
"SL2007929","SALT LAKE CITY","1","3","120","1200 W 500 N                                                                                             ","01/02/2007","STF","132","01/02/2007","1201-0","ROBBERY","1881911","891534"
"SL2007939","SALT LAKE CITY","4","3","35A","200 S RIO GRANDE ST                                                                                     ","01/02/2007","DTN","112","01/02/2007","3532-0","DRUGS","1888238","885930"
"SL2007945","SALT LAKE CITY","3","3","13C","600 W NORTH TEMPLE ST                                                                                   ","01/02/2007","CAH","112","01/02/2007","1316-2","ASSAULT","1886886","888355"
"SL2007949","SALT LAKE CITY","4","3","90J","200 S RIO GRANDE ST                                                                                     ","01/02/2007","DTN","112","01/02/2007","5707-0","INV OF PRIVACY","1888298","885835"
"SL2007953","SALT LAKE CITY","4","3","90J","200 S 500 W                                                                                             ","01/02/2007","DTN","112","01/02/2007","5707-0","INV OF PRIVACY","1887937","885587"
"SL2007964","SALT LAKE CITY","7","3","23F","2200 S 600 E                                                                                             ","01/02/2007","SUG","235","01/02/2007","2305-0","LARCENY","1896530","870349"
"SL2007968","SALT LAKE CITY","4","3","26C","400 S 400 W                                                                                             ","01/02/2007","DTN","114","01/02/2007","2699-11","FRAUD","1888723","884003"
"SL2007971","SALT LAKE CITY","7","3","290","2200 S 600 E                                                                                             ","01/02/2007","SUG","235","01/02/2007","2902-0","DAMAGED PROP","1896530","870349"
"SL2007973","SALT LAKE CITY","4","3","90G","200 W SOUTH TEMPLE ST                                                                                   ","01/02/2007","DTN","112","01/02/2007","4104-0","LIQUOR","1890161","887540"
"SL2007987","SALT LAKE CITY","5","3","35A","1800 S MAIN ST                                                                                           ","01/02/2007","PEF","234","01/02/2007","3522-0","DRUGS","1891794","873590"
"SL2007989","SALT LAKE CITY","2","3","220","1600 S RIVERSIDE DR                                                                                      ","01/02/2007","WSL","153","01/02/2007","2299-10","BURGLARY","1883052","874735"
"SL2007995","SALT LAKE CITY","4","3","0","100 S STATE ST                                                                                          ","01/02/2007","DTN","113","01/02/2007","7399-99","PUBLIC ORDER","1892635","886298"
"SL2007703","SALT LAKE CITY","3","3","0","100 E SOUTH TEMPLE ST                                                                                   ","01/02/2007","AVE","211","01/02/2007","5499-8","TRAFFIC","1892755","887590"
"SL2007808","SALT LAKE CITY","5","3","0","300 W 1700 S                                                                                            ","01/02/2007","PEF","231","01/02/2007","5499-8","TRAFFIC","1889423","874546"
"SL2007815","SALT LAKE CITY","7","3","0","1700 S 1100 E                                                                                            ","01/02/2007","SUG","235","01/02/2007","5499-8","TRAFFIC","1900516","874458"
"SL2007830","SALT LAKE CITY","7","3","0","800 E 2100 S                                                                                            ","01/02/2007","SUG","235","01/02/2007","5499-8","TRAFFIC","1898243","871502"
"SL20071005","SALT LAKE CITY","6","3","220","1800 E HARRISON AVE                                                                                      ","01/02/2007","WAH","233","01/02/2007","2204-0","BURGLARY","1906825","876781"
"SL2007726","SALT LAKE CITY","2","3","23H","3200 W CALIFORNIA AVE                                                                                    ","01/02/2007","WSL","154","01/02/2007","2306-0","LARCENY","1870426","877089"
"SL2007642","SALT LAKE CITY",,"3","0","000 NORTH TEMPLE ST                                                                                     ","01/02/2007","STF","132","01/02/2007","5499-7","TRAFFIC","1884750","888394"
"SL2007722","SALT LAKE CITY",,"3","0","000 800 S                                                                                               ","01/02/2007","CEC","115","01/02/2007","5499-7","TRAFFIC","1892645","881223"
"SL2007736","SALT LAKE CITY","5","3","0","300 W HOPE AVE                                                                                          ","01/02/2007","PEF","231","01/02/2007","5499-8","TRAFFIC","1889051","876511"
"SL2007758","SALT LAKE CITY",,"3","0","000 400 S                                                                                               ","01/02/2007","CEC","212","01/02/2007","5499-7","TRAFFIC","1896621","884377"
"SL2007847","SALT LAKE CITY",,"3","0","000 700 E                                                                                               ","01/02/2007","SUG","234","01/02/2007","5499-8","TRAFFIC","1897372","874482"
"SL20071209","SALT LAKE CITY","4","3","26B","500 E 400 S                                                                                             ","01/02/2007","CEC","214","01/03/2007","2605-0","FRAUD","1896095","884349"
"SL20071225","SALT LAKE CITY",,"3","23D",,"01/02/2007","40","40","01/03/2007","2308-0","LARCENY","1877885","878192"
"SL2007778","SALT LAKE CITY","5","3","23H","900 E BRYAN AVE                                                                                         ","01/02/2007","EAC","232","01/02/2007","2399-0","LARCENY","1899490","875149"
"SL20071296","SALT LAKE CITY","1","3","13B","700 N REDWOOD RD                                                                                        ","01/02/2007","ROP","131","01/03/2007","1313-0","ASSAULT","1878562","893258"
"SL2007821","SALT LAKE CITY","1","3","220","1000 N GARNETTE CIR                                                                                      ","01/02/2007","ROP","131","01/02/2007","2202-0","BURGLARY","1879701","896217"
"SL20071331","SALT LAKE CITY","5","3","26B","1000 E 900 S                                                                                             ","01/02/2007","EAL","232","01/03/2007","2605-0","FRAUD","1900435","880373"
"SL2007781","SALT LAKE CITY","2","3","220","1500 W HAYES AVE                                                                                         ","01/02/2007","WSL","152","01/02/2007","2204-0","BURGLARY","1879737","880224"
"SL20071348","SALT LAKE CITY","6","3","23F","1400 S FOOTHILL DR                                                                                       ","01/02/2007","BOH","233","01/03/2007","2305-0","LARCENY","1909993","876612"
"SL2007871","MAGNA",,"3","90Z",,"01/02/2007","11","11","01/02/2007","3599-99","DRUGS","1826034","884694"
"SL20071137","SALT LAKE CITY","2","3","23D","1500 S GLADIOLA ST                                                                                       ","01/02/2007","WSL","154","01/03/2007","2308-0","LARCENY","1869458","876261"
"SL2007872","MAGNA",,"3","90Z",,"01/02/2007","11","11","01/02/2007","3599-99","DRUGS","1826034","884694"
"SL2007934","SALT LAKE CITY","1","3","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","WES","133","01/02/2007","7399-1","PUBLIC ORDER","1867036","893752"
"SL20071478","SALT LAKE CITY","2","3","13C","500 S CHEYENNE ST                                                                                       ","01/02/2007","POP","151","01/03/2007","1316-2","ASSAULT","1879931","883383"
"SL2007998","SALT LAKE CITY","2","3","23C","1100 W CALIFORNIA AVE                                                                                    ","01/02/2007","WSL","153","01/02/2007","2303-0","LARCENY","1882656","877047"
"SL2007874","MAGNA",,"3","90Z",,"01/02/2007","11","11","01/02/2007","3599-99","DRUGS","1826034","884694"
"SL20071400","SALT LAKE CITY","2","3","13B","1200 S 3200 W                                                                                            ","01/02/2007","WSL","154","01/03/2007","1399-2","ASSAULT","1870573","877905"
"SL2007963","SALT LAKE CITY","4","3","0","700 S 500 E                                                                                             ","01/02/2007","CEC","214","01/02/2007","7399-1","PUBLIC ORDER","1895848","881724"
"SL2007914","SALT LAKE CITY","5","3","13C","1500 S MAJOR ST                                                                                          ","01/02/2007","PEF","231","01/02/2007","1316-2","ASSAULT","1892197","875040"
"SL2007835","SALT LAKE CITY","7","3","23F","2100 S HIGHLAND DR                                                                                       ","01/02/2007","SUG","235","01/02/2007","2305-0","LARCENY","1900504","871312"
"SL2007698","SALT LAKE CITY","5","3","0","100 E 1300 S                                                                                            ","01/02/2007","LIW","231","01/02/2007","7399-99","PUBLIC ORDER","1892939","877426"
"SL2007806","SALT LAKE CITY","3","3","23F","300 W 800 N                                                                                             ","01/02/2007","CAH","111","01/02/2007","2305-0","LARCENY","1889319","893879"
"SL20071883","SALT LAKE CITY","4","3","26B","400 S 500 E                                                                                             ","01/02/2007","CEC","214","01/04/2007","2605-0","FRAUD","1895798","884356"
"SL20072048","SALT LAKE CITY","4","3","23D","300 S 300 E                                                                                             ","01/02/2007","CEC","113","01/04/2007","2308-0","LARCENY","1894215","884775"
"SL20072524","SALT LAKE CITY","4","3","26B","500 E 400 S                                                                                             ","01/02/2007","CEC","214","01/05/2007","2605-0","FRAUD","1896095","884349"
"SL20071469","SALT LAKE CITY","4","3","26B","400 S 500 E                                                                                             ","01/02/2007","CEC","214","01/03/2007","2605-0","FRAUD","1895798","884356"
"SL2007790","SALT LAKE CITY","7","3","0","2100 S LINCOLN ST                                                                                        ","01/02/2007","SUG","235","01/02/2007","5499-8","TRAFFIC","1899285","871511"
"SL20073267","SALT LAKE CITY","4","3","26B","500 E 400 S                                                                                             ","01/02/2007","CEC","212","01/06/2007","2605-0","FRAUD","1896248","884408"
"SL2007952","SALT LAKE CITY","4","3","23F","600 E 500 S                                                                                             ","01/02/2007","CEC","214","01/02/2007","2305-0","LARCENY","1897094","883554"
"SL20073926","SALT LAKE CITY","3","3","0","400 N 600 W                                                                                             ","01/02/2007","STF","111","01/07/2007","7399-6","PUBLIC ORDER","1887166","890764"
"SL20074331","SALT LAKE CITY","4","3","26B","800 E 800 S                                                                                             ","01/02/2007","EAC","215","01/08/2007","2605-0","FRAUD","1898760","881171"
"SL2007667","SALT LAKE CITY","1","3","90Z","600 N 3800 W                                                                                            ","01/02/2007","JOM","133","01/02/2007","5401-0","TRAFFIC","1866569","892391"
"SL2007884","MAGNA",,"3","90Z",,"01/02/2007","11","11","01/02/2007","3599-99","DRUGS","1826034","884694"
"SL20071009","SALT LAKE CITY","5","3","0","100 W 1300 S                                                                                            ","01/02/2007","PEF","231","01/02/2007","5499-7","TRAFFIC","1890364","877494"
"SL20074942","SALT LAKE CITY","7","3","0","2100 S 600 E                                                                                             ","01/02/2007","SUG","235","01/09/2007","7399-6","PUBLIC ORDER","1896534","870778"
"SL20072745","SALT LAKE CITY","5","3","90Z","1800 S 300 W                                                                                             ","01/02/2007","PEF","234","01/05/2007","5401-0","TRAFFIC","1889412","873552"
"SL20075278","SALT LAKE CITY","2","3","23D","1900 W NORTH TEMPLE ST                                                                                   ","01/02/2007","POP","133","01/09/2007","2308-0","LARCENY","1875968","888398"
"SL2007526","SALT LAKE CITY","3","3","0","000 E NORTH TEMPLE ST                                                                                   ","01/02/2007","CAH","113","01/02/2007","5499-7","TRAFFIC","1892269","888334"
"SL2007540","SALT LAKE CITY","3","3","0","200 E 6TH AVE                                                                                           ","01/02/2007","AVE","211","01/02/2007","5499-8","TRAFFIC","1894202","890039"
"SL2007947","SALT LAKE CITY","1","3","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2007","WES","133","01/02/2007","5499-7","TRAFFIC","1867036","893752"
"SL2007817","SALT LAKE CITY","1","3","0",,"01/02/2007","JOM","133","01/02/2007","5499-7","TRAFFIC","1866905","891511"
"SL2007577","SALT LAKE CITY","5","3","23H","1400 S WEST TEMPLE ST                                                                                    ","01/02/2007","PEF","231","01/02/2007","2309-0","LARCENY","1891068","876105"
"SL2007625","SALT LAKE CITY","1","3","23F","100 N 2100 W                                                                                            ","01/02/2007","JOM","133","01/02/2007","2305-0","LARCENY","1875202","888886"
"SL2007644","SALT LAKE CITY","7","3","23H","2900 S LINCOLN CIR                                                                                       ","01/02/2007","SUG","235","01/02/2007","2309-0","LARCENY","1899292","864563"
"SL2007730","SALT LAKE CITY","7","3","23F","2200 S 1300 E                                                                                            ","01/02/2007","SUG","236","01/02/2007","2305-0","LARCENY","1902126","870438"
"SL2007836","SALT LAKE CITY","4","3","23D","300 E SOUTH TEMPLE ST                                                                                   ","01/02/2007","CEC","212","01/02/2007","2308-0","LARCENY","1894756","887522"
"SL2007913","SALT LAKE CITY","7","3","23F","1000 E 2100 S                                                                                            ","01/02/2007","SUG","235","01/02/2007","2305-0","LARCENY","1899995","871554"
"SL2007517","SALT LAKE CITY","3","3","23H","100 E 1ST AVE                                                                                           ","01/02/2007","AVE","211","01/02/2007","2399-18","LARCENY","1893290","888027"
"SL2007574","SALT LAKE CITY","6","3","290","2000 E 1300 S                                                                                            ","01/02/2007","FOS","233","01/02/2007","2902-1","DAMAGED PROP","1908504","877434"
"SL2007972","SALT LAKE CITY","2","3","23F","1600 W NORTH TEMPLE ST                                                                                   ","01/02/2007","POP","132","01/02/2007","2305-0","LARCENY","1879129","888386"
"SL2007581","SALT LAKE CITY","7","3","290","2100 S 1300 E                                                                                            ","01/02/2007","SUG","236","01/02/2007","2902-1","DAMAGED PROP","1902112","870854"
"SL2007583","SALT LAKE CITY","3","3","0","400 N L ST                                                                                              ","01/02/2007","AVE","211","01/02/2007","7399-6","PUBLIC ORDER","1898570","890991"
"SL200722961","SALT LAKE CITY","4","3","250","400 E 500 S                                                                                             ","01/02/2007","CEC","214","02/08/2007","2501-0","FORGERY","1895539","883620"
"SL2007711","SALT LAKE CITY","1","3","0","1000 N REDWOOD RD                                                                                        ","01/02/2007","ROP","131","01/02/2007","7399-6","PUBLIC ORDER","1878618","895453"
"SL200757205","SALT LAKE CITY","1","3","90Z","1700 W 400 N                                                                                             ","01/02/2007","JOM","133","04/02/2007","5309-0","PUBLIC PEACE","1877771","890866"
"SL20098134","SALT LAKE CITY","2","3","26A","300 N 800 W                                                                                             ","01/02/2007","STF","132","01/14/2009","2699-0","FRAUD","1885580","890269"
"SL2012801015","SALT LAKE CITY","2","3","26C","700 S REDWOOD RD                                                                                        ","01/02/2007","121","Z2","10/05/2012","2699-1","FRAUD","1878607","882028"
"SL20071024","SALT LAKE CITY","1","4","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2007","WES","133","01/03/2007","7399-5","PUBLIC ORDER","1866562","893915"
"SL20071030","SALT LAKE CITY","5","4","90C","1000 S 300 W                                                                                             ","01/03/2007","PEF","231","01/03/2007","5399-12","PUBLIC PEACE","1889496","879191"
"SL20071050","SALT LAKE CITY","5","4","0","1000 S BLAIR ST                                                                                          ","01/03/2007","WEL","232","01/03/2007","7399-1","PUBLIC ORDER","1894651","878911"
"SL20071097","SALT LAKE CITY","1","4","520","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2007","WES","133","01/03/2007","5202-0","WEAPON OFFENSE","1867036","893752"
"SL20071081","SALT LAKE CITY","5","4","0","1900 S STATE ST                                                                                          ","01/03/2007","PEF","234","01/03/2007","5499-5","TRAFFIC","1892582","872747"
"SL20071084","SALT LAKE CITY","2","4","220","700 W 1700 S                                                                                            ","01/03/2007","WSL","153","01/03/2007","2203-0","BURGLARY","1885629","874562"
"SL20071080","SALT LAKE CITY","3","4","23F","600 W NORTH TEMPLE ST                                                                                   ","01/03/2007","CAH","112","01/03/2007","2305-0","LARCENY","1886886","888355"
"SL20071099","SALT LAKE CITY","4","4","0","000 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","7399-11","PUBLIC ORDER","1887914","887183"
"SL20071110","SALT LAKE CITY","4","4","0","400 W 500 S                                                                                             ","01/03/2007","DTN","114","01/03/2007","7399-4","PUBLIC ORDER","1888212","883647"
"SL20071136","SALT LAKE CITY","4","4","0","200 S RIO GRANDE ST                                                                                     ","01/03/2007","DTN","112","01/03/2007","5499-6","TRAFFIC","1888297","885699"
"SL20071135","SALT LAKE CITY","7","4","13B","2100 S 1700 E                                                                                            ","01/03/2007","SUG","236","01/03/2007","4801-0","OBST POLICE","1905397","871097"
"SL20071164","SALT LAKE CITY","1","4","90Z","1700 W NORTH TEMPLE ST                                                                                   ","01/03/2007","JOM","133","01/03/2007","4902-0","ESCAPE","1878033","888450"
"SL20071194","SALT LAKE CITY","3","4","90I","200 N 300 W                                                                                             ","01/03/2007","CAH","111","01/03/2007","5324-0","PUBLIC PEACE","1889477","889491"
"SL20071191","SALT LAKE CITY","1","4","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2007","WES","133","01/03/2007","7399-1","PUBLIC ORDER","1866989","893715"
"SL20071192","SALT LAKE CITY","3","4","26A","000 E 500 N                                                                                             ","01/03/2007","CAH","111","01/03/2007","2699-0","FRAUD","1892222","891449"
"SL20071195","SALT LAKE CITY","1","4","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2007","JOM","133","01/03/2007","7399-1","PUBLIC ORDER","1866905","891511"
"SL20071203","SALT LAKE CITY","6","4","23H","1300 S 1700 E                                                                                            ","01/03/2007","WAH","233","01/03/2007","2309-0","LARCENY","1905333","877123"
"SL20071235","SALT LAKE CITY","5","4","0","1400 S RICHARDS ST                                                                                       ","01/03/2007","PEF","231","01/03/2007","2499-14","STOLEN VEHICLE","1891422","876519"
"SL20071176","SALT LAKE CITY","4","4","250","300 E 200 S                                                                                             ","01/03/2007","CEC","212","01/03/2007","2504-0","FORGERY","1894390","886000"
"SL20071255","SALT LAKE CITY","4","4","0","500 S 600 W                                                                                             ","01/03/2007","PEF","114","01/03/2007","5499-12","TRAFFIC","1887077","883597"
"SL20071230","SALT LAKE CITY","5","4","290","1300 S MAJOR ST                                                                                          ","01/03/2007","PEF","231","01/03/2007","2902-0","DAMAGED PROP","1892206","877444"
"SL20071246","SALT LAKE CITY",,"4","90C",,"01/03/2007","40","40","01/03/2007","5311-0","PUBLIC PEACE","1867343","892321"
"SL20071227","SALT LAKE CITY","7","4","0","1200 E 2100 S                                                                                            ","01/03/2007","SUG","236","01/03/2007","7399-99","PUBLIC ORDER","1901874","871545"
"SL20071240","SALT LAKE CITY","5","4","90Z","1100 S 800 E                                                                                             ","01/03/2007","EAL","232","01/03/2007","5309-0","PUBLIC PEACE","1898151","878006"
"SL20071239","SALT LAKE CITY","5","4","90Z","1500 S GREEN ST                                                                                          ","01/03/2007","LIW","232","01/03/2007","5309-0","PUBLIC PEACE","1897011","875456"
"SL20071279","SALT LAKE CITY","4","4","40A","600 W 100 S                                                                                             ","01/03/2007","DTN","112","01/03/2007","4004-3","COMMERCIAL SEX","1887097","886820"
"SL20071264","SALT LAKE CITY","1","4","40A","900 W NORTH TEMPLE ST                                                                                   ","01/03/2007","STF","132","01/03/2007","4004-3","COMMERCIAL SEX","1884190","888426"
"SL20071120","SALT LAKE CITY","2","4","290","1100 S MONTGOMERY ST                                                                                     ","01/03/2007","WSL","152","01/03/2007","2902-1","DAMAGED PROP","1879459","878346"
"SL20071140","SALT LAKE CITY","1","4","90Z","1200 N CATHERINE ST                                                                                      ","01/03/2007","ROP","131","01/03/2007","4902-0","ESCAPE","1880192","897052"
"SL20071180","SALT LAKE CITY","4","4","35B","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","3550-0","DRUGS","1887938","885661"
"SL20071299","SALT LAKE CITY","2","4","0","1000 S 700 W                                                                                             ","01/03/2007","WSL","152","01/03/2007","5499-12","TRAFFIC","1886268","879387"
"SL20071244","SALT LAKE CITY","2","4","90Z","1500 W SECRET GARDEN PL                                                                                  ","01/03/2007","WSL","153","01/03/2007","4902-0","ESCAPE","1879326","874883"
"SL20071257","SALT LAKE CITY","7","4","290","1200 E STRATFORD AVE                                                                                     ","01/03/2007","SUG","236","01/03/2007","2902-1","DAMAGED PROP","1902054","867867"
"SL20071054","SALT LAKE CITY","4","4","90E","500 W 200 S                                                                                             ","01/03/2007","DTN","112","01/03/2007","7399-26","PUBLIC ORDER","1887897","886025"
"SL20071068","SALT LAKE CITY","4","4","90Z","500 W 200 S                                                                                             ","01/03/2007","DTN","112","01/03/2007","4902-0","ESCAPE","1887897","886025"
"SL20071093","SALT LAKE CITY","3","4","0","500 N WALL ST                                                                                           ","01/03/2007","CAH","111","01/03/2007","7399-99","PUBLIC ORDER","1891196","891984"
"SL20071253","SALT LAKE CITY","4","4","0","500 W 200 S                                                                                             ","01/03/2007","DTN","112","01/03/2007","7399-5","PUBLIC ORDER","1887463","886027"
"SL20071190","SALT LAKE CITY","1","4","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2007","JOM","133","01/03/2007","7399-1","PUBLIC ORDER","1866905","891511"
"SL20071330","SALT LAKE CITY","5","4","23G","200 E 1300 S                                                                                            ","01/03/2007","WEL","231","01/03/2007","2304-0","LARCENY","1894022","877482"
"SL20071336","SALT LAKE CITY","1","4","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2007","WES","133","01/03/2007","7399-1","PUBLIC ORDER","1866562","893915"
"SL20071377","SALT LAKE CITY","5","4","0","1500 S 300 W                                                                                             ","01/03/2007","PEF","231","01/03/2007","5499-12","TRAFFIC","1889422","875710"
"SL20071200","SALT LAKE CITY","1","4","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2007","WES","133","01/03/2007","7399-5","PUBLIC ORDER","1866562","893915"
"SL20071283","SALT LAKE CITY","2","4","0","1600 S RIVERSIDE DR                                                                                      ","01/03/2007","WSL","153","01/03/2007","7399-11","PUBLIC ORDER","1883052","874735"
"SL20071298","SALT LAKE CITY","4","4","35A","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","3532-0","DRUGS","1887938","885661"
"SL20071360","SALT LAKE CITY","4","4","90Z","200 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","4902-0","ESCAPE","1887938","885661"
"SL20071406","SALT LAKE CITY","3","4","35A","000 N 600 W                                                                                             ","01/03/2007","CAH","112","01/03/2007","3530-0","DRUGS","1887155","888015"
"SL20071399","SALT LAKE CITY","2","4","240","000 S 2400 W                                                                                            ","01/03/2007","POP","133","01/03/2007","2499-17","STOLEN VEHICLE","1873322","887550"
"SL20071427","SALT LAKE CITY","2","4","0","000 N 900 W                                                                                             ","01/03/2007","POP","132","01/03/2007","2499-14","STOLEN VEHICLE","1884718","887884"
"SL20071452","SALT LAKE CITY","1","4","26B","1700 W 900 N                                                                                             ","01/03/2007","WES","131","01/03/2007","2605-0","FRAUD","1878291","894822"
"SL20071349","SALT LAKE CITY","4","4","90J","800 S MAIN ST                                                                                           ","01/03/2007","PEF","115","01/03/2007","5707-0","INV OF PRIVACY","1891822","881202"
"SL20071249","SALT LAKE CITY","6","4","0","2100 E ROOSEVELT AVE                                                                                     ","01/03/2007","BOH","233","01/03/2007","5499-8","TRAFFIC","1908946","876078"
"SL20071250","SALT LAKE CITY",,"4","0","000 300 S                                                                                               ","01/03/2007","PEF","113","01/03/2007","5499-8","TRAFFIC","1891867","885187"
"SL20071416","SALT LAKE CITY","1","4","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2007","WES","133","01/03/2007","7399-1","PUBLIC ORDER","1866562","893915"
"SL20071491","SALT LAKE CITY","5","4","23G","200 W LUCY AVE                                                                                          ","01/03/2007","PEF","231","01/03/2007","2304-0","LARCENY","1889808","877803"
"SL20071494","SALT LAKE CITY","5","4","23G","200 W LUCY AVE                                                                                          ","01/03/2007","PEF","231","01/03/2007","2304-0","LARCENY","1889808","877803"
"SL20071471","SALT LAKE CITY","4","4","0","400 S 400 W                                                                                             ","01/03/2007","DTN","114","01/03/2007","5399-23","PUBLIC PEACE","1888723","883912"
"SL20073146","SALT LAKE CITY",,"7","90Z",,"01/06/2007",,,"01/06/2007","4902-0","ESCAPE",,
"SL20071326","SALT LAKE CITY","1","4","0","1100 N ANTILLES DR                                                                                       ","01/03/2007","WES","131","01/03/2007","5399-18","PUBLIC PEACE","1877896","896431"
"SL20071463","SALT LAKE CITY","2","4","0","2400 W JETWAY AVE                                                                                        ","01/03/2007","POP","133","01/03/2007","7399-1","PUBLIC ORDER","1872967","886569"
"SL20071317","SALT LAKE CITY","7","4","0","2200 S 1300 E                                                                                            ","01/03/2007","SUG","236","01/03/2007","5499-8","TRAFFIC","1902126","870334"
"SL20071397","SALT LAKE CITY","4","4","35A","400 W 200 S                                                                                             ","01/03/2007","DTN","112","01/03/2007","3532-0","DRUGS","1888407","885963"
"SL20071342","SALT LAKE CITY","3","4","220","200 N MAIN ST                                                                                           ","01/03/2007","CAH","111","01/03/2007","2202-0","BURGLARY","1891914","889759"
"SL20071389","SALT LAKE CITY","3","4","220","200 W REED AVE                                                                                          ","01/03/2007","CAH","111","01/03/2007","2202-0","BURGLARY","1889748","893573"
"SL20071451","SALT LAKE CITY","1","4","0","300 N 2370 W                                                                                            ","01/03/2007","JOM","133","01/03/2007","5399-28","PUBLIC PEACE","1873487","890195"
"SL20071540","SALT LAKE CITY","1","4","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2007","WES","133","01/03/2007","7399-1","PUBLIC ORDER","1867036","893752"
"SL20071457","SALT LAKE CITY","2","4","290","1100 S GLENDALE DR                                                                                       ","01/03/2007","WSL","152","01/03/2007","2901-1","DAMAGED PROP","1880603","878373"
"SL20071520","SALT LAKE CITY","4","4","13B","300 S 400 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","1313-1","ASSAULT","1888668","885175"
"SL20071448","SALT LAKE CITY","4","4","250","600 S 200 W                                                                                             ","01/03/2007","PEF","115","01/03/2007","2505-0","FORGERY","1890302","882732"
