"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20122010","SALT LAKE CITY","4","1","90Z","600 W 200 S","2012-01-01T20:00:00.000","132","Z3","2012-01-04T16:36:00.000","4902-0","ESCAPE","1887093","886028"
"SL20121582","SALT LAKE CITY","5","1","90J","1300 S STATE ST","2012-01-01T00:01:00.000","152","Z5","2012-01-03T22:30:00.000","5707-0","INV OF PRIVACY","1892599","877199"
"SL2012800020","SALT LAKE CITY","4","1","23F","300 S 600 W","2012-01-01T02:25:00.000","132","Z3","2012-01-04T17:07:00.000","2305-0","LARCENY","1887082","884877"
"SL20122593","SALT LAKE CITY","4","1","120","00 S 500 W","2012-01-01T02:00:00.000","132","Z3","2012-01-05T17:22:00.000","1206-0","ROBBERY","1887944","887145"
"SL2012800028","SALT LAKE CITY","4","1","0","500 W 200 S","2012-01-01T22:00:00.000","132","Z3","2012-01-05T20:22:00.000","7399-6","PUBLIC ORDER","1887897","886025"
"SL201217355","SALT LAKE CITY","2","1","11C","1200 W 700 S","2012-01-01T01:00:00.000","121","Z2","2012-01-31T09:46:00.000","1199-0","SEXUAL ASSAULT","1882057","882023"
"SL201222844","SALT LAKE CITY","2","1","120","1200 S REDWOOD RD","2012-01-01T14:53:00.000","124","Z2","2012-02-09T14:53:00.000","1203-0","ROBBERY","1878562","877726"
"SL201240381","SALT LAKE CITY","1","1","220","400 N 1100 W","2012-01-01T13:19:00.000","112","Z1","2012-03-10T13:19:00.000","2205-0","BURGLARY","1883207","891188"
"SL201246361","SALT LAKE CITY","3","1","11D","200 N 200 W","2012-01-01T00:00:00.000","131","Z3","2012-02-06T10:00:00.000","3601-0","SEXUAL OFFENSE","1890330","889557"
"SL201263942","SALT LAKE CITY","2","1","23D","1300 S UTAH ST","2012-01-01T14:00:00.000","123","Z2","2012-04-18T12:29:00.000","2308-0","LARCENY","1879219","877010"
"SL2012801254","SALT LAKE CITY","4","1","26C","700 S 300 W","2012-01-01T15:20:00.000","134","Z3","2012-11-14T15:27:00.000","2699-1","FRAUD","1889505","881634"
"SL2012202235","SALT LAKE CITY","4","1","23H","700 S WEST TEMPLE ST","2012-01-01T12:00:00.000","135","Z3","2012-11-23T11:59:00.000","2309-0","LARCENY","1891030","881769"
"SL2012221534","SALT LAKE CITY","2","1","90Z","1500 W 800 S","2012-01-01T00:00:00.000","121","Z2","2012-12-31T15:37:00.000","3605-0","SEXUAL OFFENSE","1879223","881423"
"SL2013800074","SALT LAKE CITY","5","1","26C","1200 E YALE AVE","2012-01-01T17:25:00.000","153","Z5","2013-01-17T17:39:00.000","2699-1","FRAUD","1901683","878895"
"SL201319436","SALT LAKE CITY","2","1","26A","1900 S 4130 W","2012-01-01T12:00:00.000","124","Z2","2013-02-07T09:36:00.000","2699-0","FRAUD","1864416","872610"
"SL201353293","SALT LAKE CITY","4","1","250","500 E 100 S","2012-01-01T00:01:00.000","142","Z4","2013-04-09T12:27:00.000","2502-0","FORGERY","1895968","886786"
"SL201370271","SALT LAKE CITY","3","1","26C","400 N H ST","2012-01-01T00:01:00.000","141","Z4","2013-05-09T14:18:00.000","2699-1","FRAUD","1896862","891415"
"SL2013801500","SALT LAKE CITY","7","1","26C","2600 S PRESTON ST","2012-01-01T00:00:00.000","163","Z6","2013-10-10T15:13:00.000","2699-1","FRAUD","1907142","866927"
"SL2014133548","SALT LAKE CITY","2","1","11A","900 W CALIFORNIA AVE","2012-01-01T12:00:00.000","122","Z2","2014-08-06T08:21:00.000","1103-0","SEXUAL ASSAULT","1884685","877101"
"SL2012566","SALT LAKE CITY","4","2","35A","300 S 500 W","2012-01-02T00:31:00.000","132","Z3","2012-01-02T00:31:00.000","3532-0","DRUGS","1887875","885026"
"SL2012596","SALT LAKE CITY","2","2","0","500 W 1700 S","2012-01-02T02:29:00.000","123","Z2","2012-01-02T02:29:00.000","5499-12","TRAFFIC","1887427","874555"
"SL2012570","SALT LAKE CITY","5","2","90G","600 E 1300 S","2012-01-02T00:54:00.000","153","Z5","2012-01-02T00:54:00.000","4104-0","LIQUOR","1896602","877473"
"SL2012581","SALT LAKE CITY","4","2","13B","00 E 900 S","2012-01-02T01:23:00.000","135","Z3","2012-01-02T01:23:00.000","4801-0","OBST POLICE","1892238","880461"
"SL2012602","SALT LAKE CITY","2","2","0","400 S REDWOOD RD","2012-01-02T03:02:00.000","124","Z2","2012-01-02T03:02:00.000","7399-3","PUBLIC ORDER","1878555","884444"
"SL2012609","SALT LAKE CITY","7","2","290","2000 S 900 E","2012-01-02T03:36:00.000","162","Z6","2012-01-02T03:36:00.000","2901-0","DAMAGED PROP","1898919","871943"
"SL2012615","SALT LAKE CITY","2","2","90Z","1500 W NORTH TEMPLE ST","2012-01-02T04:45:00.000","112","Z1","2012-01-02T04:45:00.000","4902-7","ESCAPE","1880059","888442"
"SL2012618","SALT LAKE CITY","1","2","23F","4900 W WILEY POST WAY","2012-01-02T02:30:00.000","113","Z1","2012-01-02T05:26:00.000","2305-0","LARCENY","1859433","889216"
"SL2012610","SALT LAKE CITY","6","2","23D","1700 E ROOSEVELT AVE","2012-01-02T03:56:00.000","154","Z5","2012-01-02T03:56:00.000","2308-0","LARCENY","1905335","876034"
"SL2012627","SALT LAKE CITY","4","2","13B","400 S 400 W","2012-01-02T06:22:00.000","134","Z3","2012-01-02T07:07:00.000","4801-0","OBST POLICE","1888663","884003"
"SL2012623","SALT LAKE CITY","2","2","240","600 S REDWOOD RD","2012-01-02T05:43:00.000","121","Z2","2012-01-02T05:43:00.000","2499-17","STOLEN VEHICLE","1878609","882658"
"SL2012631","SOUTH SALT LAKE","SL","2","90Z","3400 S 200 E","2012-01-02T06:30:00.000","42","42","2012-01-02T07:12:00.000","4902-0","ESCAPE","1893302","860980"
"SL2012622","SALT LAKE CITY","2","2","90Z","1500 W NORTH TEMPLE ST","2012-01-02T05:37:00.000","112","Z1","2012-01-02T05:37:00.000","4902-0","ESCAPE","1880060","888442"
"SL2012620","SALT LAKE CITY","3","2","0","700 N 300 W","2012-01-02T05:31:00.000","131","Z3","2012-01-02T05:31:00.000","7399-99","PUBLIC ORDER","1889555","893773"
"SL2012652","SALT LAKE CITY","1","2","23F","4900 W WILEY POST WAY","2012-01-02T08:56:00.000","113","Z1","2012-01-02T08:56:00.000","2305-0","LARCENY","1859433","889216"
"SL2012659","SALT LAKE CITY","4","2","23F","100 W 300 S","2012-01-02T09:00:00.000","133","Z3","2012-01-02T09:13:00.000","2305-0","LARCENY","1890965","885220"
"SL2012670","SALT LAKE CITY","4","2","23F","100 W 300 S","2012-01-02T09:30:00.000","133","Z3","2012-01-02T09:36:00.000","2305-0","LARCENY","1890965","885220"
"SL2012683","SALT LAKE CITY","3","2","26C","600 E 3RD AVE","2012-01-02T10:09:00.000","141","Z4","2012-01-02T10:09:00.000","2699-1","FRAUD","1897338","888781"
"SL2012704","SALT LAKE CITY","1","2","23F","1600 W IVY CIR","2012-01-02T10:33:00.000","111","Z1","2012-01-02T10:33:00.000","2305-0","LARCENY","1879182","893548"
"SL2012676","SALT LAKE CITY","4","2","90Z","200 S RIO GRANDE ST","2012-01-02T09:56:00.000","132","Z3","2012-01-02T09:56:00.000","4902-0","ESCAPE","1888238","885862"
"SL2012667","SALT LAKE CITY","4","2","0","100 S 400 W","2012-01-02T09:33:00.000","132","Z3","2012-01-02T09:33:00.000","7399-99","PUBLIC ORDER","1888673","886381"
"SL2012724","SALT LAKE CITY","4","2","0","700 S WEST TEMPLE ST","2012-01-02T11:58:00.000","135","Z3","2012-01-02T12:07:00.000","5499-7","TRAFFIC","1891031","881997"
"SL2012717","SALT LAKE CITY","6","2","240","2000 S 2200 E","2012-01-02T02:00:00.000","163","Z6","2012-01-02T11:49:00.000","2404-0","STOLEN VEHICLE","1909212","871768"
"SL2012744","SALT LAKE CITY","2","2","240","1100 W FREMONT AVE","2012-01-02T12:09:00.000","122","Z2","2012-01-02T12:09:00.000","2499-13","STOLEN VEHICLE","1882716","878759"
"SL2012732","SALT LAKE CITY","3","2","90Z","200 W NORTH TEMPLE ST","2012-01-02T11:50:00.000","131","Z3","2012-01-02T11:50:00.000","5401-0","TRAFFIC","1890226","888402"
"SL2012729","SALT LAKE CITY","4","2","13B","200 S 300 E","2012-01-02T11:44:00.000","133","Z3","2012-01-02T20:43:00.000","1313-0","ASSAULT","1894218","885734"
"SL2012770","SALT LAKE CITY","1","2","0","700 N TERMINAL DR","2012-01-02T13:00:00.000","113","Z1","2012-01-02T13:03:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2012630","SALT LAKE CITY","4","2","23H","500 E 300 S","2012-01-02T05:48:00.000","142","Z4","2012-01-02T06:40:00.000","2309-0","LARCENY","1895942","885141"
"SL2012783","SALT LAKE CITY","1","2","23F","5200 W WILEY POST WAY","2012-01-02T13:40:00.000","113","Z1","2012-01-02T13:40:00.000","2305-0","LARCENY","1857338","889387"
"SL2012790","SALT LAKE CITY","6","2","0","1500 E RAMONA AVE","2012-01-02T13:48:00.000","163","Z6","2012-01-02T13:48:00.000","2499-14","STOLEN VEHICLE","1903798","872519"
"SL2012646","SALT LAKE CITY","1","2","290","700 N TERMINAL NORTHBOUND DR","2012-01-02T08:30:00.000","113","Z1","2012-01-02T08:39:00.000","2901-0","DAMAGED PROP","1867036","893752"
"SL2012716","SALT LAKE CITY","3","2","240","1000 E 2ND AVE","2012-01-02T11:18:00.000","141","Z4","2012-01-02T11:18:00.000","2499-13","STOLEN VEHICLE","1900760","888411"
"SL2012651","SALT LAKE CITY","1","2","0","1100 N REDWOOD RD","2012-01-02T08:51:00.000","111","Z1","2012-01-02T08:51:00.000","5399-23","PUBLIC PEACE","1878574","897095"
"SL2012745","SALT LAKE CITY","4","2","90Z","200 S 500 W","2012-01-02T12:12:00.000","132","Z3","2012-01-02T13:00:00.000","4902-0","ESCAPE","1887878","885890"
"SL2012749","SALT LAKE CITY","4","2","90Z","200 S 300 E","2012-01-02T11:44:00.000","133","Z3","2012-01-02T11:44:00.000","3599-1","DRUGS","1894218","885734"
"SL2012702","SALT LAKE CITY","4","2","290","100 S 300 E","2012-01-02T10:37:00.000","142","Z4","2012-01-02T10:37:00.000","2902-1","DAMAGED PROP","1894281","886597"
"SL2012657","SALT LAKE CITY","1","2","90Z","900 N 1400 W","2012-01-02T09:05:00.000","111","Z1","2012-01-02T09:05:00.000","2299-0","BURGLARY","1880811","894740"
"SL2012782","SALT LAKE CITY","1","2","220","900 W 200 N","2012-01-02T13:35:00.000","112","Z1","2012-01-02T13:35:00.000","2202-0","BURGLARY","1884524","889207"
"SL2012861","SALT LAKE CITY","1","2","13B","1800 W INDEPENDENCE BLVD","2012-01-02T15:44:00.000","111","Z1","2012-01-02T16:30:00.000","1313-0","ASSAULT","1877185","899415"
"SL2012806","SALT LAKE CITY","4","2","0","700 S 300 W","2012-01-02T14:19:00.000","134","Z3","2012-01-02T14:19:00.000","5399-18","PUBLIC PEACE","1889506","881892"
"SL2012832","SALT LAKE CITY","2","2","0","600 S REDWOOD RD","2012-01-02T15:07:00.000","121","Z2","2012-01-02T15:07:00.000","7399-1","PUBLIC ORDER","1878607","882252"
"SL2012850","SALT LAKE CITY","1","2","0","00 N TOMMY THOMPSON RD","2012-01-02T15:29:00.000","113","Z1","2012-01-02T15:29:00.000","2499-15","STOLEN VEHICLE","1860920","888163"
"SL2012869","SALT LAKE CITY","C","2","0","VICTORY RD / BECK ST","2012-01-02T16:30:00.000","131","Z3","2012-01-02T16:30:00.000","5499-1","TRAFFIC","1888416","896781"
"SL2012841","SALT LAKE CITY","5","2","23C","300 W HOPE AVE","2012-01-02T15:17:00.000","152","Z5","2012-01-02T15:30:00.000","2303-0","LARCENY","1889051","876511"
"SL2012875","SALT LAKE CITY","4","2","0","300 E 200 S","2012-01-02T16:12:00.000","142","Z4","2012-01-02T16:12:00.000","7399-5","PUBLIC ORDER","1894390","886000"
"SL2012914","SALT LAKE CITY","4","2","90E","300 E 200 S","2012-01-02T17:22:00.000","142","Z4","2012-01-02T17:22:00.000","7399-26","PUBLIC ORDER","1894390","886000"
"SL2012831","SALT LAKE CITY","1","2","0","900 W 200 N","2012-01-02T15:07:00.000","112","Z1","2012-01-02T15:07:00.000","7399-1","PUBLIC ORDER","1884487","889207"
"SL2012835","SALT LAKE CITY","1","2","23C","1100 W 600 N","2012-01-02T15:10:00.000","111","Z1","2012-01-02T15:10:00.000","2303-0","LARCENY","1882583","892384"
"SL2012948","SALT LAKE CITY","4","2","0","100 E 600 S","2012-01-02T18:52:00.000","135","Z3","2012-01-02T18:52:00.000","5499-6","TRAFFIC","1892835","882777"
"SL2012917","SALT LAKE CITY","1","2","0","3700 W TERMINAL DRIVE SLC UT 84114","2012-01-02T16:16:00.000","113","Z1","2012-01-02T17:32:00.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL2012911","SALT LAKE CITY","5","2","23G","1700 S 4800 W","2012-01-02T16:30:00.000","161","Z6","2012-01-02T17:14:00.000","2304-0","LARCENY","1894968","874483"
"SL2012908","SALT LAKE CITY","3","2","220","100 E ROUNDTOFT DR","2012-01-02T17:07:00.000","131","Z3","2012-01-02T17:07:00.000","2204-0","BURGLARY","1893289","894487"
"SL2012925","SALT LAKE CITY","2","2","35B","2900 W 500 S","2012-01-02T18:09:00.000","124","Z2","2012-01-02T19:13:00.000","3550-0","DRUGS","1872130","883675"
"SL2012887","SALT LAKE CITY","4","2","0","300 E 200 S","2012-01-02T16:30:00.000","142","Z4","2012-01-02T16:30:00.000","7399-0","PUBLIC ORDER","1894390","886000"
"SL2012949","SALT LAKE CITY","4","2","13B","200 S 300 E","2012-01-02T18:55:00.000","133","Z3","2012-01-02T18:55:00.000","1313-0","ASSAULT","1894218","885734"
"SL2012982","SALT LAKE CITY","7","2","0","700 E 2100 S","2012-01-02T20:33:00.000","162","Z6","2012-01-02T20:33:00.000","5499-6","TRAFFIC","1897374","871506"
"SL2012920","SALT LAKE CITY","5","2","90Z","1700 S 200 E","2012-01-02T17:49:00.000","161","Z6","2012-01-02T17:49:00.000","4902-0","ESCAPE","1893380","874304"
"SL2012885","SALT LAKE CITY","4","2","23C","00 S RIO GRANDE ST","2012-01-02T07:24:00.000","132","Z3","2012-01-02T16:15:00.000","2303-0","LARCENY","1888248","886894"
"SL2012916","SALT LAKE CITY","2","2","0","700 W NORTH TEMPLE ST","2012-01-02T17:30:00.000","112","Z1","2012-01-02T17:30:00.000","7399-3","PUBLIC ORDER","1885703","888420"
"SL2012922","SALT LAKE CITY","2","2","90G","700 W 800 S","2012-01-02T17:53:00.000","122","Z2","2012-01-02T18:48:00.000","4104-0","LIQUOR","1885902","881217"
"SL2012924","SALT LAKE CITY","5","2","250","1800 S WEST TEMPLE ST","2012-01-02T18:06:00.000","161","Z6","2012-01-02T18:06:00.000","2589-0","FORGERY","1890998","873676"
"SL2012964","SALT LAKE CITY","3","2","0","200 W SOUTH TEMPLE ST","2012-01-02T20:01:00.000","132","Z3","2012-01-02T20:01:00.000","5499-7","TRAFFIC","1890268","887600"
"SL2012933","SALT LAKE CITY","4","2","280","300 W SOUTH TEMPLE ST","2012-01-02T18:00:00.000","132","Z3","2012-01-02T18:27:00.000","2804-0","STOLEN PROP","1889476","887543"
"SL2012938","SALT LAKE CITY","2","2","0","800 S 900 W","2012-01-02T10:00:00.000","122","Z2","2012-01-02T18:33:00.000","5399-28","PUBLIC PEACE","1884751","881199"
"SL2012970","SALT LAKE CITY","2","2","90Z","2900 W 500 S","2012-01-02T18:09:00.000","124","Z2","2012-01-02T19:13:00.000","4902-0","ESCAPE","1872130","883675"
"SL20121564","SALT LAKE CITY","4","3","23F","200 W 100 S","2012-01-03T21:30:00.000","132","Z3","2012-01-03T21:30:00.000","2305-0","LARCENY","1890082","886749"
"SL2012942","SALT LAKE CITY","5","2","0","400 E BISHOP FEDERAL LN","2012-01-02T18:40:00.000","161","Z6","2012-01-02T18:40:00.000","2499-15","STOLEN VEHICLE","1895385","872528"
"SL2012960","SALT LAKE CITY","4","2","23H","300 S MAIN ST","2012-01-02T19:41:00.000","133","Z3","2012-01-02T19:41:00.000","2399-0","LARCENY","1891895","884646"
"SL2012974","SALT LAKE CITY","1","2","90F","300 N 1100 W","2012-01-02T20:21:00.000","112","Z1","2012-01-02T20:21:00.000","3806-0","FAMILY OFFENSES","1883144","890420"
"SL20121025","SALT LAKE CITY","4","2","23D","300 E 900 S","2012-01-02T22:22:00.000","144","Z4","2012-01-02T22:22:00.000","2308-0","LARCENY","1894773","880453"
"SL20121026","SALT LAKE CITY","4","2","90Z","200 S 300 E","2012-01-02T20:43:00.000","133","Z3","2012-01-02T22:25:00.000","4902-0","ESCAPE","1894218","885734"
"SL20121007","SALT LAKE CITY","4","2","0","400 W 500 S","2012-01-02T21:37:00.000","134","Z3","2012-01-02T21:37:00.000","7399-1","PUBLIC ORDER","1888561","883645"
"SL2012785","SALT LAKE CITY","1","2","13C","500 N REDWOOD RD","2012-01-02T13:42:00.000","112","Z1","2012-01-02T13:42:00.000","1399-0","ASSAULT","1878553","892132"
"SL2012987","SALT LAKE CITY","4","2","90Z","200 S MAIN ST","2012-01-02T20:40:00.000","133","Z3","2012-01-02T20:40:00.000","3599-2","DRUGS","1891839","885789"
"SL20121004","SALT LAKE CITY","1","2","90Z","500 N SIR PHILIP DR","2012-01-02T21:33:00.000","113","Z1","2012-01-02T21:33:00.000","5309-0","PUBLIC PEACE","1876182","892456"
"SL20121048","SALT LAKE CITY","F","2","23H","GERTIE AVE / REDWOOD RD","2012-01-02T23:32:00.000","112","Z1","2012-01-03T01:22:00.000","2399-0","LARCENY","1878539","888925"
"SL20121037","SALT LAKE CITY","L","2","90Z","ANDREW AVE / MAIN ST","2012-01-02T22:53:00.000","152","Z5","2012-01-02T23:31:00.000","4902-0","ESCAPE","1891831","875695"
"SL20121042","SALT LAKE CITY","1","2","90Z","500 N SIR ANTHONY CIR","2012-01-02T23:17:00.000","113","Z1","2012-01-02T23:58:00.000","4902-0","ESCAPE","1878228","892172"
"SL2012989","SALT LAKE CITY","2","2","0","1200 S GLENDALE DR","2012-01-02T20:44:00.000","122","Z2","2012-01-02T20:44:00.000","7399-1","PUBLIC ORDER","1881276","877882"
"SL2012996","SALT LAKE CITY","3","2","0","100O E SOUTH TEMPLE ST","2012-01-02T22:23:00.000","141","Z4","2012-01-02T22:23:00.000","7399-99","PUBLIC ORDER","1893066","887559"
"SL20121035","SALT LAKE CITY","1","2","13B","700 N OAKLEY ST","2012-01-02T22:37:00.000","111","Z1","2012-01-02T22:37:00.000","1313-0","ASSAULT","1882063","893470"
"SL20121104","SALT LAKE CITY","F","2","90Z","GERTIE AVE / REDWOOD RD","2012-01-02T23:32:00.000","112","Z1","2012-01-03T01:22:00.000","4902-0","ESCAPE","1878539","888925"
"SL2012915","SALT LAKE CITY","2","2","90J","02 0/2 S RIO GRANDE ST","2012-01-02T17:23:00.000","132","Z3","2012-01-02T17:23:00.000","5707-0","INV OF PRIVACY","1888267","865698"
"SL2012959","SALT LAKE CITY","4","2","90G","300 W SOUTH TEMPLE ST","2012-01-02T19:38:00.000","132","Z3","2012-01-02T19:45:00.000","4104-0","LIQUOR","1889476","887543"
"SL2012743","SALT LAKE CITY","4","2","0","300 E 200 S","2012-01-02T12:11:00.000","142","Z4","2012-01-02T12:11:00.000","7399-6","PUBLIC ORDER","1894390","886000"
"SL2012628","SALT LAKE CITY","7","2","0","2100 S 1000 E","2012-01-02T06:37:00.000","162","Z6","2012-01-02T06:37:00.000","7399-1","PUBLIC ORDER","1899657","871509"
"SL2012644","SALT LAKE CITY","5","2","0","900 S MAIN ST","2012-01-02T08:23:00.000","152","Z5","2012-01-02T08:49:00.000","5399-23","PUBLIC PEACE","1891876","879527"
"SL2012661","SALT LAKE CITY","5","2","90Z","1300 S EDISON ST","2012-01-02T09:50:00.000","152","Z5","2012-01-02T10:06:00.000","5309-0","PUBLIC PEACE","1893007","877216"
"SL2012688","SALT LAKE CITY","6","2","23F","900 S DIESTEL RD","2012-01-02T02:00:00.000","154","Z5","2012-01-02T10:52:00.000","2305-0","LARCENY","1904712","879824"
"SL2012815","SALT LAKE CITY","4","2","90Z","200 S 500 W","2012-01-02T14:33:00.000","132","Z3","2012-01-02T14:52:00.000","4902-0","ESCAPE","1887938","885881"
"SL2012805","SALT LAKE CITY","4","2","90J","500 W 400 S","2012-01-02T14:18:00.000","132","Z3","2012-01-02T14:25:00.000","5707-0","INV OF PRIVACY","1887347","884442"
"SL2012748","SALT LAKE CITY","7","2","0","2000 S LINCOLN ST","2012-01-02T12:17:00.000","162","Z6","2012-01-02T12:17:00.000","7399-99","PUBLIC ORDER","1899385","871979"
"SL2012756","SALT LAKE CITY","4","2","0","00 S 500 E","2012-01-02T12:36:00.000","142","Z4","2012-01-02T13:01:00.000","7399-24","PUBLIC ORDER","1895808","886911"
"SL2012772","SALT LAKE CITY","4","2","35B","300 W 400 S","2012-01-02T13:09:00.000","132","Z3","2012-01-02T13:09:00.000","3550-0","DRUGS","1889084","884435"
"SL2012774","SALT LAKE CITY","4","2","90J","300 S RIO GRANDE ST","2012-01-02T13:25:00.000","132","Z3","2012-01-02T13:35:00.000","5707-0","INV OF PRIVACY","1888235","885137"
"SL2012792","SALT LAKE CITY","4","2","90J","400 S 300 W","2012-01-02T13:54:00.000","134","Z3","2012-01-02T14:02:00.000","5707-0","INV OF PRIVACY","1889516","884349"
"SL2012813","SALT LAKE CITY","1","2","0","3700 WEST TERMINAL DRIVE","2012-01-02T14:30:00.000","113","Z1","2012-01-02T14:30:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2012709","SALT LAKE CITY","5","2","11C","1400 S WEST TEMPLE ST","2012-01-02T10:58:00.000","152","Z5","2012-01-02T10:58:00.000","1199-0","SEXUAL ASSAULT","1891008","876217"
"SL2012693","SALT LAKE CITY","2","2","23H","1700 S 900 W","2012-01-02T10:23:00.000","123","Z2","2012-01-02T10:23:00.000","2309-0","LARCENY","1884722","874055"
"SL20121205","SALT LAKE CITY","2","2","250","1600 W BRAMPTON WAY","2012-01-02T10:00:00.000","121","Z2","2012-01-03T10:00:00.000","2502-0","FORGERY","1879016","882994"
"SL20121214","SALT LAKE CITY","1","2","0","1000 W 600 N","2012-01-02T12:00:00.000","111","Z1","2012-01-03T10:24:00.000","7399-6","PUBLIC ORDER","1883504","892380"
"SL2012810","SALT LAKE CITY","4","2","35B","200 S 500 W","2012-01-02T14:26:00.000","132","Z3","2012-01-02T14:26:00.000","3550-0","DRUGS","1887938","885661"
"SL2012786","SALT LAKE CITY","2","2","23H","700 S PROSPECT ST","2012-01-02T13:42:00.000","121","Z2","2012-01-02T14:40:00.000","2309-0","LARCENY","1879044","881693"
"SL2012731","SALT LAKE CITY","3","2","0","400 E 6TH AVE","2012-01-02T11:47:00.000","141","Z4","2012-01-02T11:47:00.000","5499-8","TRAFFIC","1895664","890030"
"SL2012692","SALT LAKE CITY","2","2","0","700 S PROSPECT ST","2012-01-02T10:21:00.000","121","Z2","2012-01-02T10:21:00.000","7399-3","PUBLIC ORDER","1879044","881693"
"SL2012838","SALT LAKE CITY","5","2","90Z","1500 S MAIN ST","2012-01-02T15:16:00.000","152","Z5","2012-01-02T15:41:00.000","4902-0","ESCAPE","1891801","875477"
"SL2012674","SALT LAKE CITY","4","2","0","800 S 400 E","2012-01-02T10:00:00.000","144","Z4","2012-01-02T10:00:00.000","5499-8","TRAFFIC","1895052","880765"
"SL2012747","SALT LAKE CITY","4","2","0","600 E 900 S","2012-01-02T12:26:00.000","144","Z4","2012-01-02T13:50:00.000","5299-11","WEAPONS","1896755","880446"
"SL20121163","SALT LAKE CITY","4","2","23D","100 S 400 E","2012-01-02T18:30:00.000","142","Z4","2012-01-03T08:45:00.000","2308-0","LARCENY","1895015","886553"
"SL2012804","SALT LAKE CITY","4","2","0","600 E 900 S","2012-01-02T12:26:00.000","144","Z4","2012-01-02T14:24:00.000","7399-5","PUBLIC ORDER","1896755","880446"
"SL2012867","SALT LAKE CITY","5","2","35B","200 W FREMONT AVE","2012-01-02T15:58:00.000","152","Z5","2012-01-02T16:05:00.000","3550-0","DRUGS","1890279","878607"
"SL2012884","SALT LAKE CITY","3","2","23F","900 N CITY CREEK CYN","2012-01-02T16:00:00.000","141","Z4","2012-01-02T16:24:00.000","2305-0","LARCENY","1894538","900314"
"SL20121400","SALT LAKE CITY","4","2","23H","800 E MENLO AVE","2012-01-02T10:00:00.000","143","Z4","2012-01-03T15:46:00.000","2399-0","LARCENY","1898414","885609"
"SL2012648","SALT LAKE CITY","6","2","0","1600 E EMERSON AVE","2012-01-02T08:41:00.000","154","Z5","2012-01-02T08:41:00.000","7399-6","PUBLIC ORDER","1905198","875816"
"SL2012787","SALT LAKE CITY","7","2","290","2300 E 2100 S","2012-01-02T13:44:00.000","163","Z6","2012-01-02T13:44:00.000","2901-0","DAMAGED PROP","1910592","871613"
"SL2012789","SALT LAKE CITY","5","2","0","100 W GOLTZ AVE","2012-01-02T13:39:00.000","152","Z5","2012-01-02T13:39:00.000","7399-6","PUBLIC ORDER","1890792","878962"
"SL20121223","SALT LAKE CITY","4","2","290","800 S MAIN ST","2012-01-02T01:30:00.000","135","Z3","2012-01-03T11:11:00.000","2901-0","DAMAGED PROP","1891881","880958"
"SL2012947","SALT LAKE CITY","4","2","0","300 W 200 S","2012-01-02T18:50:00.000","132","Z3","2012-01-02T18:50:00.000","5499-7","TRAFFIC","1889424","885959"
"SL2012956","SALT LAKE CITY","7","2","0","1500 E 2700 S","2012-01-02T19:31:00.000","163","Z6","2012-01-02T19:51:00.000","5499-7","TRAFFIC","1904146","866903"
"SL2012863","SALT LAKE CITY","7","2","0","2100 S 800 E","2012-01-02T15:55:00.000","162","Z6","2012-01-02T16:26:00.000","5499-8","TRAFFIC","1898181","871107"
"SL2012927","SALT LAKE CITY","7","2","0","2200 S 1300 E","2012-01-02T18:13:00.000","163","Z6","2012-01-02T18:45:00.000","5499-8","TRAFFIC","1902124","869907"
"SL2012848","SALT LAKE CITY","7","2","0","2100 S 1100 E","2012-01-02T15:30:00.000","162","Z6","2012-01-02T15:30:00.000","5499-8","TRAFFIC","1900505","871543"
"SL2012759","SALT LAKE CITY","2","2","23C","1600 S EMPIRE RD","2012-01-02T12:46:00.000","124","Z2","2012-01-02T13:31:00.000","2303-0","LARCENY","1877492","875286"
"SL20121038","SALT LAKE CITY","5","2","13B","900 S MAIN ST","2012-01-02T22:58:00.000","152","Z5","2012-01-02T22:58:00.000","1313-0","ASSAULT","1891876","879527"
"SL20121039","SALT LAKE CITY","4","2","0","100 S 1300 E","2012-01-02T22:56:00.000","143","Z4","2012-01-02T22:56:00.000","7399-3","PUBLIC ORDER","1902150","886480"
"SL20121059","SALT LAKE CITY","4","2","90J","100 S 300 E","2012-01-02T23:58:00.000","142","Z4","2012-01-02T23:58:00.000","5707-0","INV OF PRIVACY","1894282","886655"
"SL2012823","SALT LAKE CITY","4","2","0","300 W 400 S","2012-01-02T14:46:00.000","132","Z3","2012-01-02T14:46:00.000","5399-26","PUBLIC PEACE","1889084","884435"
"SL2012685","SALT LAKE CITY","4","2","90G","300 W 400 S","2012-01-02T10:13:00.000","132","Z3","2012-01-02T10:13:00.000","4104-0","LIQUOR","1889084","884435"
"SL2012834","SALT LAKE CITY","5","2","0","900 S 300 E","2012-01-02T15:43:00.000","152","Z5","2012-01-02T15:43:00.000","5499-8","TRAFFIC","1894199","880414"
"SL2012635","SALT LAKE CITY","C","2","0","WEST TEMPLE ST / NORTH TEMPLE ST","2012-01-02T08:20:00.000","132","Z3","2012-01-02T08:20:00.000","5499-7","TRAFFIC","1891087","888369"
