"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20122481","SALT LAKE CITY","4","5","90Z","300 E 700 S","2012-01-05T14:38:00.000","144","Z4","2012-01-05T14:38:00.000","4902-0","ESCAPE","1894720","881977"
"SL20122381","SALT LAKE CITY","4","5","90Z","700 S STATE ST","2012-01-05T11:25:00.000","135","Z3","2012-01-05T15:23:00.000","4902-0","ESCAPE","1892675","881277"
"SL20122420","SALT LAKE CITY","5","5","90Z","300 E 2100 S","2012-01-05T12:55:00.000","161","Z6","2012-01-05T12:55:00.000","3599-99","DRUGS","1894236","871581"
"SL20122374","SALT LAKE CITY","4","5","90E","700 S STATE ST","2012-01-05T11:17:00.000","135","Z3","2012-01-05T15:02:00.000","7399-26","PUBLIC ORDER","1892675","881277"
"SL20122270","SALT LAKE CITY","4","5","90E","200 E 200 S","2012-01-05T06:40:00.000","133","Z3","2012-01-05T06:40:00.000","7399-26","PUBLIC ORDER","1893860","885942"
"SL20122727","SALT LAKE CITY","5","5","90E","1900 S 200 E","2012-01-05T21:47:00.000","161","Z6","2012-01-05T21:47:00.000","7399-26","PUBLIC ORDER","1893372","872062"
"SL20122585","SALT LAKE CITY","7","5","90G","1200 E WILMINGTON AVE","2012-01-05T17:03:00.000","163","Z6","2012-01-05T17:05:00.000","4104-0","LIQUOR","1901747","870706"
"SL20122440","SALT LAKE CITY","4","5","35B","200 S 500 W","2012-01-05T13:40:00.000","132","Z3","2012-01-05T13:40:00.000","3550-0","DRUGS","1887938","885881"
"SL20122641","SALT LAKE CITY","2","5","90Z","500 S 900 W","2012-01-05T18:44:00.000","121","Z2","2012-01-05T18:44:00.000","5401-0","TRAFFIC","1884759","883226"
"SL20122324","SALT LAKE CITY","6","5","0","500 S FOOTHILL DR","2012-01-05T09:27:00.000","143","Z4","2012-01-05T09:27:00.000","5499-8","TRAFFIC","1906886","883321"
"SL20122264","SALT LAKE CITY","L","5","0","KENSINGTON AVE / STATE ST","2012-01-05T06:08:00.000","152","Z5","2012-01-05T06:40:00.000","5499-8","TRAFFIC","1892624","875693"
"SL20122610","SALT LAKE CITY","4","5","0","00 W 500 S","2012-01-05T17:45:00.000","135","Z3","2012-01-05T17:45:00.000","5499-7","TRAFFIC","1891542","883634"
"SL20122453","SALT LAKE CITY","7","5","0","2200 S 1300 E","2012-01-05T13:53:00.000","163","Z6","2012-01-05T13:53:00.000","5499-8","TRAFFIC","1902125","870101"
"SL20122602","SALT LAKE CITY","5","5","0","1300 S JEFFERSON ST","2012-01-05T17:32:00.000","152","Z5","2012-01-05T17:32:00.000","5499-8","TRAFFIC","1890635","877445"
"SL20122571","SALT LAKE CITY","5","5","0","300 W 2100 S","2012-01-05T16:49:00.000","161","Z6","2012-01-05T16:49:00.000","5499-7","TRAFFIC","1889068","871605"
"SL20122478","SALT LAKE CITY","5","5","0","900 S 1100 E","2012-01-05T14:37:00.000","153","Z5","2012-01-05T14:37:00.000","5499-7","TRAFFIC","1900569","880402"
"SL20123252","SALT LAKE CITY","4","5","240","1100 E 100 S","2012-01-05T14:00:00.000","143","Z4","2012-01-06T19:52:00.000","2499-13","STOLEN VEHICLE","1900703","886767"
"SL20122687","SALT LAKE CITY","1","5","35B","300 N 1300 W","2012-01-05T20:00:00.000","112","Z1","2012-01-05T20:00:00.000","3550-0","DRUGS","1881521","890636"
"SL20122221","SALT LAKE CITY","4","5","290","200 S 300 W","2012-01-05T00:12:00.000","132","Z3","2012-01-05T00:12:00.000","2902-0","DAMAGED PROP","1889463","885976"
"SL20122224","SALT LAKE CITY","4","5","290","200 S 200 W","2012-01-05T00:13:00.000","132","Z3","2012-01-05T00:13:00.000","2902-0","DAMAGED PROP","1890255","885974"
"SL20122255","SALT LAKE CITY","4","5","23F","100 W 300 S","2012-01-05T04:12:00.000","133","Z3","2012-01-05T04:12:00.000","2305-0","LARCENY","1890965","885220"
"SL20122259","SALT LAKE CITY","2","5","23F","02 0/2 S RIO GRANDE ST","2012-01-05T05:11:00.000","132","Z3","2012-01-05T05:11:00.000","2305-0","LARCENY","1888267","865698"
"SL20122300","SALT LAKE CITY","2","5","23G","3800 W 1987 S","2012-01-05T08:26:00.000","124","Z2","2012-01-05T08:26:00.000","2304-0","LARCENY","1866477","872558"
"SL20122366","SALT LAKE CITY","1","5","23F","4900 W WILEY POST WAY","2012-01-05T10:54:00.000","113","Z1","2012-01-05T10:54:00.000","2305-0","LARCENY","1859265","889247"
"SL20122560","SALT LAKE CITY","4","5","0","300 S STATE ST","2012-01-05T16:38:00.000","133","Z3","2012-01-05T16:38:00.000","7399-6","PUBLIC ORDER","1892629","884752"
"SL20122565","SALT LAKE CITY","4","5","90J","200 S RIO GRANDE ST","2012-01-05T16:47:00.000","132","Z3","2012-01-05T16:47:00.000","5707-0","INV OF PRIVACY","1888237","885727"
"SL20122715","SALT LAKE CITY","4","5","90J","300 W 400 S","2012-01-05T21:22:00.000","132","Z3","2012-01-05T21:22:00.000","5707-0","INV OF PRIVACY","1889084","884435"
"SL20122570","SALT LAKE CITY","4","5","90J","200 S RIO GRANDE ST","2012-01-05T16:49:00.000","132","Z3","2012-01-05T16:49:00.000","5707-0","INV OF PRIVACY","1888237","885727"
"SL20122624","SALT LAKE CITY","4","5","90J","300 S 600 W","2012-01-05T18:11:00.000","132","Z3","2012-01-05T18:11:00.000","5707-0","INV OF PRIVACY","1887084","885181"
"SL20123301","SALT LAKE CITY","4","5","23F","200 W PIERPONT AVE","2012-01-05T12:00:00.000","133","Z3","2012-01-06T21:26:00.000","2305-0","LARCENY","1890307","885619"
"SL20122589","SALT LAKE CITY","5","5","0","500 E RAMONA AVE","2012-01-05T17:14:00.000","161","Z6","2012-01-05T17:14:00.000","7399-28","PUBLIC ORDER","1896441","872415"
"SL20122750","SALT LAKE CITY","4","5","23F","300 S WEST TEMPLE ST","2012-01-05T23:03:00.000","133","Z3","2012-01-05T23:03:00.000","2305-0","LARCENY","1891044","885178"
"SL20122944","SALT LAKE CITY","6","5","90C","1800 S 2500 E","2012-01-05T12:30:00.000","163","Z6","2012-01-06T10:34:00.000","5399-12","PUBLIC PEACE","1911644","873128"
"SL20124605","SALT LAKE CITY","6","5","90C","1800 S NEVADA ST","2012-01-05T09:00:00.000","163","Z6","2012-01-09T13:40:00.000","5399-12","PUBLIC PEACE","1910416","873390"
"SL20122630","SALT LAKE CITY","2","5","90Z","800 S 900 W","2012-01-05T18:19:00.000","122","Z2","2012-01-05T18:19:00.000","5401-0","TRAFFIC","1884690","880962"
"SL20122383","SALT LAKE CITY","3","5","90C","200 N 300 W","2012-01-05T11:10:00.000","131","Z3","2012-01-05T11:45:00.000","5399-12","PUBLIC PEACE","1889477","889491"
"SL2012800046","SALT LAKE CITY","4","5","90Z","400 W 100 S","2012-01-05T20:30:00.000","132","Z3","2012-01-09T17:15:00.000","5401-0","TRAFFIC","1888692","886814"
"SL20125015","SALT LAKE CITY","1","5","290","1700 W 1700 N","2012-01-05T12:15:00.000","111","Z1","2012-01-10T09:37:00.000","2903-0","DAMAGED PROP","1878337","900856"
"SL20122386","SALT LAKE CITY","4","5","90G","300 W 400 S","2012-01-05T11:49:00.000","132","Z3","2012-01-05T11:49:00.000","4104-0","LIQUOR","1889084","884435"
"SL20122452","SALT LAKE CITY","4","5","90G","200 S RIO GRANDE ST","2012-01-05T13:54:00.000","132","Z3","2012-01-05T13:54:00.000","4104-0","LIQUOR","1888297","885699"
"SL20122416","SALT LAKE CITY","4","5","0","400 S STATE ST","2012-01-05T12:50:00.000","135","Z3","2012-01-05T12:51:00.000","5399-26","PUBLIC PEACE","1892686","883988"
"SL20122404","SALT LAKE CITY","4","5","90G","300 W 400 S","2012-01-05T12:29:00.000","132","Z3","2012-01-05T12:29:00.000","4104-0","LIQUOR","1889084","884435"
"SL20122521","SALT LAKE CITY","4","5","90C","200 S RIO GRANDE ST","2012-01-05T15:22:00.000","132","Z3","2012-01-05T15:42:00.000","5399-12","PUBLIC PEACE","1888297","885699"
"SL20122463","SALT LAKE CITY","4","5","35A","200 S RIO GRANDE ST","2012-01-05T14:22:00.000","132","Z3","2012-01-05T14:22:00.000","3562-0","DRUGS","1888297","885604"
"SL20122487","SALT LAKE CITY","4","5","90Z","200 S SURPRISE AVE","2012-01-05T14:54:00.000","142","Z4","2012-01-05T14:54:00.000","3599-99","DRUGS","1893430","885973"
"SL20122488","SALT LAKE CITY","4","5","90Z","200 S SURPRISE AVE","2012-01-05T14:55:00.000","142","Z4","2012-01-05T14:55:00.000","3599-99","DRUGS","1893430","885973"
"SL201210268","SALT LAKE CITY","1","5","290","700 N REDWOOD RD","2012-01-05T12:00:00.000","111","Z1","2012-01-18T16:44:00.000","2999-1","DAMAGED PROP","1878504","893468"
"SL201210606","SALT LAKE CITY","2","5","90A","900 W 2100 S","2012-01-05T11:08:00.000","123","Z2","2012-01-19T11:08:00.000","2606-0","FRAUD","1884577","871725"
"SL20122492","SALT LAKE CITY","4","5","90Z","200 S SURPRISE AVE","2012-01-05T14:57:00.000","142","Z4","2012-01-05T14:57:00.000","3599-99","DRUGS","1893430","885973"
"SL20122505","SALT LAKE CITY","4","5","35A","200 S SURPRISE AVE","2012-01-05T15:02:00.000","142","Z4","2012-01-05T15:02:00.000","3599-0","DRUGS","1893430","885973"
"SL20122510","SALT LAKE CITY","4","5","35A","200 S SURPRISE AVE","2012-01-05T15:04:00.000","142","Z4","2012-01-05T15:04:00.000","3599-0","DRUGS","1893430","885973"
"SL20122779","SALT LAKE CITY","4","6","0","300 W 400 S","2012-01-06T00:11:00.000","132","Z3","2012-01-06T00:11:00.000","5499-12","TRAFFIC","1889387","884434"
"SL20122782","SALT LAKE CITY","4","6","90D","200 S STATE ST","2012-01-06T00:04:00.000","133","Z3","2012-01-06T00:04:00.000","5404-0","TRAFFIC","1892634","885962"
"SL20122794","SALT LAKE CITY","1","6","0","3700 W TERMINAL WESTBOUND DR","2012-01-06T00:48:00.000","113","Z1","2012-01-06T00:48:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20122805","SALT LAKE CITY","1","6","23D","700 N TERMINAL NORTHBOUND DR","2012-01-06T00:30:00.000","113","Z1","2012-01-06T01:11:00.000","2308-0","LARCENY","1867036","893752"
"SL20122813","SALT LAKE CITY","4","6","90D","100 W 600 S","2012-01-06T01:28:00.000","135","Z3","2012-01-06T01:28:00.000","5404-0","TRAFFIC","1890965","882844"
"SL20122812","SALT LAKE CITY","4","6","90D","300 S STATE ST","2012-01-06T01:39:00.000","133","Z3","2012-01-06T01:39:00.000","5404-0","TRAFFIC","1892688","884659"
"SL20122775","SALT LAKE CITY","4","6","90Z","800 E 700 S","2012-01-06T00:04:00.000","151","Z5","2012-01-06T00:04:00.000","5309-0","PUBLIC PEACE","1898390","882024"
"SL20122806","SALT LAKE CITY",,"6","0","200 S SURPRISE AVE","2012-01-06T01:11:00.000",,,"2012-01-06T01:11:00.000","5299-0","WEAPON OFFENSE",,
"SL20122810","SALT LAKE CITY","7","6","0","2600 S 2000 E","2012-01-06T01:28:00.000","163","Z6","2012-01-06T01:28:00.000","7399-99","PUBLIC ORDER","1907564","867102"
"SL20122831","SALT LAKE CITY","L","6","0","1300 S / WEST TEMPLE ST","2012-01-06T03:03:00.000","152","Z5","2012-01-06T03:03:00.000","5499-7","TRAFFIC","1891043","877462"
"SL20122799","SALT LAKE CITY","4","6","0","300 E 700 S","2012-01-06T00:58:00.000","144","Z4","2012-01-06T00:58:00.000","5399-30","PUBLIC PEACE","1894720","881977"
"SL20122919","SALT LAKE CITY","4","6","23C","400 S 500 E","2012-01-06T09:44:00.000","144","Z4","2012-01-06T13:53:00.000","2303-0","LARCENY","1895856","883946"
"SL20122954","SALT LAKE CITY","1","6","90Z","700 N TERMINAL NORTHBOUND DR","2012-01-06T11:10:00.000","113","Z1","2012-01-06T11:14:00.000","4902-0","ESCAPE","1867036","893752"
"SL20122966","SALT LAKE CITY","7","6","23G","1900 S DOUGLAS ST","2012-01-06T11:49:00.000","163","Z6","2012-01-06T11:49:00.000","2304-0","LARCENY","1901695","872470"
"SL20122921","SALT LAKE CITY","4","6","13B","200 S 200 E","2012-01-06T09:49:00.000","133","Z3","2012-01-06T09:49:00.000","1313-0","ASSAULT","1893485","885691"
"SL20122901","SALT LAKE CITY","4","6","220","200 E 300 S","2012-01-06T09:01:00.000","133","Z3","2012-01-06T09:01:00.000","2205-0","BURGLARY","1893862","885209"
"SL20122911","SALT LAKE CITY","4","6","13B","00 E BROADWAY","2012-01-06T09:16:00.000","133","Z3","2012-01-06T09:16:00.000","1313-0","ASSAULT","1892631","885175"
"SL20122988","SALT LAKE CITY","4","6","90C","800 S 1300 E","2012-01-06T12:05:00.000","151","Z5","2012-01-06T12:38:00.000","5399-12","PUBLIC PEACE","1902125","880879"
"SL20122937","SALT LAKE CITY","2","6","0","00 N REDWOOD RD","2012-01-06T10:17:00.000","112","Z1","2012-01-06T10:17:00.000","5499-8","TRAFFIC","1878628","888285"
"SL20122952","SALT LAKE CITY","5","6","290","1200 S WEST TEMPLE ST","2012-01-06T11:00:00.000","152","Z5","2012-01-06T11:00:00.000","2902-0","DAMAGED PROP","1891015","877862"
"SL20123038","SALT LAKE CITY","4","6","0","700 W 400 S","2012-01-06T14:11:00.000","134","Z3","2012-01-06T14:11:00.000","5499-6","TRAFFIC","1885805","884387"
"SL20122910","SALT LAKE CITY","1","6","290","3600 W 510 N","2012-01-06T09:10:00.000","113","Z1","2012-01-06T09:14:00.000","2901-0","DAMAGED PROP","1867746","891698"
"SL20122990","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR","2012-01-06T12:40:00.000","113","Z1","2012-01-06T12:40:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20122994","SALT LAKE CITY","2","6","0","1400 W ANDREW AVE","2012-01-06T12:45:00.000","123","Z2","2012-01-06T12:45:00.000","5399-18","PUBLIC PEACE","1880664","875792"
"SL20122968","SALT LAKE CITY","C","6","0","WEECHQUOOTEE PL / GALLIVAN AVE","2012-01-06T11:50:00.000","133","Z3","2012-01-06T11:50:00.000","5399-23","PUBLIC PEACE","1892147","885471"
"SL20122961","SALT LAKE CITY","4","6","0","700 S 400 E","2012-01-06T11:33:00.000","144","Z4","2012-01-06T11:33:00.000","5399-23","PUBLIC PEACE","1894996","881587"
"SL20122959","SALT LAKE CITY","4","6","26B","600 S 300 W","2012-01-06T11:26:00.000","134","Z3","2012-01-06T11:26:00.000","2605-0","FRAUD","1889449","882613"
"SL20122953","SALT LAKE CITY","4","6","90J","200 E 400 S","2012-01-06T11:03:00.000","135","Z3","2012-01-06T11:03:00.000","5707-0","INV OF PRIVACY","1893540","884358"
"SL20122940","SALT LAKE CITY","3","6","0","100 E 1ST AVE","2012-01-06T10:26:00.000","141","Z4","2012-01-06T10:26:00.000","7399-99","PUBLIC ORDER","1892908","888029"
"SL20122863","SALT LAKE CITY","2","6","0","1000 W INDIANA AVE","2012-01-06T07:15:00.000","122","Z2","2012-01-06T07:15:00.000","7399-1","PUBLIC ORDER","1883645","881099"
"SL20122862","SALT LAKE CITY","4","6","0","300 S 600 W","2012-01-06T06:44:00.000","132","Z3","2012-01-06T06:44:00.000","5399-23","PUBLIC PEACE","1887084","885181"
"SL20122861","SALT LAKE CITY","4","6","23F","100 W 300 S","2012-01-06T06:48:00.000","133","Z3","2012-01-06T06:48:00.000","2305-0","LARCENY","1890965","885220"
"SL20122856","SALT LAKE CITY","4","6","23D","200 S RIO GRANDE ST","2012-01-06T06:21:00.000","132","Z3","2012-01-06T06:21:00.000","2308-0","LARCENY","1888238","885862"
"SL20122854","SALT LAKE CITY","4","6","0","100 E 800 S","2012-01-06T06:15:00.000","135","Z3","2012-01-06T06:15:00.000","5399-23","PUBLIC PEACE","1893271","881250"
"SL20122840","SALT LAKE CITY","3","6","90Z","700 N 300 W","2012-01-06T03:58:00.000","131","Z3","2012-01-06T05:01:00.000","4902-0","ESCAPE","1889555","893775"
"SL20122823","SALT LAKE CITY","2","6","0","600 W 1700 S","2012-01-06T02:28:00.000","123","Z2","2012-01-06T02:28:00.000","5399-28","PUBLIC PEACE","1886823","874557"
"SL20122802","SALT LAKE CITY","1","6","0","800 N 1200 W","2012-01-06T01:02:00.000","111","Z1","2012-01-06T01:02:00.000","5399-23","PUBLIC PEACE","1882402","893907"
"SL20122788","SALT LAKE CITY","4","6","0","00 E 600 S","2012-01-06T00:29:00.000","135","Z3","2012-01-06T00:29:00.000","7399-5","PUBLIC ORDER","1892068","882780"
"SL20122785","SALT LAKE CITY","4","6","90J","200 S EDISON ST","2012-01-06T00:24:00.000","133","Z3","2012-01-06T00:24:00.000","5707-0","INV OF PRIVACY","1893156","885723"
"SL20122974","SALT LAKE CITY","2","6","23C","100 N 900 W","2012-01-06T12:03:00.000","112","Z1","2012-01-06T13:23:00.000","2303-0","LARCENY","1884782","888792"
"SL20123067","SALT LAKE CITY","1","6","0","3700 W TERMINAL WESTBOUND DR","2012-01-06T14:50:00.000","113","Z1","2012-01-06T14:52:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20123127","SALT LAKE CITY","F","6","520","GARNETTE ST / DUPONT AVE","2012-01-06T16:36:00.000","111","Z1","2012-01-06T16:36:00.000","5212-0","WEAPON OFFENSE","1879702","898012"
"SL20123065","SALT LAKE CITY","5","6","0","1000 S MAIN ST","2012-01-06T14:45:00.000","152","Z5","2012-01-06T14:45:00.000","7399-1","PUBLIC ORDER","1891815","879350"
"SL20123032","SALT LAKE CITY","4","6","23H","200 S 400 E","2012-01-06T14:04:00.000","142","Z4","2012-01-06T14:04:00.000","2309-0","LARCENY","1895071","885525"
"SL20123152","SALT LAKE CITY","2","6","0","1400 W PIERPONT AVE","2012-01-06T17:04:00.000","121","Z2","2012-01-06T17:04:00.000","5499-12","TRAFFIC","1880660","885955"
"SL20123068","SALT LAKE CITY","4","6","0","200 S 300 E","2012-01-06T14:50:00.000","133","Z3","2012-01-06T14:50:00.000","7399-3","PUBLIC ORDER","1894218","885734"
"SL20123024","SALT LAKE CITY","2","6","23H","5400 W 300 S","2012-01-06T13:55:00.000","124","Z2","2012-01-06T13:55:00.000","2309-0","LARCENY","1856467","885122"
"SL20123023","SALT LAKE CITY","2","6","23H","1600 S 900 W","2012-01-06T13:55:00.000","123","Z2","2012-01-06T13:55:00.000","2309-0","LARCENY","1884726","874997"
"SL20123003","SALT LAKE CITY","4","6","0","300 E 600 S","2012-01-06T13:07:00.000","144","Z4","2012-01-06T13:07:00.000","7399-3","PUBLIC ORDER","1894276","882832"
"SL20122984","SALT LAKE CITY","2","6","90Z","100 N 900 W","2012-01-06T12:03:00.000","112","Z1","2012-01-06T13:23:00.000","4902-0","ESCAPE","1884782","888792"
"SL20122967","SALT LAKE CITY","5","6","23D","1000 S 300 W","2012-01-06T11:52:00.000","152","Z5","2012-01-06T11:52:00.000","2308-0","LARCENY","1889495","879112"
"SL20122939","SALT LAKE CITY","4","6","90Z","400 S 500 E","2012-01-06T10:26:00.000","144","Z4","2012-01-06T13:53:00.000","4902-0","ESCAPE","1895856","883946"
"SL2012800032","SALT LAKE CITY","3","6","23F","00 N M ST","2012-01-06T08:00:00.000","141","Z4","2012-01-06T14:31:00.000","2305-0","LARCENY","1898969","887746"
"SL20123174","SALT LAKE CITY","4","6","0","300 E 200 S","2012-01-06T18:17:00.000","142","Z4","2012-01-06T18:17:00.000","7399-6","PUBLIC ORDER","1894390","886000"
"SL20123130","SALT LAKE CITY","4","6","35B","800 S 200 W","2012-01-06T16:09:00.000","134","Z3","2012-01-06T16:09:00.000","3550-0","DRUGS","1890235","880958"
"SL20123102","SALT LAKE CITY","5","6","0","1000 S MAIN ST","2012-01-06T15:37:00.000","152","Z5","2012-01-06T15:37:00.000","7399-1","PUBLIC ORDER","1891815","879350"
"SL20123237","SALT LAKE CITY","1","6","0","1000 N REDWOOD RD","2012-01-06T19:32:00.000","111","Z1","2012-01-06T19:32:00.000","5499-12","TRAFFIC","1878593","895959"
"SL20123190","SALT LAKE CITY","3","6","0","300 N G ST","2012-01-06T18:15:00.000","141","Z4","2012-01-06T18:15:00.000","3899-8","FAMILY OFFENSES","1896502","890689"
"SL20123154","SALT LAKE CITY","1","6","0","3700 W TERMINAL WESTBOUND DR","2012-01-06T17:05:00.000","113","Z1","2012-01-06T17:05:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20123081","SALT LAKE CITY","7","6","0","1400 E CRANDALL AVE","2012-01-06T15:14:00.000","163","Z6","2012-01-06T15:14:00.000","7399-3","PUBLIC ORDER","1903103","865382"
"SL20123187","SALT LAKE CITY","2","6","90Z","1500 W CALIFORNIA AVE","2012-01-06T18:05:00.000","123","Z2","2012-01-06T19:19:00.000","5401-0","TRAFFIC","1879772","877055"
"SL20123173","SALT LAKE CITY","4","6","35B","300 W 200 S","2012-01-06T17:36:00.000","132","Z3","2012-01-06T17:36:00.000","3550-0","DRUGS","1889302","885960"
"SL20123165","SALT LAKE CITY","5","6","0","200 E ROSEWOOD AVE","2012-01-06T17:24:00.000","161","Z6","2012-01-06T17:24:00.000","5399-23","PUBLIC PEACE","1893901","872313"
"SL20123142","SALT LAKE CITY","7","6","13C","2600 S GREEN ST","2012-01-06T16:33:00.000","162","Z6","2012-01-06T16:33:00.000","1316-4","ASSAULT","1896950","867325"
"SL20123110","SALT LAKE CITY","5","6","90E","900 S MAIN ST","2012-01-06T15:45:00.000","152","Z5","2012-01-06T15:45:00.000","7399-26","PUBLIC ORDER","1891819","880413"
"SL20123030","SALT LAKE CITY","2","6","90Z","700 W 800 S","2012-01-06T14:02:00.000","121","Z2","2012-01-06T14:41:00.000","4902-0","ESCAPE","1886193","881276"
"SL20123246","SALT LAKE CITY","4","6","0","600 S UNIVERSITY ST","2012-01-06T19:43:00.000","151","Z5","2012-01-06T19:43:00.000","5399-23","PUBLIC PEACE","1902527","882435"
"SL20123224","SALT LAKE CITY","5","6","35A","1300 S MAIN ST","2012-01-06T19:19:00.000","152","Z5","2012-01-06T19:19:00.000","3504-0","DRUGS","1891867","877320"
"SL20122821","SALT LAKE CITY","5","6","23H","1700 S STATE ST","2012-01-06T02:16:00.000","161","Z6","2012-01-06T02:16:00.000","2399-18","LARCENY","1892589","874489"
"SL20123213","SALT LAKE CITY","2","6","13B","00 S 800 W","2012-01-06T18:57:00.000","121","Z2","2012-01-06T18:57:00.000","1313-0","ASSAULT","1885567","887124"
"SL20123244","SALT LAKE CITY","1","6","90Z","400 N OAKLEY ST","2012-01-06T19:43:00.000","112","Z1","2012-01-06T21:11:00.000","4902-0","ESCAPE","1881983","891281"
"SL20123146","SALT LAKE CITY","5","6","13A","1500 S MAJOR ST","2012-01-06T16:44:00.000","152","Z5","2012-01-06T16:44:00.000","1304-0","ASSAULT","1892200","875749"
"SL20123135","SALT LAKE CITY","2","6","0","1100 W CALIFORNIA AVE","2012-01-06T16:14:00.000","123","Z2","2012-01-06T16:14:00.000","7399-99","PUBLIC ORDER","1882656","877047"
"SL20123075","SALT LAKE CITY","2","6","23C","02 0/2 S RIO GRANDE ST","2012-01-06T15:01:00.000","132","Z3","2012-01-06T15:01:00.000","2303-0","LARCENY","1888267","865698"
"SL20123217","SALT LAKE CITY","4","6","90Z","200 W 500 S","2012-01-06T19:07:00.000","134","Z3","2012-01-06T19:07:00.000","4902-0","ESCAPE","1890176","883639"
"SL20123254","SALT LAKE CITY","2","6","0","1100 W 1300 S","2012-01-06T19:53:00.000","122","Z2","2012-01-06T19:53:00.000","7399-99","PUBLIC ORDER","1883037","877389"
"SL20123201","SALT LAKE CITY","4","6","90E","200 W 500 S","2012-01-06T18:32:00.000","134","Z3","2012-01-06T18:32:00.000","7399-26","PUBLIC ORDER","1890176","883639"
"SL20123268","SALT LAKE CITY","4","6","23F","500 S 900 E","2012-01-06T20:21:00.000","151","Z5","2012-01-06T20:21:00.000","2305-0","LARCENY","1899025","883233"
"SL20123034","SALT LAKE CITY","2","6","23C","1600 S EMPIRE RD","2012-01-06T14:05:00.000","124","Z2","2012-01-06T15:22:00.000","2303-0","LARCENY","1877492","875286"
"SL20122789","SALT LAKE CITY","5","6","0","1400 S WEST TEMPLE ST","2012-01-06T00:30:00.000","152","Z5","2012-01-06T00:30:00.000","7399-11","PUBLIC ORDER","1891008","876217"
"SL20123094","SALT LAKE CITY","2","6","23C","1100 S NAVAJO ST","2012-01-06T15:28:00.000","122","Z2","2012-01-06T15:28:00.000","2303-0","LARCENY","1881087","878201"
"SL20123241","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR","2012-01-06T19:30:00.000","113","Z1","2012-01-06T19:35:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20123308","SALT LAKE CITY","1","6","0","3700 W TERMINAL NORTHBOUND DR","2012-01-06T21:35:00.000","113","Z1","2012-01-06T21:35:00.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL20123259","SALT LAKE CITY","4","6","35A","200 S 500 W","2012-01-06T20:11:00.000","132","Z3","2012-01-06T20:11:00.000","3532-0","DRUGS","1887938","885839"
"SL20123278","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR","2012-01-06T20:30:00.000","113","Z1","2012-01-06T20:36:00.000","7399-4","PUBLIC ORDER","1867036","893752"
"SL20123338","SALT LAKE CITY","4","6","0","300 W SOUTH TEMPLE ST","2012-01-06T21:50:00.000","132","Z3","2012-01-06T22:23:00.000","7399-11","PUBLIC ORDER","1889476","887543"
"SL20123161","SALT LAKE CITY","5","6","0","300 W BROOKLYN AVE","2012-01-06T17:11:00.000","134","Z3","2012-01-06T17:11:00.000","5399-28","PUBLIC PEACE","1889456","879383"
"SL20123215","SALT LAKE CITY","F","6","90Z","DUPONT AVE / GARNETTE ST","2012-01-06T19:01:00.000","111","Z1","2012-01-06T19:01:00.000","4902-0","ESCAPE","1879702","898012"
"SL20123290","SALT LAKE CITY","7","6","90E","1100 E 2100 S","2012-01-06T20:57:00.000","163","Z6","2012-01-06T20:57:00.000","7399-26","PUBLIC ORDER","1900984","871489"
"SL20123317","SALT LAKE CITY","4","6","0","200 S 500 W","2012-01-06T21:30:00.000","132","Z3","2012-01-06T21:51:00.000","7399-99","PUBLIC ORDER","1887908","885871"
"SL20123273","SALT LAKE CITY","5","6","23C","300 W HOPE AVE","2012-01-06T20:27:00.000","152","Z5","2012-01-06T20:27:00.000","2303-0","LARCENY","1889051","876511"
"SL20123368","SALT LAKE CITY","4","6","0","00 E 500 S","2012-01-06T23:09:00.000","135","Z3","2012-01-06T23:09:00.000","5499-12","TRAFFIC","1892257","883572"
"SL20123219","SALT LAKE CITY","2","6","26A","800 W 300 N","2012-01-06T19:05:00.000","112","Z1","2012-01-06T19:05:00.000","2602-0","FRAUD","1885084","889937"
"SL20123299","SALT LAKE CITY","4","6","90Z","200 S 600 W","2012-01-06T21:25:00.000","132","Z3","2012-01-06T21:25:00.000","4902-0","ESCAPE","1887145","885563"
"SL20123307","SALT LAKE CITY","F","6","0","NORTH TEMPLE ST / REDWOOD RD","2012-01-06T21:31:00.000","112","Z1","2012-01-06T21:31:00.000","5499-5","TRAFFIC","1878536","888418"
"SL20123328","SALT LAKE CITY","1","6","35B","400 N OAKLEY ST","2012-01-06T19:43:00.000","112","Z1","2012-01-06T21:11:00.000","3550-0","DRUGS","1881983","891281"
"SL20123353","SALT LAKE CITY","4","6","90Z","200 S 500 W","2012-01-06T23:39:00.000","132","Z3","2012-01-06T23:39:00.000","4902-0","ESCAPE","1887938","885839"
