"address","case","city","council","day_of_week","ibr_code","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"1900 N WARM SPRINGS RD","SL20132981","SALT LAKE CITY","3","6","290","2013-01-04T20:00:00.000","131","Z3","2013-01-07T01:22:00.000","2901-0","DAMAGED PROP","1883756","901881"
"02 0/2 S RIO GRANDE ST","SL20132966","SALT LAKE CITY",,"6","90Z","2013-01-04T10:08:00.000","132","Z3","2013-01-04T10:08:00.000","4902-0","ESCAPE","1888267","865698"
"9 E KELSEY AVE","SL20131636","SALT LAKE CITY","5","6","90Z","2013-01-04T09:32:00.000","152","Z5","2013-01-04T09:32:00.000","3612-0","SEXUAL OFFENSE","1891948","878090"
"900 S BENDING RIVER RD","SL20133077","SALT LAKE CITY",,"6","23F","2013-01-04T18:00:00.000",,,"2013-01-07T08:43:00.000","2305-0","LARCENY",,
"200 N MAIN ST","SL20133278","SALT LAKE CITY","3","6","23D","2013-01-04T23:00:00.000","131","Z3","2013-01-07T14:27:00.000","2308-0","LARCENY","1891853","889633"
"500 N TERMINAL NORTHBOUND DR","SL20134344","SALT LAKE CITY","1","6","0","2013-01-04T08:00:00.000","113","Z1","2013-01-09T14:13:00.000","5399-28","PUBLIC PEACE","1866905","891511"
"700 S 300 W","SL20134524","SALT LAKE CITY","4","6","220","2013-01-04T17:30:00.000","134","Z3","2013-01-09T20:17:00.000","2203-0","BURGLARY","1889505","881634"
"300 W HOPE AVE","SL2013800020","SALT LAKE CITY","5","6","23F","2013-01-04T19:50:00.000","152","Z5","2013-01-04T22:24:00.000","2305-0","LARCENY","1889051","876511"
"700 N TERMINAL NORTHBOUND DR","SL2013800021","SALT LAKE CITY","1","6","0","2013-01-04T23:30:00.000","113","Z1","2013-01-05T16:15:00.000","7399-6","PUBLIC ORDER","1867036","893752"
"800 S STATE ST","SL2013800025","SALT LAKE CITY","4","6","0","2013-01-04T07:25:00.000","135","Z3","2013-01-07T06:14:00.000","7399-6","PUBLIC ORDER","1892613","880756"
"600 W NORTH TEMPLE ST","SL20134953","SALT LAKE CITY","3","6","220","2013-01-04T16:42:00.000","132","Z3","2013-01-10T16:42:00.000","2203-0","BURGLARY","1886886","888355"
"1300 S MAIN ST","SL20131929","SALT LAKE CITY","5","6","0","2013-01-04T18:44:00.000","152","Z5","2013-01-04T18:44:00.000","5499-7","TRAFFIC","1891808","877436"
"300 S 600 W","SL20135764","SALT LAKE CITY","4","6","23H","2013-01-04T04:30:00.000","132","Z3","2013-01-11T22:49:00.000","2399-0","LARCENY","1887084","885181"
"800 S 800 W","SL2013800044","SALT LAKE CITY","2","6","0","2013-01-04T21:45:00.000","122","Z2","2013-01-09T17:06:00.000","7399-6","PUBLIC ORDER","1885483","881236"
"400 S 500 E","SL2013800045","SALT LAKE CITY","4","6","23H","2013-01-04T19:35:00.000","144","Z4","2013-01-09T19:52:00.000","2399-18","LARCENY","1895796","883946"
"800 E 1300 S","SL2013800046","SALT LAKE CITY","5","6","23H","2013-01-04T01:00:00.000","153","Z5","2013-01-10T09:43:00.000","2399-0","LARCENY","1898678","877466"
"700 N 900 W","SL20138530","SALT LAKE CITY","1","6","23D","2013-01-04T12:00:00.000","111","Z1","2013-01-17T14:19:00.000","2308-0","LARCENY","1884800","893262"
"800 S 500 W","SL20139153","SALT LAKE CITY","4","6","23H","2013-01-04T00:00:00.000","134","Z3","2013-01-18T16:08:00.000","2309-0","LARCENY","1887858","880835"
"100 S RIO GRANDE ST","SL201316423","SALT LAKE CITY","4","6","26A","2013-01-04T00:00:00.000","132","Z3","2013-02-01T15:18:00.000","2602-0","FRAUD","1888314","886634"
"1200 N 1500 W","SL201330067","SALT LAKE CITY","1","6","26A","2013-01-04T12:00:00.000","111","Z1","2013-02-27T12:11:00.000","2699-2","FRAUD","1879991","897049"
"600 E 9TH AVE","SL20131617","SALT LAKE CITY","3","6","290","2013-01-04T08:37:00.000","141","Z4","2013-01-04T08:37:00.000","2902-0","DAMAGED PROP","1897478","891315"
"1800 S 200 E","SL20131647","SALT LAKE CITY","5","6","23F","2013-01-04T09:59:00.000","161","Z6","2013-01-04T09:59:00.000","2305-0","LARCENY","1893438","873641"
"300 S STATE ST","SL20131853","SALT LAKE CITY","4","6","23D","2013-01-04T16:12:00.000","133","Z3","2013-01-04T16:12:00.000","2308-0","LARCENY","1892629","884752"
"300 S WEST TEMPLE ST","SL20132088","SALT LAKE CITY","4","7","90D","2013-01-05T01:12:00.000","133","Z3","2013-01-05T01:22:00.000","5404-0","TRAFFIC","1891043","884982"
"400 S WEST TEMPLE ST","SL20132112","SALT LAKE CITY","4","7","0","2013-01-05T02:29:00.000","135","Z3","2013-01-05T02:29:00.000","5499-12","TRAFFIC","1891039","883995"
"300 E 400 S","SL20132065","SALT LAKE CITY","4","7","90C","2013-01-05T00:08:00.000","144","Z4","2013-01-05T00:08:00.000","5311-0","PUBLIC PEACE","1894254","884356"
"1700 S STATE ST","SL20132080","SALT LAKE CITY","5","7","0","2013-01-05T00:47:00.000","161","Z6","2013-01-05T00:47:00.000","7399-5","PUBLIC ORDER","1892587","874032"
"100 W 400 S","SL20132120","SALT LAKE CITY","4","7","13A","2013-01-05T02:48:00.000","133","Z3","2013-01-05T02:48:00.000","1306-0","ASSAULT","1890440","884430"
"00 E 1700 S","SL20132125","SALT LAKE CITY","5","7","23C","2013-01-05T03:36:00.000","152","Z5","2013-01-05T03:36:00.000","2303-0","LARCENY","1891922","874535"
"600 S GREEN ST","SL20132123","SALT LAKE CITY","4","7","13A","2013-01-05T03:12:00.000","144","Z4","2013-01-05T03:12:00.000","1305-0","ASSAULT","1897062","882124"
"300 E ROOSEVELT AVE","SL20132122","SALT LAKE CITY","5","7","90E","2013-01-05T03:06:00.000","153","Z5","2013-01-05T03:06:00.000","7399-26","PUBLIC ORDER","1894602","876148"
"3700 W TERMINAL WESTBOUND DR","SL20132135","SALT LAKE CITY","1","7","290","2013-01-05T05:55:00.000","113","Z1","2013-01-05T06:01:00.000","2903-0","DAMAGED PROP","1866560","893915"
"400 N REDWOOD RD","SL20132134","SALT LAKE CITY","1","7","90I","2013-01-05T05:25:00.000","113","Z1","2013-01-05T05:25:00.000","5324-0","PUBLIC PEACE","1878488","891405"
"1100 S 1300 W","SL20132113","SALT LAKE CITY","2","7","290","2013-01-05T02:32:00.000","122","Z2","2013-01-05T02:32:00.000","2902-0","DAMAGED PROP","1881521","878535"
"200 N 800 W","SL20132124","SALT LAKE CITY","2","7","0","2013-01-05T03:17:00.000","112","Z1","2013-01-05T03:17:00.000","7399-1","PUBLIC ORDER","1885516","889334"
"900 W DEBONAIR DR","SL20132168","SALT LAKE CITY","1","7","90I","2013-01-05T08:36:00.000","111","Z1","2013-01-05T08:36:00.000","5324-0","PUBLIC PEACE","1884258","894782"
"2000 S MAIN ST","SL20132226","SALT LAKE CITY","5","7","23G","2013-01-05T12:13:00.000","161","Z6","2013-01-05T12:13:00.000","2304-0","LARCENY","1891846","871580"
"600 S MAIN ST","SL20132210","SALT LAKE CITY","4","7","240","2013-01-05T12:03:00.000","135","Z3","2013-01-05T12:03:00.000","2499-17","STOLEN VEHICLE","1891826","882316"
"2400 S 700 E","SL20132186","SALT LAKE CITY","7","7","13A","2013-01-05T09:45:00.000","162","Z6","2013-01-05T12:54:00.000","1302-0","ASSAULT","1897356","868570"
"600 S MAIN ST","SL20132202","SALT LAKE CITY","4","7","220","2013-01-05T10:44:00.000","135","Z3","2013-01-05T10:44:00.000","2203-0","BURGLARY","1891826","882316"
"2200 S 600 E","SL20132223","SALT LAKE CITY","7","7","90Z","2013-01-05T12:08:00.000","162","Z6","2013-01-05T12:08:00.000","4902-0","ESCAPE","1896526","869847"
"2300 S 700 E","SL20132176","SALT LAKE CITY","7","7","290","2013-01-05T09:22:00.000","162","Z6","2013-01-05T09:22:00.000","2902-1","DAMAGED PROP","1897365","869670"
"1100 S 1800 E","SL20132179","SALT LAKE CITY","6","7","290","2013-01-05T06:30:00.000","154","Z5","2013-01-05T09:30:00.000","2902-0","DAMAGED PROP","1906194","878106"
"700 N 900 W","SL20132244","SALT LAKE CITY","1","7","240","2013-01-05T12:39:00.000","111","Z1","2013-01-05T12:39:00.000","2499-13","STOLEN VEHICLE","1884800","893262"
"200 E KENSINGTON AVE","SL20132257","SALT LAKE CITY","5","7","90Z","2013-01-05T13:47:00.000","152","Z5","2013-01-05T13:47:00.000","4902-0","ESCAPE","1893659","875720"
"300 N TERMINAL NORTHBOUND DR","SL20132260","SALT LAKE CITY","1","7","0","2013-01-05T13:58:00.000","113","Z1","2013-01-05T13:58:00.000","5499-6","TRAFFIC","1866193","889811"
"200 E DOWNINGTON AVE","SL20132212","SALT LAKE CITY","5","7","90Z","2013-01-05T11:38:00.000","161","Z6","2013-01-05T11:38:00.000","4902-0","ESCAPE","1893997","873481"
"200 S RIO GRANDE ST","SL20132240","SALT LAKE CITY","4","7","90E","2013-01-05T12:36:00.000","132","Z3","2013-01-05T12:36:00.000","7399-26","PUBLIC ORDER","1888238","885862"
"900 S MAIN ST","SL20132288","SALT LAKE CITY","5","7","35A","2013-01-05T15:07:00.000","152","Z5","2013-01-05T15:07:00.000","3570-1","DRUGS","1891818","880093"
"300 E 200 S","SL20132326","SALT LAKE CITY","4","7","13C","2013-01-05T16:18:00.000","142","Z4","2013-01-05T16:18:00.000","1316-1","ASSAULT","1894390","886000"
"100 E 100 S","SL20132319","SALT LAKE CITY","4","7","0","2013-01-05T16:03:00.000","133","Z3","2013-01-05T16:03:00.000","5399-28","PUBLIC PEACE","1892949","886797"
"600 S MAIN ST","SL20132322","SALT LAKE CITY","4","7","240","2013-01-05T16:09:00.000","135","Z3","2013-01-05T16:09:00.000","2499-17","STOLEN VEHICLE","1891826","882316"
"3700 W TERMINAL WESTBOUND DR","SL20132311","SALT LAKE CITY","1","7","0","2013-01-05T15:45:00.000","113","Z1","2013-01-05T15:47:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"3700 W TERMINAL WESTBOUND DR","SL20132359","SALT LAKE CITY","1","7","0","2013-01-05T17:05:00.000","113","Z1","2013-01-05T17:10:00.000","7399-99","PUBLIC ORDER","1866560","893915"
"1300 W 800 S","SL20132392","SALT LAKE CITY","2","7","0","2013-01-05T18:53:00.000","121","Z2","2013-01-05T18:53:00.000","2499-14","STOLEN VEHICLE","1881224","881359"
"1000 S DONNER WAY","SL20132362","SALT LAKE CITY","6","7","0","2013-01-05T17:32:00.000","154","Z5","2013-01-05T17:32:00.000","3899-8","FAMILY OFFENSES","1915667","878958"
"1800 W SPRINGFIELD RD","SL20132281","SALT LAKE CITY","1","7","90Z","2013-01-05T14:49:00.000","111","Z1","2013-01-05T14:49:00.000","5309-0","PUBLIC PEACE","1877125","898683"
"400 S MAIN ST","SL20132300","SALT LAKE CITY","4","7","90E","2013-01-05T15:27:00.000","135","Z3","2013-01-05T17:18:00.000","7399-26","PUBLIC ORDER","1891834","884387"
"300 W 300 S","SL20132312","SALT LAKE CITY","4","7","90C","2013-01-05T15:47:00.000","132","Z3","2013-01-05T15:47:00.000","5311-0","PUBLIC PEACE","1889253","885227"
"200 N 300 W","SL20132448","SALT LAKE CITY","3","7","240","2013-01-05T20:47:00.000","131","Z3","2013-01-05T20:47:00.000","2499-13","STOLEN VEHICLE","1889538","889568"
"H ST / 1ST AVE","SL20132220","SALT LAKE CITY","A","7","0","2013-01-05T12:05:00.000","141","Z4","2013-01-05T12:05:00.000","5499-8","TRAFFIC","1896877","887983"
"00 S WEST TEMPLE ST","SL20132316","SALT LAKE CITY","4","7","23C","2013-01-05T16:19:00.000","133","Z3","2013-01-05T16:19:00.000","2303-0","LARCENY","1891112","887133"
"500 N TERMINAL NORTHBOUND DR","SL20132397","SALT LAKE CITY","1","7","0","2013-01-05T19:06:00.000","113","Z1","2013-01-05T19:06:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"200 S RIO GRANDE ST","SL20132459","SALT LAKE CITY","4","7","0","2013-01-05T21:16:00.000","132","Z3","2013-01-05T21:16:00.000","7399-99","PUBLIC ORDER","1888237","885536"
"800 W MONTAGUE AVE","SL20132320","SALT LAKE CITY","2","7","0","2013-01-05T16:03:00.000","122","Z2","2013-01-05T16:03:00.000","5399-23","PUBLIC PEACE","1885470","880126"
"200 S RIO GRANDE ST","SL20132262","SALT LAKE CITY","4","7","90J","2013-01-05T14:34:00.000","132","Z3","2013-01-05T14:34:00.000","5707-0","INV OF PRIVACY","1888238","885930"
"200 W 400 S","SL20132325","SALT LAKE CITY","4","7","90E","2013-01-05T16:16:00.000","134","Z3","2013-01-05T16:16:00.000","7399-26","PUBLIC ORDER","1890223","884371"
"200 E 400 S","SL20132327","SALT LAKE CITY","4","7","90E","2013-01-05T16:18:00.000","135","Z3","2013-01-05T16:18:00.000","7399-26","PUBLIC ORDER","1893540","884358"
"300 W SOUTH TEMPLE ST","SL20132423","SALT LAKE CITY","4","7","90G","2013-01-05T19:50:00.000","132","Z3","2013-01-05T20:05:00.000","4104-0","LIQUOR","1889476","887543"
"900 S MAIN ST","SL20132377","SALT LAKE CITY","5","7","90Z","2013-01-05T18:29:00.000","152","Z5","2013-01-05T18:29:00.000","5309-0","PUBLIC PEACE","1891876","879527"
"200 N 1000 W","SL20132541","SALT LAKE CITY","1","7","90G","2013-01-05T23:30:00.000","112","Z1","2013-01-05T23:48:00.000","4104-0","LIQUOR","1883991","889182"
"300 W HOPE AVE","SL20132263","SALT LAKE CITY","5","7","23C","2013-01-05T14:34:00.000","152","Z5","2013-01-05T14:34:00.000","2303-0","LARCENY","1889051","876511"
"1100 E 700 S","SL20132307","SALT LAKE CITY","4","7","23D","2013-01-05T15:37:00.000","151","Z5","2013-01-05T15:37:00.000","2308-0","LARCENY","1901065","882014"
"300 W HOPE AVE","SL20132317","SALT LAKE CITY","5","7","90Z","2013-01-05T16:00:00.000","152","Z5","2013-01-05T16:00:00.000","4902-0","ESCAPE","1889051","876511"
"900 N POINSETTIA DR","SL20132334","SALT LAKE CITY","1","7","90Z","2013-01-05T16:35:00.000","111","Z1","2013-01-05T16:35:00.000","4902-0","ESCAPE","1884457","895375"
"400 W 200 S","SL20132366","SALT LAKE CITY","4","7","90E","2013-01-05T17:48:00.000","132","Z3","2013-01-05T17:48:00.000","7399-26","PUBLIC ORDER","1888407","885963"
"300 W HOPE AVE","SL20132367","SALT LAKE CITY","5","7","23C","2013-01-05T17:54:00.000","152","Z5","2013-01-05T17:54:00.000","2303-0","LARCENY","1889051","876511"
"1300 S 2100 E","SL20132368","SALT LAKE CITY","6","7","0","2013-01-05T18:04:00.000","154","Z5","2013-01-05T18:04:00.000","5399-23","PUBLIC PEACE","1908533","877392"
"1700 S 900 W","SL20132384","SALT LAKE CITY","2","7","90Z","2013-01-05T18:45:00.000","123","Z2","2013-01-05T18:45:00.000","3612-0","SEXUAL OFFENSE","1884664","874522"
"200 E 400 S","SL20132389","SALT LAKE CITY","4","7","90Z","2013-01-05T16:20:00.000","135","Z3","2013-01-05T18:50:00.000","4902-0","ESCAPE","1893540","884358"
"300 S 500 W","SL20132390","SALT LAKE CITY","4","7","90G","2013-01-05T18:56:00.000","132","Z3","2013-01-05T18:56:00.000","4104-0","LIQUOR","1887876","885178"
"800 E RAMONA AVE","SL20132407","SALT LAKE CITY","7","7","13B","2013-01-05T19:34:00.000","162","Z6","2013-01-05T19:34:00.000","1313-0","ASSAULT","1898532","872602"
"200 W 400 S","SL20132415","SALT LAKE CITY","4","7","90G","2013-01-05T20:04:00.000","134","Z3","2013-01-05T20:04:00.000","4104-0","LIQUOR","1889838","884372"
"400 W 200 S","SL20132417","SALT LAKE CITY","4","7","90Z","2013-01-05T19:43:00.000","132","Z3","2013-01-05T19:43:00.000","4902-0","ESCAPE","1888516","885963"
"300 S RIO GRANDE ST","SL20132439","SALT LAKE CITY","4","7","90J","2013-01-05T20:31:00.000","132","Z3","2013-01-05T20:31:00.000","5707-0","INV OF PRIVACY","1888293","884567"
"200 W 400 S","SL20132443","SALT LAKE CITY","4","7","90Z","2013-01-05T20:32:00.000","134","Z3","2013-01-05T20:32:00.000","4902-0","ESCAPE","1889838","884372"
"200 W 400 S","SL20132449","SALT LAKE CITY","4","7","90G","2013-01-05T20:32:00.000","134","Z3","2013-01-05T21:30:00.000","4104-0","LIQUOR","1889898","884372"
"500 S STATE ST","SL20132452","SALT LAKE CITY","4","7","0","2013-01-05T20:55:00.000","135","Z3","2013-01-05T20:55:00.000","7399-1","PUBLIC ORDER","1892624","883561"
"800 N 900 W","SL20132472","SALT LAKE CITY","1","7","13B","2013-01-05T21:39:00.000","111","Z1","2013-01-05T21:39:00.000","1313-0","ASSAULT","1884803","893943"
"700 W 400 N","SL20132483","SALT LAKE CITY","2","7","35A","2013-01-05T21:51:00.000","112","Z1","2013-01-05T21:51:00.000","3572-0","DRUGS","1886098","890725"
"200 W 500 S","SL20132485","SALT LAKE CITY","4","7","35A","2013-01-05T21:56:00.000","134","Z3","2013-01-05T21:56:00.000","3562-0","DRUGS","1890024","883580"
"300 S RIO GRANDE ST","SL20132543","SALT LAKE CITY","4","7","90C","2013-01-05T15:36:00.000","132","Z3","2013-01-05T15:36:00.000","7299-3","MORALS-DECENCY","1888234","884805"
"300 S 600 W","SL20132160","SALT LAKE CITY","4","7","90Z","2013-01-05T08:26:00.000","132","Z3","2013-01-05T08:26:00.000","4902-0","ESCAPE","1887084","885181"
"200 S RIO GRANDE ST","SL20132151","SALT LAKE CITY","4","7","13B","2013-01-05T07:48:00.000","132","Z3","2013-01-05T07:48:00.000","1313-0","ASSAULT","1888297","885699"
"00 S 800 W","SL20132170","SALT LAKE CITY","2","7","13B","2013-01-05T08:53:00.000","121","Z2","2013-01-05T08:53:00.000","1313-0","ASSAULT","1885507","887192"
"1100 E 400 S","SL20132433","SALT LAKE CITY","4","7","23D","2013-01-05T20:19:00.000","143","Z4","2013-01-05T20:19:00.000","2308-0","LARCENY","1900866","884391"
"2100 S LAKE ST","SL20132463","SALT LAKE CITY","7","7","13B","2013-01-05T21:25:00.000","162","Z6","2013-01-05T21:25:00.000","1313-0","ASSAULT","1897778","870846"
"700 N TERMINAL NORTHBOUND DR","SL20132252","SALT LAKE CITY","1","7","0","2013-01-05T13:22:00.000","113","Z1","2013-01-05T13:22:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"1000 S MAIN ST","SL20132520","SALT LAKE CITY","5","7","90E","2013-01-05T22:48:00.000","152","Z5","2013-01-05T22:48:00.000","7399-26","PUBLIC ORDER","1891875","879441"
"300 E 5TH AVE","SL20132508","SALT LAKE CITY","3","7","90E","2013-01-05T22:33:00.000","141","Z4","2013-01-05T22:33:00.000","7399-26","PUBLIC ORDER","1895109","889620"
"200 W 300 S","SL20132496","SALT LAKE CITY","4","7","13A","2013-01-05T22:19:00.000","132","Z3","2013-01-05T22:19:00.000","1305-0","ASSAULT","1889587","885166"
"1900 E HUBBARD AVE","SL20132490","SALT LAKE CITY","6","7","0","2013-01-05T22:01:00.000","154","Z5","2013-01-05T22:01:00.000","5399-28","PUBLIC PEACE","1907421","879982"
"700 S 800 W","SL20132221","SALT LAKE CITY","2","7","0","2013-01-05T12:06:00.000","121","Z2","2013-01-05T12:06:00.000","7399-5","PUBLIC ORDER","1885484","881516"
"1500 W 1300 S","SL20132219","SALT LAKE CITY","2","7","26C","2013-01-05T12:06:00.000","122","Z2","2013-01-05T12:06:00.000","2699-1","FRAUD","1879526","877382"
"1900 S 200 E","SL20132203","SALT LAKE CITY","5","7","0","2013-01-05T10:53:00.000","161","Z6","2013-01-05T10:53:00.000","7399-1","PUBLIC ORDER","1893371","872053"
"500 S WEST TEMPLE ST","SL20132200","SALT LAKE CITY","4","7","0","2013-01-05T10:40:00.000","135","Z3","2013-01-05T10:40:00.000","7399-3","PUBLIC ORDER","1891037","883400"
"100 E 200 S","SL20132198","SALT LAKE CITY","4","7","0","2013-01-05T10:30:00.000","133","Z3","2013-01-05T10:30:00.000","7399-6","PUBLIC ORDER","1893138","886005"
"2000 S 2760 W","SL20132197","SALT LAKE CITY","2","7","23F","2013-01-05T10:26:00.000","124","Z2","2013-01-05T10:26:00.000","2305-0","LARCENY","1872890","872411"
"400 W 200 S","SL20132196","SALT LAKE CITY","4","7","13B","2013-01-05T10:17:00.000","132","Z3","2013-01-05T10:17:00.000","1313-0","ASSAULT","1888485","885963"
"700 W 700 S","SL20132190","SALT LAKE CITY","2","7","250","2013-01-05T09:56:00.000","121","Z2","2013-01-05T09:56:00.000","2589-12","FORGERY","1885962","882009"
"600 S 200 W","SL20132189","SALT LAKE CITY","4","7","13B","2013-01-05T09:51:00.000","134","Z3","2013-01-05T09:51:00.000","1313-0","ASSAULT","1890242","882671"
"400 N MORTON DR","SL20132184","SALT LAKE CITY","1","7","290","2013-01-05T00:36:00.000","113","Z1","2013-01-05T09:43:00.000","2902-1","DAMAGED PROP","1876919","891269"
"300 S 600 W","SL20132177","SALT LAKE CITY","4","7","0","2013-01-05T08:26:00.000","132","Z3","2013-01-05T08:26:00.000","7399-5","PUBLIC ORDER","1887084","885181"
"200 S 200 E","SL20132253","SALT LAKE CITY","4","7","0","2013-01-05T13:40:00.000","133","Z3","2013-01-05T13:40:00.000","7399-5","PUBLIC ORDER","1893485","885691"
"1200 E BROWNING AVE","SL20132259","SALT LAKE CITY","5","7","0","2013-01-05T13:51:00.000","153","Z5","2013-01-05T13:51:00.000","5399-28","PUBLIC PEACE","1901750","876496"
"2000 S 900 E","SL20132258","SALT LAKE CITY","7","7","0","2013-01-05T13:48:00.000","162","Z6","2013-01-05T13:48:00.000","7399-1","PUBLIC ORDER","1898919","871943"
"1300 S 200 E","SL20132677","SALT LAKE CITY","5","7","90I","2013-01-05T17:00:00.000","152","Z5","2013-01-06T09:24:00.000","5324-0","PUBLIC PEACE","1893391","877114"
"02 0/2 S RIO GRANDE ST","SL20132271","SALT LAKE CITY","2","7","0","2013-01-05T14:31:00.000","132","Z3","2013-01-05T14:31:00.000","7399-99","PUBLIC ORDER","1888267","865698"
"900 N CORNELL ST","SL20132247","SALT LAKE CITY","1","7","0","2013-01-05T12:59:00.000","111","Z1","2013-01-05T12:59:00.000","5399-18","PUBLIC PEACE","1879891","895155"
"900 E ELGIN AVE","SL20132256","SALT LAKE CITY","7","7","90F","2013-01-05T13:46:00.000","162","Z6","2013-01-05T13:46:00.000","3811-0","FAMILY OFFENSES","1899427","864196"
"300 W HOPE AVE","SL20132336","SALT LAKE CITY","5","7","23C","2013-01-05T16:42:00.000","152","Z5","2013-01-05T16:42:00.000","2303-0","LARCENY","1889051","876511"
"900 W NORTH TEMPLE ST","SL20132214","SALT LAKE CITY","2","7","0","2013-01-05T11:42:00.000","112","Z1","2013-01-05T11:42:00.000","5499-8","TRAFFIC","1884180","888366"
"1300 E WILMINGTON AVE","SL20132211","SALT LAKE CITY","7","7","0","2013-01-05T11:37:00.000","163","Z6","2013-01-05T11:37:00.000","5499-8","TRAFFIC","1902150","870701"
"700 E 2700 S","SL20132230","SALT LAKE CITY","7","7","0","2013-01-05T12:17:00.000","162","Z6","2013-01-05T12:17:00.000","5499-8","TRAFFIC","1897324","866859"
"N ST / SOUTH TEMPLE ST","SL20132282","SALT LAKE CITY","A","7","0","2013-01-05T14:52:00.000","141","Z4","2013-01-05T14:52:00.000","5499-8","TRAFFIC","1899360","887534"
"1800 S 300 W","SL20132209","SALT LAKE CITY","5","7","0","2013-01-05T11:17:00.000","161","Z6","2013-01-05T11:17:00.000","5499-8","TRAFFIC","1889410","872898"
"2100 S 700 E","SL20132266","SALT LAKE CITY","7","7","0","2013-01-05T14:18:00.000","162","Z6","2013-01-05T14:18:00.000","5499-8","TRAFFIC","1897319","871514"
"100 W 600 S","SL20132378","SALT LAKE CITY","4","7","11A","2013-01-05T01:00:00.000","135","Z3","2013-01-05T18:33:00.000","1103-0","SEXUAL ASSAULT","1890463","882846"
"600 S 400 E","SL20132454","SALT LAKE CITY","4","7","90Z","2013-01-05T21:02:00.000","144","Z4","2013-01-05T21:02:00.000","4902-0","ESCAPE","1895060","882637"
"00 W 200 S","SL20132074","SALT LAKE CITY","4","7","90G","2013-01-05T00:36:00.000","133","Z3","2013-01-05T00:36:00.000","4104-0","LIQUOR","1891728","885950"
"2000 S 2760 W","SL20132199","SALT LAKE CITY","2","7","23F","2013-01-05T10:31:00.000","124","Z2","2013-01-05T10:31:00.000","2305-0","LARCENY","1872887","872215"
"300 S 1200 E","SL20133243","SALT LAKE CITY","4","7","290","2013-01-05T18:45:00.000","143","Z4","2013-01-07T13:18:00.000","2902-0","DAMAGED PROP","1901355","885112"
"1400 S 1600 E","SL20133353","SALT LAKE CITY","5","7","90Z","2013-01-05T00:00:00.000","154","Z5","2013-01-07T16:15:00.000","5401-0","TRAFFIC","1904543","875907"
"300 W 1700 S","SL20132395","SALT LAKE CITY","5","7","0","2013-01-05T19:00:00.000","152","Z5","2013-01-05T19:00:00.000","5499-8","TRAFFIC","1889423","874546"
"1400 S ROBERTA ST","SL20133572","SALT LAKE CITY","5","7","23H","2013-01-05T14:00:00.000","152","Z5","2013-01-08T06:42:00.000","2399-18","LARCENY","1893777","876371"
"2000 E YUMA VIEW DR","SL20133726","SALT LAKE CITY","7","7","23F","2013-01-05T17:00:00.000","163","Z6","2013-01-08T11:47:00.000","2305-0","LARCENY","1907644","866303"
"400 N GRANT ST","SL20132519","SALT LAKE CITY","2","7","35A","2013-01-05T22:46:00.000","112","Z1","2013-01-05T22:46:00.000","3572-0","DRUGS","1885982","891265"
"2000 S 900 W","SL20132332","SALT LAKE CITY","2","7","0","2013-01-05T16:28:00.000","123","Z2","2013-01-05T16:28:00.000","5499-8","TRAFFIC","1884684","872260"
"400 E BROADWAY ST","SL2013800022","SALT LAKE CITY","SL","7","290","2013-01-05T23:00:00.000","40","40","2013-01-06T12:56:00.000","2902-0","DAMAGED PROP","1895532","885140"
"2200 E COUNTRY CLUB DR","SL2013800023","SALT LAKE CITY","7","7","90Z","2013-01-05T18:40:00.000","163","Z6","2013-01-06T16:05:00.000","5401-0","TRAFFIC","1909304","869214"
"1100 E 300 S","SL2013800024","SALT LAKE CITY","4","7","23F","2013-01-05T23:00:00.000","143","Z4","2013-01-06T18:06:00.000","2305-0","LARCENY","1901152","885121"
"00 W SOUTH TEMPLE ST","SL2013800067","SALT LAKE CITY","4","7","23H","2013-01-05T18:35:00.000","133","Z3","2013-01-16T11:10:00.000","2399-0","LARCENY","1891757","887534"
"1400 W PACIFIC AVE","SL20138474","SALT LAKE CITY","2","7","0","2013-01-05T12:00:00.000","121","Z2","2013-01-17T14:11:00.000","7399-99","PUBLIC ORDER","1880447","884073"
"300 E 200 S","SL20132164","SALT LAKE CITY","4","7","0","2013-01-05T08:34:00.000","142","Z4","2013-01-05T08:34:00.000","7399-99","PUBLIC ORDER","1894390","886000"
"300 E 200 S","SL20132165","SALT LAKE CITY","4","7","0","2013-01-05T08:34:00.000","142","Z4","2013-01-05T08:34:00.000","7399-99","PUBLIC ORDER","1894390","886000"
"1700 S 1300 E","SL201315642","SALT LAKE CITY","6","7","290","2013-01-05T15:00:00.000","163","Z6","2013-01-31T09:36:00.000","2902-1","DAMAGED PROP","1902159","874133"
"200 S RIO GRANDE ST","SL201331062","SALT LAKE CITY","4","7","23D","2013-01-05T04:00:00.000","132","Z3","2013-03-01T09:13:00.000","2308-0","LARCENY","1888238","885862"
"200 S 1500 W","SL20132156","SALT LAKE CITY","2","7","23F","2013-01-05T08:07:00.000","121","Z2","2013-01-05T08:07:00.000","2305-0","LARCENY","1880065","885733"
