"address","case","city","council","day_of_week","ibr_code","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"300 S 600 W","SL20131009","SALT LAKE CITY","4","4","90Z","2013-01-02T19:39:00.000","132","Z3","2013-01-02T19:39:00.000","4902-0","ESCAPE","1887084","885181"
"1100 S 1300 E","SL2013601","SALT LAKE CITY","5","4","290","2013-01-02T09:58:00.000","154","Z5","2013-01-02T09:58:00.000","2902-1","DAMAGED PROP","1902174","878029"
"200 S RIO GRANDE ST","SL2013613","SALT LAKE CITY","4","4","90Z","2013-01-02T10:16:00.000","132","Z3","2013-01-02T10:16:00.000","4902-0","ESCAPE","1888297","885699"
"400 S 200 W","SL2013724","SALT LAKE CITY","4","4","0","2013-01-02T14:05:00.000","134","Z3","2013-01-02T14:05:00.000","5399-87","PUBLIC PEACE","1890247","883997"
"200 S 500 W","SL2013745","SALT LAKE CITY","4","4","90Z","2013-01-02T14:40:00.000","132","Z3","2013-01-02T14:40:00.000","4902-0","ESCAPE","1887878","885702"
"100 N REDWOOD RD","SL2013683","SALT LAKE CITY","2","4","90Z","2013-01-02T12:20:00.000","112","Z1","2013-01-02T12:20:00.000","3612-0","SEXUAL OFFENSE","1878568","888751"
"100 N REDWOOD RD","SL2013665","SALT LAKE CITY","2","4","90Z","2013-01-02T11:48:00.000","112","Z1","2013-01-02T11:48:00.000","4902-0","ESCAPE","1878568","888751"
"1900 E HUBBARD AVE","SL20131016","SALT LAKE CITY","6","4","0","2013-01-02T23:01:00.000","154","Z5","2013-01-02T23:01:00.000","5399-30","PUBLIC PEACE","1907421","879982"
"900 S 7200 W","SL2013836","SALT LAKE CITY","2","4","90C","2013-01-02T16:59:00.000","124","Z2","2013-01-02T16:59:00.000","7299-2","MORALS-DECENCY","1844064","880891"
"300 S 300 E","SL2013839","SALT LAKE CITY","4","4","0","2013-01-02T17:03:00.000","133","Z3","2013-01-02T17:03:00.000","7399-99","PUBLIC ORDER","1894215","884713"
"1200 W 1100 N","SL2013847","SALT LAKE CITY","1","4","0","2013-01-02T17:12:00.000","111","Z1","2013-01-02T17:12:00.000","7399-5","PUBLIC ORDER","1882010","896127"
"1300 S WEST TEMPLE ST","SL2013862","SALT LAKE CITY","5","4","13B","2013-01-02T13:30:00.000","152","Z5","2013-01-02T21:41:00.000","1313-0","ASSAULT","1891013","877438"
"200 S RIO GRANDE ST","SL2013815","SALT LAKE CITY","4","4","90C","2013-01-02T16:41:00.000","132","Z3","2013-01-02T16:41:00.000","7299-3","MORALS-DECENCY","1888238","885930"
"200 S RIO GRANDE ST","SL2013812","SALT LAKE CITY","4","4","90C","2013-01-02T15:20:00.000","132","Z3","2013-01-02T15:20:00.000","7299-3","MORALS-DECENCY","1888237","885727"
"400 S 200 W","SL2013711","SALT LAKE CITY","4","4","90J","2013-01-02T13:57:00.000","134","Z3","2013-01-02T13:57:00.000","5707-0","INV OF PRIVACY","1890247","883997"
"5500 W 1730 S","SL2013690","SALT LAKE CITY","2","4","23H","2013-01-02T13:06:00.000","124","Z2","2013-01-02T13:06:00.000","2304-1","LARCENY","1855110","874313"
"200 W 500 S","SL2013653","SALT LAKE CITY","4","4","90G","2013-01-02T11:30:00.000","134","Z3","2013-01-02T11:30:00.000","4104-0","LIQUOR","1890176","883639"
"200 S RIO GRANDE ST","SL2013616","SALT LAKE CITY","4","4","90C","2013-01-02T10:20:00.000","132","Z3","2013-01-02T10:20:00.000","5311-0","PUBLIC PEACE","1888238","885862"
"300 W 500 S","SL2013614","SALT LAKE CITY","4","4","90J","2013-01-02T10:18:00.000","134","Z3","2013-01-02T10:18:00.000","5707-0","INV OF PRIVACY","1888910","883644"
"200 S RIO GRANDE ST","SL2013610","SALT LAKE CITY","4","4","90C","2013-01-02T10:15:00.000","132","Z3","2013-01-02T10:15:00.000","5311-0","PUBLIC PEACE","1888238","885862"
"200 S RIO GRANDE ST","SL2013602","SALT LAKE CITY","4","4","90C","2013-01-02T08:51:00.000","132","Z3","2013-01-02T08:51:00.000","5399-12","PUBLIC PEACE","1888297","885699"
"1300 S EDISON ST","SL2013957","SALT LAKE CITY","5","4","90Z","2013-01-02T20:17:00.000","152","Z5","2013-01-02T20:17:00.000","4902-0","ESCAPE","1893008","877437"
"100 S RIO GRANDE ST","SL2013993","SALT LAKE CITY","2","4","90E","2013-01-02T15:25:00.000","132","Z3","2013-01-02T15:25:00.000","7399-26","PUBLIC ORDER","1888267","865698"
"1400 S 400 E","SL20131239","SALT LAKE CITY","5","4","23H","2013-01-02T19:30:00.000","153","Z5","2013-01-03T12:45:00.000","2310-0","LARCENY","1894973","875872"
"1700 W NORTH TEMPLE ST","SL2013805","SALT LAKE CITY","2","4","23H","2013-01-02T16:17:00.000","113","Z1","2013-01-02T16:17:00.000","2399-0","LARCENY","1878534","888388"
"1800 W LIVINGSTON AVE","SL20131707","SALT LAKE CITY","1","4","26E","2013-01-02T12:38:00.000","111","Z1","2013-01-04T11:25:00.000","2608-0","FRAUD","1877599","895759"
"2100 S 700 E","SL2013906","SALT LAKE CITY","7","4","90Z","2013-01-02T19:00:00.000","162","Z6","2013-01-02T19:00:00.000","5401-0","TRAFFIC","1897319","871514"
"2900 S HIGHLAND DR","SL20131834","SALT LAKE CITY","7","4","23D","2013-01-02T15:26:00.000","163","Z6","2013-01-04T15:26:00.000","2308-0","LARCENY","1902171","865193"
"900 W PINNOCCHIO DR","SL20132329","SALT LAKE CITY","1","4","220","2013-01-02T16:20:00.000","111","Z1","2013-01-05T16:20:00.000","2203-0","BURGLARY","1884121","894463"
"00 S REDWOOD RD","SL20133114","SALT LAKE CITY","2","4","220","2013-01-02T12:00:00.000","113","Z1","2013-01-07T10:03:00.000","2203-0","BURGLARY","1878564","887220"
"300 W 300 S","SL2013557","SALT LAKE CITY","4","4","90J","2013-01-02T08:40:00.000","132","Z3","2013-01-02T08:40:00.000","5707-0","INV OF PRIVACY","1889011","885228"
"800 E 6TH AVE","SL20133675","SALT LAKE CITY","3","4","23F","2013-01-02T12:00:00.000","141","Z4","2013-01-08T10:18:00.000","2305-0","LARCENY","1899061","890068"
"800 S 900 W","SL20134347","SALT LAKE CITY","2","4","23C","2013-01-02T23:22:00.000","122","Z2","2013-01-02T23:22:00.000","2303-0","LARCENY","1884690","880962"
"200 S 500 W","SL20136392","SALT LAKE CITY","4","4","35A","2013-01-02T14:40:00.000","132","Z3","2013-01-02T14:40:00.000","3512-0","DRUGS","1887878","885702"
"1100 S RICHARDS ST","SL2013576","SALT LAKE CITY","5","4","23F","2013-01-02T00:00:00.000","152","Z5","2013-01-15T07:01:00.000","2305-0","LARCENY","1891399","878295"
"600 N CATHERINE CIR","SL201311248","SALT LAKE CITY","1","4","11A","2013-01-02T13:00:00.000","111","Z1","2013-01-23T10:07:00.000","1103-0","SEXUAL ASSAULT","1880459","892533"
"100 S NAVAJO ST","SL201316266","SALT LAKE CITY","2","4","23H","2013-01-02T12:00:00.000","121","Z2","2013-02-01T10:21:00.000","2399-0","LARCENY","1881201","886533"
"100 S 400 W","SL2013800139","SALT LAKE CITY","4","4","23F","2013-01-02T20:00:00.000","132","Z3","2013-02-03T18:43:00.000","2305-0","LARCENY","1888674","886684"
"700 N TERMINAL NORTHBOUND DR","SL201324528","SALT LAKE CITY","1","4","0","2013-01-02T13:30:00.000","113","Z1","2013-02-16T13:31:00.000","7399-6","PUBLIC ORDER","1867036","893752"
"1600 E 1300 S","SL201358359","SALT LAKE CITY","6","4","250","2013-01-02T00:01:00.000","154","Z5","2013-04-18T17:19:00.000","3599-84","DRUGS","1905199","877385"
"1200 E 500 S","SL2013587","SALT LAKE CITY","4","4","220","2013-01-02T09:41:00.000","151","Z5","2013-01-02T09:41:00.000","2203-0","BURGLARY","1901988","883536"
"100 W 2100 S","SL2013641","SALT LAKE CITY","5","4","23D","2013-01-02T11:02:00.000","161","Z6","2013-01-02T11:02:00.000","2308-0","LARCENY","1890934","871596"
"500 N 1500 W","SL2013848","SALT LAKE CITY","1","4","23F","2013-01-02T17:12:00.000","112","Z1","2013-01-02T17:12:00.000","2305-0","LARCENY","1880172","892228"
"300 E 700 S","SL2013850","SALT LAKE CITY","4","4","0","2013-01-02T17:10:00.000","144","Z4","2013-01-02T17:10:00.000","7399-6","PUBLIC ORDER","1894577","881978"
"300 E 200 S","SL2013888","SALT LAKE CITY","4","4","0","2013-01-02T18:21:00.000","142","Z4","2013-01-02T18:21:00.000","7399-6","PUBLIC ORDER","1894390","886000"
"300 E KENSINGTON AVE","SL2013930","SALT LAKE CITY","5","4","23F","2013-01-02T19:38:00.000","153","Z5","2013-01-02T19:38:00.000","2305-0","LARCENY","1894675","875498"
"1000 E 2100 S","SL2013977","SALT LAKE CITY","7","4","23F","2013-01-02T21:04:00.000","162","Z6","2013-01-02T21:04:00.000","2305-0","LARCENY","1899995","871554"
"1300 S WEST TEMPLE ST","SL2013986","SALT LAKE CITY","5","4","23F","2013-01-02T21:37:00.000","152","Z5","2013-01-02T21:37:00.000","2305-0","LARCENY","1891013","877438"
"00 S RIO GRANDE ST","SL2014804072","SALT LAKE CITY","4","4","26C","2013-01-02T00:00:00.000","132","Z7","2014-10-16T12:45:00.000","2699-1","FRAUD","1888306","887177"
"100 S RIO GRANDE ST","SL20131041","SALT LAKE CITY","4","5","0","2013-01-03T00:41:00.000","132","Z3","2013-01-03T00:41:00.000","5499-6","TRAFFIC","1888250","886781"
"3800 W 1450 N","SL20131067","SALT LAKE CITY",,"5","290","2013-01-03T02:30:00.000","113","Z1","2013-01-03T02:41:00.000","2999-0","DAMAGED PROP","1866905","891511"
"200 W 100 S","SL20131110","SALT LAKE CITY","4","5","290","2013-01-03T07:51:00.000","132","Z3","2013-01-03T07:51:00.000","2901-0","DAMAGED PROP","1889687","886810"
"100 E 700 S","SL20131157","SALT LAKE CITY","4","5","0","2013-01-03T09:25:00.000","135","Z3","2013-01-03T09:25:00.000","5499-12","TRAFFIC","1893052","881983"
"300 S 200 E","SL20131125","SALT LAKE CITY","4","5","23D","2013-01-03T08:22:00.000","133","Z3","2013-01-03T08:22:00.000","2308-0","LARCENY","1893421","884719"
"700 N TERMINAL NORTHBOUND DR","SL20131209","SALT LAKE CITY","1","5","23H","2013-01-03T11:20:00.000","113","Z1","2013-01-03T11:20:00.000","2399-0","LARCENY","1867036","893752"
"1700 S 300 W","SL20131183","SALT LAKE CITY","5","5","0","2013-01-03T10:30:00.000","161","Z6","2013-01-03T10:30:00.000","5499-6","TRAFFIC","1889476","874431"
"500 N TERMINAL NORTHBOUND DR","SL20131175","SALT LAKE CITY","1","5","0","2013-01-03T10:21:00.000","113","Z1","2013-01-03T10:21:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"600 S GLADIOLA ST","SL20131231","SALT LAKE CITY","2","5","0","2013-01-03T12:58:00.000","124","Z2","2013-01-03T12:58:00.000","5499-12","TRAFFIC","1869375","882281"
"600 N 3875 W","SL20131257","SALT LAKE CITY",,"5","290","2013-01-03T13:17:00.000","113","Z1","2013-01-03T13:17:00.000","2901-0","DAMAGED PROP","1866905","891511"
"1000 S STATE ST","SL20131268","SALT LAKE CITY","5","5","0","2013-01-03T13:42:00.000","152","Z5","2013-01-03T13:42:00.000","5499-5","TRAFFIC","1892606","878799"
"100 BANGERTER HWY","SL20131052","SALT LAKE CITY",,"5","0","2013-01-03T00:30:00.000","113","Z1","2013-01-03T00:30:00.000","5499-7","TRAFFIC","1866905","891511"
"400 E 1700 S","SL20131245","SALT LAKE CITY","5","5","220","2013-01-03T12:51:00.000","153","Z5","2013-01-03T12:51:00.000","2202-0","BURGLARY","1895481","874520"
"500 N TERMINAL NORTHBOUND DR","SL20131291","SALT LAKE CITY","1","5","0","2013-01-03T14:51:00.000","113","Z1","2013-01-03T14:51:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"1900 E 2700 S","SL20131141","SALT LAKE CITY","7","5","220","2013-01-03T08:54:00.000","163","Z6","2013-01-03T08:54:00.000","2205-0","BURGLARY","1907312","866836"
"300 W 800 S","SL20131207","SALT LAKE CITY","4","5","0","2013-01-03T11:17:00.000","134","Z3","2013-01-03T11:17:00.000","5499-7","TRAFFIC","1889450","881264"
"200 N CANYON RD","SL20131264","SALT LAKE CITY","3","5","290","2013-01-03T13:23:00.000","141","Z4","2013-01-03T13:23:00.000","2902-0","DAMAGED PROP","1893307","889544"
"700 N TERMINAL DR","SL20131318","SALT LAKE CITY","1","5","90Z","2013-01-03T15:22:00.000","113","Z1","2013-01-03T15:29:00.000","4902-0","ESCAPE","1866905","891511"
"1300 N REDWOOD RD","SL20131220","SALT LAKE CITY","1","5","13A","2013-01-03T12:03:00.000","111","Z1","2013-01-03T12:03:00.000","1306-0","ASSAULT","1878650","898686"
"700 N TERMINAL DR","SL20131367","SALT LAKE CITY","1","5","35A","2013-01-03T15:22:00.000","113","Z1","2013-01-03T15:29:00.000","3542-0","DRUGS","1866905","891511"
"800 N 2200 W","SL20131301","SALT LAKE CITY","1","5","290","2013-01-03T15:07:00.000","113","Z1","2013-01-03T15:07:00.000","2901-0","DAMAGED PROP","1874613","894422"
"500 S MAIN ST","SL20131394","SALT LAKE CITY","4","5","40A","2013-01-03T17:20:00.000","135","Z3","2013-01-03T17:46:00.000","4004-0","COMMERCIAL SEX","1891889","883171"
"3700 W TERMINAL WESTBOUND DR","SL20131406","SALT LAKE CITY","1","5","0","2013-01-03T17:25:00.000","113","Z1","2013-01-03T17:30:00.000","7399-99","PUBLIC ORDER","1866560","893915"
"200 E 400 S","SL20131374","SALT LAKE CITY","4","5","0","2013-01-03T16:54:00.000","135","Z3","2013-01-03T16:54:00.000","5499-7","TRAFFIC","1893463","884359"
"300 W 300 S","SL20131442","SALT LAKE CITY","4","5","0","2013-01-03T19:13:00.000","132","Z3","2013-01-03T19:13:00.000","5499-12","TRAFFIC","1889011","885228"
"300 W 300 N","SL20131415","SALT LAKE CITY","3","5","35A","2013-01-03T18:11:00.000","131","Z3","2013-01-03T18:11:00.000","3562-0","DRUGS","1889409","889917"
"300 S 200 E","SL20131405","SALT LAKE CITY","4","5","23D","2013-01-03T18:01:00.000","133","Z3","2013-01-03T18:01:00.000","2308-0","LARCENY","1893421","884719"
"300 S 200 E","SL20131409","SALT LAKE CITY","4","5","23D","2013-01-03T18:01:00.000","133","Z3","2013-01-03T18:01:00.000","2308-0","LARCENY","1893421","884719"
"300 S 200 E","SL20131431","SALT LAKE CITY","4","5","220","2013-01-03T18:01:00.000","133","Z3","2013-01-03T18:01:00.000","2203-0","BURGLARY","1893421","884719"
"1200 N 1500 W","SL20131339","SALT LAKE CITY","1","5","13B","2013-01-03T16:05:00.000","111","Z1","2013-01-03T16:05:00.000","1313-0","ASSAULT","1879991","897049"
"400 W 300 S","SL20131401","SALT LAKE CITY","4","5","220","2013-01-03T10:00:00.000","132","Z3","2013-01-03T17:53:00.000","2204-0","BURGLARY","1888474","885230"
"3100 S DECKER LAKE DR","SL20131360","WEST VALLEY CITY","SL","5","0","2013-01-03T16:35:00.000","43","43","2013-01-03T16:35:00.000","5499-7","TRAFFIC","1875816","863776"
"1500 S 300 W","SL20131487","SALT LAKE CITY","5","5","90D","2013-01-03T21:28:00.000","152","Z5","2013-01-03T21:28:00.000","5404-0","TRAFFIC","1889422","875839"
"600 S CONCORD ST","SL20131416","SALT LAKE CITY",,"5","0","2013-01-03T00:00:00.000","121","Z2","2013-01-03T18:09:00.000","7399-0","PUBLIC ORDER","1881932","882697"
"200 W 800 S","SL20131277","SALT LAKE CITY","4","5","0","2013-01-03T14:16:00.000","134","Z3","2013-01-03T14:16:00.000","2499-15","STOLEN VEHICLE","1889705","881263"
"300 S WAKARA WAY","SL20131129","SALT LAKE CITY","6","5","0","2013-01-03T08:27:00.000","151","Z5","2013-01-03T08:27:00.000","5499-8","TRAFFIC","1910021","884925"
"1700 S 5350 W","SL20131145","SALT LAKE CITY","2","5","0","2013-01-03T08:57:00.000","124","Z2","2013-01-03T09:20:00.000","5499-5","TRAFFIC","1856370","874282"
"400 W 500 S","SL20131103","SALT LAKE CITY","4","5","90Z","2013-01-03T07:05:00.000","134","Z3","2013-01-03T07:05:00.000","3612-0","SEXUAL OFFENSE","1888561","883645"
"300 E 700 S","SL20131105","SALT LAKE CITY","4","5","0","2013-01-03T07:15:00.000","144","Z4","2013-01-03T07:15:00.000","7399-16","PUBLIC ORDER","1894717","881977"
"800 N 1400 W","SL20131042","SALT LAKE CITY","1","5","13B","2013-01-03T00:44:00.000","111","Z1","2013-01-03T00:44:00.000","1313-0","ASSAULT","1880868","894100"
"700 N 900 W","SL20131039","SALT LAKE CITY","1","5","0","2013-01-03T00:17:00.000","111","Z1","2013-01-03T00:17:00.000","5399-30","PUBLIC PEACE","1884801","893483"
"1600 S 4800 W","SL20131202","SALT LAKE CITY","5","5","23F","2013-01-03T09:30:00.000","153","Z5","2013-01-03T11:54:00.000","2305-0","LARCENY","1895029","874691"
"400 N 800 W","SL20131221","SALT LAKE CITY","2","5","90Z","2013-01-03T12:18:00.000","112","Z1","2013-01-03T12:18:00.000","5309-0","PUBLIC PEACE","1885584","891214"
"200 W 400 S","SL20131215","SALT LAKE CITY","4","5","90J","2013-01-03T11:49:00.000","132","Z3","2013-01-03T11:49:00.000","5707-0","INV OF PRIVACY","1889766","884433"
"800 W NORTH TEMPLE ST","SL20131185","SALT LAKE CITY","2","5","90Z","2013-01-03T10:32:00.000","112","Z1","2013-01-03T10:32:00.000","4902-0","ESCAPE","1885519","888421"
"00 S 1100 E","SL20131344","SALT LAKE CITY","4","5","0","2013-01-03T16:00:00.000","143","Z4","2013-01-03T16:00:00.000","5499-1","TRAFFIC","1900579","887335"
"1300 W IOLA AVE","SL20131495","SALT LAKE CITY","2","5","290","2013-01-03T21:44:00.000","121","Z2","2013-01-03T21:44:00.000","2902-1","DAMAGED PROP","1881568","884831"
"500 S 1000 W","SL20131054","SALT LAKE CITY","2","5","0","2013-01-03T01:27:00.000","121","Z2","2013-01-03T01:27:00.000","7399-1","PUBLIC ORDER","1883992","883168"
"900 S STATE ST","SL20131517","SALT LAKE CITY","5","5","90D","2013-01-03T22:20:00.000","152","Z5","2013-01-03T22:32:00.000","5404-0","TRAFFIC","1892671","880071"
"500 N TERMINAL NORTHBOUND DR","SL20131094","SALT LAKE CITY","1","5","0","2013-01-03T06:05:00.000","113","Z1","2013-01-03T06:10:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"1900 W 500 S","SL20131229","SALT LAKE CITY","2","5","0","2013-01-03T13:10:00.000","124","Z2","2013-01-03T13:10:00.000","7399-5","PUBLIC ORDER","1876053","883661"
"300 N 1000 W","SL20131099","SALT LAKE CITY","1","5","290","2013-01-03T06:55:00.000","112","Z1","2013-01-03T06:55:00.000","2902-0","DAMAGED PROP","1883997","890512"
"1600 S BENNETT RD","SL20131151","SALT LAKE CITY","2","5","0","2013-01-03T10:07:00.000","124","Z2","2013-01-03T10:07:00.000","7399-5","PUBLIC ORDER","1875932","874778"
"1400 W 1100 N","SL20131153","SALT LAKE CITY","1","5","220","2013-01-03T10:32:00.000","111","Z1","2013-01-03T10:32:00.000","2205-0","BURGLARY","1880642","896138"
"2600 E SUNNYSIDE AVE","SL20131164","SALT LAKE CITY","6","5","26C","2013-01-03T09:51:00.000","154","Z5","2013-01-03T09:51:00.000","2699-1","FRAUD","1912576","880725"
"300 S 200 E","SL20131213","SALT LAKE CITY","4","5","90Z","2013-01-03T11:23:00.000","133","Z3","2013-01-03T11:23:00.000","5309-0","PUBLIC PEACE","1893481","884732"
"400 E REDONDO AVE","SL20131219","SALT LAKE CITY","5","5","23H","2013-01-03T12:02:00.000","161","Z6","2013-01-03T12:02:00.000","2399-0","LARCENY","1895209","871839"
"3700 W TERMINAL WESTBOUND DR","SL20131532","SALT LAKE CITY","1","5","23F","2013-01-03T23:20:00.000","113","Z1","2013-01-03T23:27:00.000","2399-20","LARCENY","1866560","893915"
"00 S WEST TEMPLE ST","SL20131533","SALT LAKE CITY","4","5","0","2013-01-03T23:26:00.000","133","Z3","2013-01-03T23:26:00.000","7399-7","PUBLIC ORDER","1891111","886981"
"3800 W 1200 N","SL20131148","SALT LAKE CITY","1","5","290","2013-01-03T08:50:00.000","113","Z1","2013-01-03T09:01:00.000","2902-0","DAMAGED PROP","1866371","897507"
"1100 S 1200 W","SL20131499","SALT LAKE CITY","2","5","290","2013-01-03T21:51:00.000","122","Z2","2013-01-03T21:51:00.000","2902-1","DAMAGED PROP","1882172","878500"
"600 E 200 S","SL20131369","SALT LAKE CITY","4","5","0","2013-01-03T16:45:00.000","142","Z4","2013-01-03T16:48:00.000","5499-8","TRAFFIC","1897063","885990"
"300 W HOPE AVE","SL20131353","SALT LAKE CITY","5","5","23C","2013-01-03T16:33:00.000","152","Z5","2013-01-03T16:33:00.000","2303-0","LARCENY","1889051","876511"
"1100 E BRICKYARD RD","SL20131345","SALT LAKE CITY","7","5","23C","2013-01-03T16:12:00.000","162","Z6","2013-01-03T16:12:00.000","2303-0","LARCENY","1900883","863411"
"300 W HOPE AVE","SL20131273","SALT LAKE CITY","5","5","23C","2013-01-03T14:02:00.000","152","Z5","2013-01-03T14:02:00.000","2303-0","LARCENY","1889051","876511"
"300 S 900 E","SL20131346","SALT LAKE CITY","4","5","23C","2013-01-03T16:15:00.000","143","Z4","2013-01-03T16:15:00.000","2303-0","LARCENY","1898972","885047"
"200 W NORTH TEMPLE ST","SL20131205","SALT LAKE CITY","3","5","90G","2013-01-03T11:24:00.000","131","Z3","2013-01-03T11:24:00.000","4104-0","LIQUOR","1890271","888402"
"300 N EDMONDS PL","SL20131235","SALT LAKE CITY","3","5","0","2013-01-03T12:39:00.000","131","Z3","2013-01-03T12:39:00.000","7399-99","PUBLIC ORDER","1886761","890524"
"600 W 700 S","SL20131236","SALT LAKE CITY","4","5","0","2013-01-03T12:42:00.000","134","Z3","2013-01-03T12:42:00.000","7399-4","PUBLIC ORDER","1886752","882006"
"300 W 500 S","SL20131227","SALT LAKE CITY","4","5","90J","2013-01-03T12:18:00.000","134","Z3","2013-01-03T12:18:00.000","5707-0","INV OF PRIVACY","1888910","883644"
"00 S RIO GRANDE ST","SL20131307","SALT LAKE CITY","4","5","35B","2013-01-03T15:28:00.000","132","Z3","2013-01-03T15:28:00.000","3550-0","DRUGS","1888314","887368"
"200 S RIO GRANDE ST","SL20131323","SALT LAKE CITY","4","5","35A","2013-01-03T15:46:00.000","132","Z3","2013-01-03T15:46:00.000","3562-0","DRUGS","1888298","885835"
"200 S RIO GRANDE ST","SL20131297","SALT LAKE CITY","4","5","90G","2013-01-03T15:06:00.000","132","Z3","2013-01-03T15:06:00.000","4104-0","LIQUOR","1888296","885359"
"100 W 600 S","SL20131261","SALT LAKE CITY","4","5","90C","2013-01-03T13:27:00.000","135","Z3","2013-01-03T13:27:00.000","7299-3","MORALS-DECENCY","1891026","882844"
"1100 E BRICKYARD RD","SL20131293","SALT LAKE CITY","7","5","23C","2013-01-03T12:00:00.000","162","Z6","2013-01-03T14:52:00.000","2303-0","LARCENY","1900799","863505"
"300 W HOPE AVE","SL20131289","SALT LAKE CITY","5","5","13B","2013-01-03T14:43:00.000","152","Z5","2013-01-03T14:43:00.000","1313-0","ASSAULT","1889051","876511"
"300 E 200 S","SL20131288","SALT LAKE CITY","4","5","0","2013-01-03T13:20:00.000","142","Z4","2013-01-03T14:43:00.000","7399-99","PUBLIC ORDER","1894390","886000"
"1300 S 200 E","SL20131287","SALT LAKE CITY","5","5","0","2013-01-03T14:38:00.000","152","Z5","2013-01-03T14:38:00.000","7399-99","PUBLIC ORDER","1893390","876830"
"1100 W INDIANA AVE","SL20131413","SALT LAKE CITY","2","5","0","2013-01-03T18:08:00.000","121","Z2","2013-01-03T18:08:00.000","5399-18","PUBLIC PEACE","1882592","881052"
"800 E SEGO AVE","SL20131513","SALT LAKE CITY","4","5","120","2013-01-03T22:29:00.000","151","Z5","2013-01-03T22:29:00.000","1210-0","ROBBERY","1898416","882359"
"200 W 500 S","SL20131519","SALT LAKE CITY","4","5","90J","2013-01-03T15:09:00.000","134","Z3","2013-01-03T15:09:00.000","5707-0","INV OF PRIVACY","1889872","883640"
"1100 W 900 S","SL20131522","SALT LAKE CITY","2","5","90Z","2013-01-03T22:59:00.000","122","Z2","2013-01-03T22:59:00.000","5309-0","PUBLIC PEACE","1882293","880626"
"200 W NORTH TEMPLE ST","SL20131503","SALT LAKE CITY","3","5","0","2013-01-03T22:07:00.000","131","Z3","2013-01-03T22:07:00.000","7399-1","PUBLIC ORDER","1890037","888403"
"900 W 1700 S","SL20131351","SALT LAKE CITY","2","5","90Z","2013-01-03T16:30:00.000","123","Z2","2013-01-03T16:30:00.000","4902-0","ESCAPE","1884675","874566"
"700 S 500 E","SL20131350","SALT LAKE CITY","4","5","0","2013-01-03T16:22:00.000","144","Z4","2013-01-03T16:22:00.000","7399-1","PUBLIC ORDER","1895847","881512"
"1500 W GLENROSE DR","SL20131348","SALT LAKE CITY","2","5","90Z","2013-01-03T16:16:00.000","122","Z2","2013-01-03T16:16:00.000","5309-0","PUBLIC PEACE","1879699","879478"
"3800 S 1200 N","SL20131726","SALT LAKE CITY",,"5","290","2013-01-03T15:30:00.000","113","Z1","2013-01-04T12:17:00.000","2999-0","DAMAGED PROP","1866905","891511"
"1200 E 2700 S","SL20131507","SALT LAKE CITY","7","5","220","2013-01-03T22:20:00.000","162","Z6","2013-01-03T22:20:00.000","2299-10","BURGLARY","1901474","866909"
"400 E EMERSON AVE","SL20131539","SALT LAKE CITY","5","5","90F","2013-01-03T23:39:00.000","153","Z5","2013-01-03T23:39:00.000","3802-0","FAMILY OFFENSES","1895103","875935"
"900 W SOUTH TEMPLE ST","SL20131411","SALT LAKE CITY","2","5","0","2013-01-03T18:06:00.000","112","Z1","2013-01-03T18:06:00.000","7399-3","PUBLIC ORDER","1884564","887622"
"200 S RIO GRANDE ST","SL20131534","SALT LAKE CITY","4","5","0","2013-01-03T23:05:00.000","132","Z3","2013-01-03T23:05:00.000","5399-21","PUBLIC PEACE","1888238","885862"
"600 S 1300 E","SL20131124","SALT LAKE CITY","4","5","0","2013-01-03T08:21:00.000","151","Z5","2013-01-03T08:40:00.000","5499-8","TRAFFIC","1902134","882766"
"200 S 700 E","SL20131426","SALT LAKE CITY","4","5","0","2013-01-03T18:30:00.000","142","Z4","2013-01-03T18:31:00.000","5499-8","TRAFFIC","1897389","885944"
"700 E 2100 S","SL20131281","SALT LAKE CITY","7","5","0","2013-01-03T14:20:00.000","162","Z6","2013-01-03T14:25:00.000","5499-8","TRAFFIC","1897374","871506"
"600 E 600 S","SL20131382","SALT LAKE CITY","4","5","0","2013-01-03T17:07:00.000","144","Z4","2013-01-03T17:07:00.000","5499-7","TRAFFIC","1896638","882763"
"100 S DOOLEY CT","SL20131370","SALT LAKE CITY","4","5","90Z","2013-01-03T17:53:00.000","143","Z4","2013-01-03T17:53:00.000","5309-0","PUBLIC PEACE","1898560","886422"
"300 E ROOSEVELT AVE","SL20131203","SALT LAKE CITY","5","5","0","2013-01-03T11:11:00.000","153","Z5","2013-01-03T11:11:00.000","7399-5","PUBLIC ORDER","1894799","876148"
"2700 E CRESTVIEW DR","SL20131246","SALT LAKE CITY","6","5","290","2013-01-03T12:52:00.000","154","Z5","2013-01-03T12:52:00.000","2902-1","DAMAGED PROP","1914184","879354"
"4700 W CALIFORNIA AVE","SL20131248","SALT LAKE CITY","2","5","290","2013-01-03T12:54:00.000","124","Z2","2013-01-03T12:54:00.000","2902-0","DAMAGED PROP","1860547","877154"
